,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.55079234,0.38055998,0,0.29066607,0.1638133,4.0654306,2.628158,5.613212,9.421478
1,0.4047457,0.22854728,1,0.65626186,0.7701999,3.783991,3.9458928,3.2622554,6.0021586
2,0.5388696,0.32515073,2,0.69170034,0.5311805,6.2338977,6.3490233,5.784582,9.694816
3,0.69770014,0.85958743,3,0.44326043,0.44686937,7.4310513,6.6818666,5.2898936,9.828804
4,0.47237858,0.8230572,4,0.75329185,0.82857984,2.428439,1.449275,5.3719535,8.236394
5,0.44554174,0.43650568,5,0.65072256,0.7629619,3.0347803,3.3781796,4.643976,3.0799472
6,0.536,0.9915763,6,0.13851103,0.111894965,5.8476706,4.7367725,5.460037,9.8800125
7,0.34139973,0.43674487,7,0.467181,0.62746847,4.198603,5.039481,2.499285,1.6314971
8,0.24545312,0.05146849,8,0.26309252,0.29492044,5.103696,6.2344556,3.0431058,2.234395
9,0.48510528,0.8527679,9,0.7070068,0.9883594,1.9324319,2.891408,5.371263,8.661407
10,0.5855576,0.7076398,10,0.5913453,0.7706192,3.345876,1.6701889,2.3453891,1.9665778
11,0.644643,0.95239735,11,0.12963594,0.10968077,3.12209,3.8255897,7.037324,9.085549
12,0.3884281,0.29440808,12,0.41848516,0.4178881,4.9867597,5.120937,5.7920127,2.7543688
13,0.34874588,0.033241212,13,0.1738569,0.13829291,5.9509416,6.436542,3.40114,4.372162
14,0.6525609,0.85150963,14,0.7571376,0.95552826,2.7414463,4.252355,4.476546,9.831797
15,0.563645,0.08479285,15,0.45411086,0.31447738,7.0601716,5.869341,5.8213863,7.1178393
16,0.61767334,0.7106804,16,0.63173586,0.7105226,1.936319,2.4208736,4.5410957,5.357387
17,0.45255542,0.31903386,17,0.17472528,0.11981821,4.4890585,4.386422,2.3162138,5.0490217
18,0.6868358,0.87702805,18,0.30634966,0.47416264,4.1367745,3.5073426,3.7393827,2.7380908
19,0.7557928,0.8881186,19,0.1526735,0.13815832,4.186545,4.343092,3.698105,4.3994355
20,0.24251767,0.13012141,20,0.5328921,0.3306871,3.3063536,3.8146107,1.1352344,0.65916836
21,0.4949806,0.17197609,21,0.640657,0.6840852,4.920925,5.452821,6.141171,5.9696484
22,0.61954415,0.86334693,22,0.40742788,0.27974975,6.978809,5.5696898,2.239673,2.633338
23,0.3485073,0.3394814,23,0.6902537,0.5940466,6.443462,5.630135,3.3004494,2.178865
24,0.43002537,0.646658,24,0.616395,0.574182,5.707995,3.894416,6.3103933,6.879268
