,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.52263504,0.38055998,0,0.4423722,0.1638133,4.458516,2.628158,2.6041012,9.421478
1,0.41313773,0.22854728,1,0.631694,0.7701999,3.877002,3.9458928,2.2278516,6.0021586
2,0.5643075,0.32515073,2,0.62236655,0.5311805,4.961519,6.3490233,2.466206,9.694816
3,0.67138004,0.85958743,3,0.43342105,0.44686937,6.7529063,6.6818666,2.5562518,9.828804
4,0.40234008,0.8230572,4,0.6572068,0.82857984,3.4011197,1.449275,2.4945269,8.236394
5,0.42249015,0.43650568,5,0.6080794,0.7629619,3.3999312,3.3781796,2.4652348,3.0799472
6,0.44059843,0.9915763,6,0.28100666,0.111894965,6.3959813,4.7367725,2.5515108,9.8800125
7,0.38821685,0.43674487,7,0.5323128,0.62746847,4.5230255,5.039481,2.0017939,1.6314971
8,0.35988665,0.05146849,8,0.3416167,0.29492044,5.608719,6.2344556,2.1604714,2.234395
9,0.39415252,0.8527679,9,0.6498705,0.9883594,3.258769,2.891408,2.491524,8.661407
10,0.619333,0.7076398,10,0.60562503,0.7706192,3.681849,1.6701889,2.0205796,1.9665778
11,0.6363821,0.95239735,11,0.36853963,0.10968077,3.6004975,3.8255897,2.5244415,9.085549
12,0.37846416,0.29440808,12,0.4688466,0.4178881,5.314937,5.120937,2.5162606,2.7543688
13,0.41810235,0.033241212,13,0.29570806,0.13829291,6.535922,6.436542,2.0669882,4.372162
14,0.6260909,0.85150963,14,0.65356386,0.95552826,3.5228925,4.252355,2.4813263,9.831797
15,0.5035732,0.08479285,15,0.44309643,0.31447738,6.5750484,5.869341,2.7162,7.1178393
16,0.61444336,0.7106804,16,0.6344359,0.7105226,3.453958,2.4208736,2.529145,5.357387
17,0.48774025,0.31903386,17,0.3096428,0.11981821,5.1226635,4.386422,1.9209751,5.0490217
18,0.6590042,0.87702805,18,0.40926483,0.47416264,4.723865,3.5073426,2.4260933,2.7380908
19,0.6852593,0.8881186,19,0.30634776,0.13815832,4.5579777,4.343092,2.4093423,4.3994355
20,0.31987128,0.13012141,20,0.58383423,0.3306871,3.7768283,3.8146107,0.9603557,0.65916836
21,0.41484788,0.17197609,21,0.6152334,0.6840852,4.3387628,5.452821,2.6273067,5.9696484
22,0.6128833,0.86334693,22,0.39569446,0.27974975,6.7111373,5.5696898,1.829218,2.633338
23,0.38248906,0.3394814,23,0.6150183,0.5940466,5.680803,5.630135,2.279132,2.178865
24,0.4005204,0.646658,24,0.59386635,0.574182,5.4329376,3.894416,2.6841998,6.879268
