,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.5832317,0.38055998,0,0.355488,0.1638133,4.1949296,2.628158,3.6213238,9.421478
1,0.41372913,0.22854728,1,0.648514,0.7701999,3.7712886,3.9458928,2.7523227,6.0021586
2,0.57400936,0.32515073,2,0.67208976,0.5311805,5.9101744,6.3490233,3.7184799,9.694816
3,0.73238903,0.85958743,3,0.4435581,0.44686937,7.3701916,6.6818666,3.5285532,9.828804
4,0.44858837,0.8230572,4,0.71623635,0.82857984,2.8289533,1.449275,3.7157714,8.236394
5,0.41970444,0.43650568,5,0.65195656,0.7629619,3.1250732,3.3781796,3.4024844,3.0799472
6,0.47973016,0.9915763,6,0.16408366,0.111894965,6.1425185,4.7367725,3.6361425,9.8800125
7,0.3537478,0.43674487,7,0.47163045,0.62746847,4.3147273,5.039481,2.0578694,1.6314971
8,0.28388473,0.05146849,8,0.28685603,0.29492044,5.246628,6.2344556,2.3736355,2.234395
9,0.49199507,0.8527679,9,0.6902156,0.9883594,2.5254636,2.891408,3.7784164,8.661407
10,0.5971465,0.7076398,10,0.6057183,0.7706192,3.5439546,1.6701889,1.9838096,1.9665778
11,0.6759341,0.95239735,11,0.19676085,0.10968077,3.1659865,3.8255897,3.9620705,9.085549
12,0.38491246,0.29440808,12,0.44374743,0.4178881,5.227149,5.120937,3.7327158,2.7543688
13,0.35615963,0.033241212,13,0.18978713,0.13829291,6.079855,6.436542,2.7230713,4.372162
14,0.67044,0.85150963,14,0.70405143,0.95552826,2.9426517,4.252355,3.379687,9.831797
15,0.5680422,0.08479285,15,0.47037446,0.31447738,7.001457,5.869341,3.8088813,7.1178393
16,0.6388,0.7106804,16,0.6509155,0.7105226,2.686772,2.4208736,3.2055254,5.357387
17,0.48432294,0.31903386,17,0.19477925,0.11981821,4.5821357,4.386422,1.9277047,5.0490217
18,0.71903443,0.87702805,18,0.3369514,0.47416264,4.221279,3.5073426,3.0247576,2.7380908
19,0.73746276,0.8881186,19,0.19157818,0.13815832,4.252652,4.343092,2.9849656,4.3994355
20,0.26649487,0.13012141,20,0.5499351,0.3306871,3.4635127,3.8146107,0.96393067,0.65916836
21,0.44354492,0.17197609,21,0.6334751,0.6840852,4.7253566,5.452821,3.9826066,5.9696484
22,0.63086766,0.86334693,22,0.40753478,0.27974975,7.1652784,5.5696898,1.9289217,2.633338
23,0.37491474,0.3394814,23,0.665106,0.5940466,6.3108573,5.630135,2.6740732,2.178865
24,0.39156696,0.646658,24,0.60033125,0.574182,5.7160244,3.894416,4.023767,6.879268
