,locs0,locs1,locs2,locs3,locs4,subject
0,-1.075891,0.79766893,-1.6039978,0.110947326,-1.805043,0
1,1.3700436,-0.96771955,0.9202825,0.3805095,-2.753279,1
2,-1.9598337,-0.52713513,-0.48505396,-0.12601884,-0.95735,2
3,-1.7869837,0.38257357,-1.3912238,-0.90994537,-2.956923,3
4,-3.186232,1.20985,-0.8511653,0.45532054,-0.818619,4
5,1.1919434,1.0695988,0.1623461,-1.8462815,-2.2877955,5
6,0.5779267,0.21581358,-0.3241915,-0.5818252,-3.162099,6
7,-0.34458822,1.5583481,-1.7578533,0.08986187,-1.4989874,7
8,-0.9305218,-1.5114608,-2.3445272,1.1259584,0.122088,8
9,1.6523222,2.0912642,0.13344185,-0.78447473,-2.279394,9
10,-0.39788127,-1.005835,0.4643159,-2.019812,0.35530683,10
11,1.1049383,0.074850425,0.2513075,0.043308347,-1.0476863,11
12,-1.4891464,-1.498033,-2.167492,-0.33643377,-2.711707,12
13,0.8514709,1.1223202,0.16172433,-0.18514645,-0.5824983,13
14,-1.8222054,1.5528343,-1.3164556,0.6096536,-1.647326,14
15,0.13959405,-0.79948354,-0.27042338,-1.0102532,-0.2497805,15
16,-0.18060291,1.7053404,-1.002507,-0.3200789,-1.5031899,16
17,0.5068888,-0.022606164,0.4919978,1.1168954,2.6512778,17
18,1.348279,-0.3590873,0.93921286,0.9263706,-0.6224117,18
19,-1.7815117,0.20168689,-1.644856,-2.1120698,-1.9593589,19
20,-0.078381404,1.1985925,-0.38960075,-1.3920723,-3.124139,20
21,0.91282547,-0.32578868,0.058388293,0.24935007,1.2037109,21
22,-1.2486129,-2.1089675,1.6263506,0.52196324,-1.4861352,22
23,1.645697,-2.2667553,-0.84471136,-1.9925592,-3.448472,23
24,-1.4549291,1.6717794,-0.0506289,-0.20421766,-2.5991862,0
25,0.8861604,-0.94506407,1.1363544,-0.7470747,-1.063406,1
26,-1.2528148,-0.049855858,-1.0666152,-0.225696,-2.5951037,2
27,-0.6985402,0.4822443,-2.1182816,0.28753334,-3.431035,3
28,-1.3281186,1.3090925,0.111980915,-0.38621345,-1.9951005,4
29,-0.032365143,1.0267329,0.45674196,-0.7775347,-2.5168667,5
30,-1.0465589,-0.16197091,-0.39797273,-0.6285169,-3.2657557,6
31,-1.7014492,0.66111267,-1.2306898,-0.9627048,-2.0410378,7
32,-1.3609259,-0.5697111,1.9673985,1.700705,-0.40401682,8
33,1.298654,0.6579038,-1.001337,-1.0793848,-0.6273179,9
34,0.7531948,-0.36412138,1.2911838,-1.3204532,-0.37268177,10
35,1.2607124,0.16812843,0.26843432,0.5946832,-1.8414928,11
36,-1.3851782,-0.6776761,-0.23194408,-0.29922095,-0.55992734,12
37,2.3291912,1.2729349,0.32837754,-0.42274755,-0.40301967,13
38,-0.11557591,0.49669325,-1.6489367,-0.25433356,-1.0853336,14
39,0.2064555,-0.43982288,-0.09988766,0.15072751,-0.94507027,15
40,-0.40747124,0.9794989,-1.9922805,-1.2730577,-2.1920266,16
41,0.6975667,-0.23007599,0.07092708,1.611736,-0.39112228,17
42,1.0356472,-0.68375796,1.6859109,-0.020896763,-0.6600648,18
43,-0.44059414,0.41234294,-2.6486807,-1.6418737,-1.4917952,19
44,0.16411841,0.68232334,-1.3394421,-0.89928705,-2.917741,20
45,1.3848377,-0.4389233,0.31119943,0.23837471,-0.74871117,21
46,0.67547333,-2.1130884,0.76898485,1.3195798,-0.40109044,22
47,0.25737378,-2.1598425,1.2168974,-0.6670594,-1.6040617,23
48,0.78582513,1.4962661,-3.1315198,1.2020944,-3.200254,0
49,1.2799641,-0.71744597,0.93338585,0.312397,-0.43547222,1
50,0.14760303,-0.63544315,-3.9710913,0.1148113,-3.1713433,2
