,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.25428438,0.68947566,1.0045416,3.1662505,0.1412383,0
1,0.7973872,0.27533528,4.290598,3.5639758,0.059901733,1
2,0.12348505,0.37118533,2.2863564,2.8112216,0.27740908,2
3,0.14344291,0.5944937,1.1952748,1.7220659,0.04941033,3
4,0.039687134,0.7702724,1.7951307,3.671421,0.3060569,4
5,0.7670885,0.7445206,3.2429857,0.8178605,0.09213879,5
6,0.6405902,0.553745,2.5179274,2.1510763,0.040617187,6
7,0.41469535,0.82611614,0.88235646,3.134702,0.1825766,7
8,0.28281888,0.18072242,0.5250105,4.530554,0.53048414,8
9,0.8392046,0.8900512,3.199866,1.8801377,0.09284399,9
10,0.4018215,0.26779574,3.684225,0.7028305,0.5879039,10
11,0.7511842,0.5187039,3.3749895,3.0649524,0.25966963,11
12,0.18404989,0.18271908,0.61624765,2.500056,0.062286068,12
13,0.70087564,0.75441885,3.242059,2.723071,0.35835794,13
14,0.13916945,0.8253227,1.2684515,3.887171,0.16147068,14
15,0.53484195,0.31013602,2.596819,1.6015818,0.43787754,15
16,0.4549716,0.846231,1.6106927,2.5239391,0.18195024,16
17,0.6240769,0.4943487,3.7234619,4.5204744,0.9340898,17
18,0.7938481,0.41118056,4.3136435,4.2980304,0.34923315,18
19,0.14411658,0.5502515,0.97083235,0.6475753,0.12353643,19
20,0.48041466,0.7682743,2.4228804,1.1944628,0.04212245,20
21,0.713578,0.41926563,3.0875578,3.3720994,0.76918423,21
22,0.22294033,0.10822827,5.0140147,3.7656405,0.18450251,22
23,0.83830863,0.09391395,1.8032606,0.71991825,0.03081446,23
24,0.18924414,0.84181285,2.9240732,2.6947336,0.069190815,0
25,0.7080972,0.27987856,4.542058,1.9287541,0.2566591,1
26,0.22221327,0.4875386,1.5362839,2.6628857,0.0694542,2
27,0.33213598,0.6182777,0.64399564,3.4283528,0.031339496,3
28,0.20947075,0.7873612,3.1677961,2.427775,0.119718306,4
29,0.4919094,0.736282,3.6734462,1.8891088,0.07468419,5
30,0.25988644,0.45959556,2.410797,2.0870814,0.036764838,6
31,0.15427609,0.65951025,1.3563643,1.6580218,0.114961095,7
32,0.20408987,0.3613035,5.2639885,5.073761,0.40034762,8
33,0.78560835,0.65878934,1.6120716,1.5217348,0.34811893,9
34,0.6798745,0.40996224,4.7060847,1.2644575,0.40789315,10
35,0.7791487,0.54193336,3.4002507,3.866634,0.13687484,11
36,0.20017865,0.33678016,2.6536353,2.5544877,0.36356428,12
37,0.91126597,0.78124475,3.4881873,2.375157,0.40058702,13
38,0.47113815,0.6216819,0.96751624,2.620543,0.252498,14
39,0.5514313,0.3917832,2.8502932,3.2256641,0.2798773,15
40,0.39951864,0.72700876,0.7200949,1.3124056,0.10046879,16
41,0.6676481,0.4427334,3.1063461,5.001914,0.40344715,17
42,0.7380093,0.33542308,5.0621142,2.9686558,0.34072506,18
43,0.39159942,0.6016495,0.3964222,0.9732616,0.18365245,19
44,0.5409378,0.66425705,1.245611,1.7351822,0.051283497,20
45,0.79976684,0.39199755,3.463068,3.3558788,0.3211022,21
46,0.66272765,0.107831195,4.0998077,4.7346706,0.4010504,22
47,0.5639906,0.10341505,4.6291027,2.0349336,0.1674147,23
48,0.6869342,0.81701696,0.25095394,4.6133833,0.03915617,0
49,0.78244364,0.32795563,4.30657,3.4648213,0.39282036,1
50,0.5368339,0.34627736,0.11102398,3.172028,0.040258482,2
51,0.7057858,0.7952792,0.92031837,3.8481724,0.101020314,3
52,0.41418082,0.65291315,0.34140548,2.9088461,0.12956367,4
53,0.80913764,0.6945553,2.9902964,1.5548668,0.10009802,5
54,0.42826664,0.6412219,3.483491,1.8720965,0.18606842,6
55,0.1994616,0.77601326,1.2032557,1.967822,0.15425128,7
56,0.3541795,0.29580224,2.45156,5.393124,0.38581952,8
57,0.8141898,0.78318435,3.135182,1.2181958,0.057629004,9
58,0.56074995,0.3211729,3.3171208,2.2779007,0.7522292,10
59,0.69597614,0.3940989,1.8411337,2.3801541,0.18175228,11
60,0.294342,0.25771046,0.7922491,2.045045,0.078224145,12
61,0.70588964,0.786737,4.5167875,2.0064106,0.23069827,13
62,0.16007258,0.75975275,2.3648496,4.2448072,0.16575716,14
63,0.43198296,0.33754098,2.8048515,3.5338273,0.3763016,15
64,0.30166253,0.94351065,2.2508872,2.85762,0.07398992,16
65,0.2785779,0.42490065,3.6773095,3.589768,0.652999,17
66,0.8564262,0.3266784,3.868885,3.7581,0.19253513,18
67,0.102992006,0.67221576,2.2813258,0.43325442,0.24315837,19
68,0.5767693,0.76308155,2.2153113,2.2131093,0.03653156,20
69,0.6038011,0.2842411,1.5956737,3.239541,0.5424416,21
70,0.47552937,0.06162154,3.934056,3.6070876,0.32890722,22
71,0.83661467,0.18148239,2.2582593,5.322133,0.2131889,23
72,0.5012065,0.74133945,0.63541794,4.0884686,0.10357544,0
73,0.7722381,0.30762854,4.989923,2.5433743,0.1750382,1
74,0.12408669,0.49686384,2.6321142,3.0631752,0.08110656,2
75,0.20467117,0.75343555,1.1637856,2.5128834,0.14811929,3
76,0.17362198,0.8068493,1.4872707,4.3641844,0.13532998,4
77,0.70607364,0.88721406,5.127688,3.8163323,0.06360982,5
78,0.6838439,0.54576606,1.4669361,2.1726596,0.09594144,6
79,0.2838565,0.56332624,0.9944116,1.2715772,0.0788508,7
80,0.25389573,0.3698266,5.0041394,5.3477273,0.7220279,8
81,0.7572697,0.80878985,4.396468,1.1181672,0.025377845,9
82,0.7306373,0.24151953,2.439975,0.49771738,0.4207237,10
83,0.69993144,0.5533593,3.6040192,3.4537346,0.082897015,11
84,0.17526235,0.28671372,2.7482789,2.3597276,0.25110978,12
85,0.8453133,0.8514428,5.152686,2.1475978,0.049569048,13
86,0.48208258,0.4788928,0.5460857,2.462646,0.14234439,14
87,0.47127604,0.24072546,1.5844352,1.592876,0.22826964,15
88,0.18309999,0.7000042,0.7859153,1.7983221,0.15355375,16
89,0.6089246,0.24943723,1.1225977,1.4782108,0.070563406,17
90,0.52016294,0.28308034,4.1258454,2.0124307,0.32464084,18
