,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.23044932,0.62880987,2.509471,1.6666639,0.35595685,0
1,0.62346464,0.20430687,2.5561597,2.7298145,0.18651193,1
2,0.40462726,0.5539922,1.0858595,1.7298157,0.19390984,2
3,0.49896818,0.7202013,2.1135798,3.7417245,0.2552396,3
4,0.4918612,0.7193861,0.5993052,2.8174853,0.4309573,4
5,0.28804833,0.6204164,3.0031366,1.969029,0.48452598,5
6,0.72899216,0.84093934,3.560636,3.4255748,0.592439,6
7,0.20774071,0.5682735,1.6879945,1.4102625,0.6421809,7
8,0.6058325,0.36258563,3.8748288,4.5741673,0.51015866,8
9,0.5245277,0.7507444,2.0624611,2.5611348,0.3144939,9
10,0.54469883,0.37777796,2.5127501,2.6248393,0.64759666,10
11,0.63280445,0.543501,3.1581912,2.2934713,0.59867877,11
12,0.18324086,0.5101439,4.6279078,2.3157578,0.21489216,12
13,0.25153276,0.6350701,1.8853667,2.5774102,0.78320175,13
14,0.3019456,0.2636583,0.67083174,2.0997021,0.22961071,14
15,0.76209235,0.5323933,4.899644,1.1474501,0.55740047,15
16,0.60345554,0.49241954,1.0591537,0.9377576,0.15233561,16
17,0.5932435,0.7062808,4.9338145,4.592207,0.7661655,17
18,0.6131803,0.35967883,3.9897156,3.819982,0.7235614,18
19,0.3249312,0.6520906,2.2855337,1.2691243,0.12683396,19
20,0.3617633,0.65201426,2.5520208,0.9996307,0.29646564,20
21,0.40107363,0.3662525,3.2633362,2.632995,0.8750653,21
22,0.7933141,0.21390028,3.8884797,4.1328626,0.20956004,22
23,0.42302176,0.45913026,4.1327124,3.253473,0.70099866,23
24,0.23856491,0.76929575,3.9480057,2.3992953,0.081548326,0
25,0.44745138,0.3481934,4.6298494,3.3988903,0.55669737,1
26,0.12143935,0.67837465,2.698517,2.8622098,0.39605117,2
27,0.2515403,0.6617907,2.9912834,1.7901042,0.44109163,3
28,0.28035977,0.6639794,1.5503057,3.3952055,0.5654505,4
29,0.42556354,0.6482717,1.884336,1.7011982,0.56975764,5
30,0.16275266,0.8240214,4.5981894,2.6873887,0.73166263,6
31,0.28563312,0.38956603,0.97246015,1.4011818,0.2697146,7
32,0.38040242,0.44665423,4.2028646,4.5620093,0.65488815,8
33,0.31995812,0.77290744,3.26931,0.8882344,0.39442924,9
34,0.880462,0.38999426,3.2995806,2.3534622,0.57149905,10
35,0.68061405,0.5527005,2.6392555,1.6265852,0.54596406,11
36,0.19414574,0.52829546,3.2501926,4.074292,0.5995066,12
37,0.57572067,0.73392737,1.6691079,3.4374332,0.8252817,13
38,0.5810851,0.5436114,2.477446,2.0920024,0.24325845,14
39,0.5473147,0.40742332,2.474337,3.0718224,0.7639725,15
40,0.5519953,0.8058542,1.8884573,3.1952128,0.25478953,16
41,0.5603136,0.5126399,4.069184,3.2367992,0.77458036,17
42,0.7955722,0.40687597,3.1461358,4.5473523,0.8002123,18
43,0.24225856,0.8450821,2.182678,4.09368,0.2990645,19
44,0.3420633,0.6907061,2.201282,1.2315278,0.37759048,20
45,0.7311781,0.46315733,2.6965115,3.6280882,0.78047866,21
46,0.8643586,0.27619347,2.1668277,3.525207,0.32877105,22
47,0.34039143,0.17205875,3.6189523,1.7477348,0.5720073,23
48,0.39166415,0.59484947,0.8353538,2.5989616,0.20463106,0
49,0.6669816,0.38380143,4.8556347,1.6589645,0.48564094,1
50,0.27250952,0.83217806,3.826036,3.4144158,0.2649484,2
51,0.5514452,0.7821061,1.1626925,2.5160258,0.19596624,3
52,0.23010327,0.43525916,2.247097,1.3684105,0.21707198,4
53,0.4521481,0.75440395,3.8554912,2.1701097,0.3793489,5
54,0.38475996,0.659066,3.0066662,2.309921,0.35054865,6
55,0.30416122,0.42697653,2.003954,1.7984459,0.20023136,7
56,0.5646128,0.30960315,2.3538237,3.2993996,0.29263145,8
57,0.8399991,0.8257496,1.0870194,3.9366446,0.21816608,9
58,0.7464267,0.38763002,3.2266817,2.0106044,0.7276494,10
59,0.7559651,0.6409597,3.2442646,2.3607836,0.8386622,11
60,0.6928247,0.5992895,1.84957,4.076526,0.68089724,12
61,0.17957985,0.26619574,1.6368759,0.66236424,0.39143723,13
62,0.19877201,0.58656025,2.4477117,2.328112,0.29630977,14
63,0.47386664,0.36354282,3.294277,1.3709509,0.71034306,15
64,0.64563346,0.482628,0.43534657,1.7999442,0.08649726,16
