,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.113233246,0.79014593,4.1171255,3.5343614,0.09546649,0
1,0.6920562,0.33709297,4.4093065,5.2209225,0.19266367,1
2,0.3079743,0.2128302,0.4018356,1.9979364,0.15591268,2
3,0.4861982,0.77301484,0.9615185,3.5374346,0.12483627,3
4,0.318305,0.7960578,1.6449974,3.8854012,0.10543389,4
5,0.7471296,0.7306707,2.7868087,2.559522,0.1402368,5
6,0.5331292,0.74012953,4.501649,3.1333241,0.04555946,6
7,0.36682087,0.6615544,1.2032117,1.6752636,0.14388476,7
8,0.37155625,0.3053014,2.9759948,5.012543,0.69212365,8
9,0.5603907,0.6609124,3.1320512,0.93119955,0.3354307,9
10,0.68533874,0.24151553,1.4052657,1.3666903,0.21104415,10
11,0.5101532,0.56535536,4.4634995,2.0795703,0.11350825,11
12,0.37479633,0.2796278,1.181494,1.6594753,0.016571157,12
13,0.47036016,0.6151496,3.03015,0.38288152,0.10944173,13
14,0.3744596,0.7227296,1.3776633,2.9632852,0.34469816,14
15,0.35692844,0.3716549,4.7766476,1.4371523,0.68179446,15
16,0.10929514,0.859997,3.804071,1.294413,0.16502072,16
17,0.42141962,0.44103995,3.2020004,4.7084303,0.6429134,17
18,0.5658916,0.24937068,4.049853,2.0037465,0.15702105,18
19,0.47082266,0.81953377,0.66992086,1.5986557,0.090627484,19
20,0.32205942,0.6093678,1.3217883,1.0458438,0.25869167,20
21,0.7624104,0.37729144,3.9808187,3.5935254,0.3685831,21
22,0.1107655,0.21072373,5.542284,3.1719255,0.8280112,22
23,0.30989966,0.1450689,4.5846295,4.04205,0.4635149,23
24,0.2794613,0.7106803,0.9345077,3.1703944,0.31350186,0
25,0.5132751,0.36832547,4.8234224,3.2958493,0.76645195,1
26,0.05005473,0.571221,4.4910784,2.3218663,0.19255619,2
27,0.07258148,0.5831317,3.700573,2.2173066,0.09669609,3
28,0.20650205,0.8480362,2.5068889,2.8835444,0.052222595,4
29,0.5698788,0.79004204,4.1458645,2.8097167,0.19915318,5
30,0.666261,0.62703156,2.920683,2.5357993,0.0550068,6
31,0.38699022,0.8510859,2.6234677,1.5603265,0.13754742,7
32,0.12946054,0.31921515,3.711613,4.608054,0.712974,8
33,0.60636425,0.6882175,2.158762,2.2069485,0.113642015,9
34,0.92039037,0.32230827,3.5555663,1.7865269,0.48183498,10
35,0.54387397,0.42992887,2.3792171,2.8250437,0.87370414,11
36,0.166766,0.22429073,0.82170737,2.188342,0.26456854,12
37,0.6817777,0.45499653,1.2986459,1.104758,0.13124481,13
38,0.49515507,0.6582645,0.40641832,3.9697056,0.08958371,14
39,0.2982962,0.2861199,2.7772853,1.8175344,0.74640936,15
40,0.12471421,0.6029942,0.9922988,0.66092235,0.19551283,16
41,0.5376728,0.4707731,4.35033,5.1790543,0.44642767,17
42,0.7158342,0.31789553,2.630396,3.1521297,0.5882441,18
43,0.4636376,0.6349275,0.27225435,1.9191463,0.10386343,19
44,0.39150628,0.70534396,2.9245646,1.362993,0.04601043,20
45,0.68042797,0.38277143,3.7898161,4.138189,0.7873659,21
46,0.23209208,0.1874967,5.1980867,3.4629135,0.30831105,22
47,0.6558519,0.12953387,3.766137,1.751736,0.07252347,23
48,0.59784234,0.8264208,1.5062145,4.7676992,0.05515777,0
49,0.7633656,0.19904244,1.8008957,1.5554917,0.16121498,1
50,0.093780644,0.28136614,0.94904137,1.9192076,0.3294846,2
51,0.2665373,0.8017623,2.6747577,2.469325,0.070201725,3
52,0.15171681,0.75012714,1.2471597,3.3952498,0.14632878,4
53,0.69063973,0.870772,4.7937,4.61932,0.0665968,5
54,0.8583988,0.55897146,1.1728737,3.806982,0.021812517,6
55,0.5170291,0.53364253,0.6214708,1.2358142,0.09903494,7
56,0.2388792,0.18836491,1.6326799,4.896888,0.5501268,8
57,0.68394953,0.5624977,1.5549874,1.0754732,0.2605023,9
58,0.5797803,0.4024148,4.507096,2.7441497,0.77102876,10
59,0.8617117,0.6770243,4.3438473,5.074467,0.61345214,11
60,0.182994,0.24315758,1.6419919,2.6917882,0.151408,12
61,0.679167,0.58304346,1.9551015,0.5038715,0.19329527,13
62,0.32859045,0.49274957,0.60880286,3.131509,0.11117812,14
63,0.43112683,0.33839676,2.8683636,1.6626346,0.9006874,15
64,0.2860319,0.90248907,3.0371575,1.8305483,0.030270107,16
65,0.7055883,0.5349081,4.3810573,5.0948343,0.6542149,17
66,0.53708684,0.36967787,5.2990108,3.8820271,0.516859,18
67,0.14417326,0.78829145,1.8723378,0.73558384,0.18614513,19
