,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.2326299,0,0.75203025,1.6262522,3.4463673,0.11027799
1,0.70418274,1,0.29396167,3.9829295,2.979505,0.29781556
2,0.1601803,2,0.35554352,1.7531548,2.4310699,0.12973937
3,0.22791429,3,0.67683446,1.5022473,2.619422,0.11108174
4,0.27260786,4,0.7756625,1.6404512,3.7897885,0.093522035
5,0.7225229,5,0.7703063,4.010634,2.5010815,0.11271368
6,0.5299382,6,0.5938639,3.0846128,2.595113,0.14109258
7,0.25618958,7,0.73501414,1.5823985,2.3913043,0.1154066
8,0.2181489,8,0.22208662,2.2947364,4.3146615,0.47305867
9,0.76321673,9,0.80831337,3.4357913,1.7587774,0.1068362
10,0.7479872,10,0.32082984,3.5683086,1.3355567,0.37742245
11,0.65959144,11,0.5193068,3.5045755,2.850845,0.28415135
12,0.22112109,12,0.29803485,1.9231616,2.5543313,0.19462427
13,0.79818213,13,0.7538253,3.9878325,1.7363603,0.12186053
14,0.29985547,14,0.68506825,1.3373371,3.1559877,0.14014553
15,0.39700505,15,0.32826272,3.0124674,1.6021277,0.35818195
16,0.24115545,16,0.77984643,1.1885346,2.0043962,0.15658619
17,0.5961847,17,0.47631374,3.8831167,4.292667,0.35620725
18,0.68633705,18,0.33244243,4.2470126,3.194362,0.30878678
19,0.19957414,19,0.593765,1.0275794,0.7928048,0.0949793
20,0.5342091,20,0.7868302,2.563902,1.3476136,0.0930905
21,0.63397336,21,0.39050946,3.613877,4.004992,0.35091883
22,0.41707653,22,0.09453656,3.5228462,3.7645063,0.26430482
23,0.5309354,23,0.12236223,3.5199149,3.1225388,0.30910778
