,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.4569784,0,0.49746796,1.663113,2.007503
1,0.5731897,1,0.561245,2.3447828,2.7528481
2,0.3376017,2,0.70952564,0.8704437,0.6354462
3,0.57616717,3,0.19684184,0.6504777,0.5046574
4,0.71138406,4,0.49878517,1.2472143,1.0092342
5,0.23521946,5,0.35124376,2.1934812,0.72571355
6,0.40644792,6,0.5270197,1.8200178,1.4880604
7,0.325829,7,0.6594789,0.809629,0.59015626
8,0.42322057,8,0.40334496,1.2237868,1.9194394
9,0.28095728,9,0.51274043,2.1115918,0.89529884
10,0.6124882,10,0.51487947,1.9542679,2.843703
11,0.5687977,11,0.514866,1.4568406,2.1470156
12,0.49529693,12,0.45084962,1.6684375,2.4574149
13,0.33372155,13,0.6346013,2.8373568,2.306614
14,0.532899,14,0.39750445,1.3159635,0.92006963
15,0.5227729,15,0.6405504,1.8341764,1.3293707
16,0.42218587,16,0.3449151,1.7188385,0.8307565
17,0.46566156,17,0.55939215,1.2108084,0.9665542
18,0.7579078,18,0.68437546,3.4887652,1.1958493
19,0.32799742,19,0.49481398,1.0148342,0.88193494
20,0.37509105,20,0.3086786,0.69448715,0.39393958
21,0.17295295,21,0.5293413,1.4922326,0.8909022
22,0.46123913,22,0.4641897,1.9839764,0.7496077
23,0.62269187,23,0.60131335,1.4059812,2.4275732
24,0.20826013,24,0.62879944,0.9421637,0.9158595
25,0.6487207,25,0.49140292,1.6667874,2.224213
26,0.43391496,26,0.5667451,0.6336672,0.45560327
27,0.32555932,27,0.5772859,2.4291904,3.5825315
28,0.601216,28,0.57106274,0.7577898,0.54387486
29,0.3448272,29,0.46281183,1.4737474,0.6398133
30,0.5337196,30,0.5082996,1.7833745,0.72529954
31,0.15299764,31,0.35432354,1.1795295,0.674964
32,0.27341798,32,0.6653163,0.9178491,0.8371615
33,0.60208696,33,0.47266808,1.395009,0.8902251
34,0.21966332,34,0.62547,0.5845713,0.41128284
35,0.7449656,35,0.55994236,2.023227,0.551531
36,0.30667248,36,0.5534416,0.8652494,0.653084
37,0.672213,37,0.42882082,1.2955148,0.8551858
38,0.7374319,38,0.41150478,1.1886251,0.6979526
39,0.2735036,39,0.3250868,1.6755873,0.6412052
40,0.7682394,40,0.69339323,1.1418015,0.4521874
41,0.21625006,41,0.6096867,0.7312386,0.5715699
42,0.55058616,42,0.30795762,0.8946736,0.5656514
43,0.52512157,43,0.6811571,2.496147,2.1822898
44,0.2694253,44,0.5020418,0.7717412,0.6753328
45,0.63035226,45,0.66159165,1.460845,1.1068383
46,0.5280932,46,0.5012039,1.1868654,1.4334782
47,0.49290717,47,0.4738891,1.6960925,1.7136343
48,0.62778425,48,0.7115927,1.9007264,0.63928086
49,0.36447272,49,0.4539236,1.3073404,1.19753
50,0.5597704,50,0.60250425,1.3674159,1.3261365
51,0.25785166,51,0.63283926,0.71130735,0.5781223
52,0.3257901,52,0.5484583,1.3160657,2.1065462
53,0.29045781,53,0.55701894,1.1297585,0.86012995
54,0.704102,54,0.6350837,1.3638664,0.79259485
55,0.19018796,55,0.6207886,1.2023898,1.0477102
56,0.47857556,56,0.59399843,2.3305442,1.6099119
57,0.68075526,57,0.34226415,2.0592694,0.66350377
58,0.6137404,58,0.6771782,2.4714415,2.2172365
59,0.53721106,59,0.39650446,1.3314059,2.3687203
60,0.34080976,60,0.61487585,1.099081,1.0429729
61,0.3168661,61,0.46344072,2.9172578,1.1947776
62,0.41033933,62,0.7139961,0.7767269,1.135748
63,0.43371215,63,0.6240907,1.0886415,0.8610287
64,0.47704577,64,0.4939372,2.5912046,1.0186412
65,0.48409414,65,0.7184068,1.1316122,0.99068004
66,0.69497395,66,0.48034495,2.0910513,2.3017907
67,0.669202,67,0.44532576,1.9620762,1.076405
68,0.21310773,68,0.43678817,1.5058808,0.96438247
69,0.33600798,69,0.42694682,0.7236909,0.56148577
70,0.6211582,70,0.6537719,1.6939868,1.6186489
71,0.6756084,71,0.71983105,0.9902954,0.8429186
72,0.39420742,72,0.8085146,1.1251243,2.6594374
73,0.65318036,73,0.5248977,1.3347596,1.2856634
74,0.5816232,74,0.5010703,2.2070928,2.4308228
75,0.2537338,75,0.74369544,1.0482742,1.011842
76,0.5412722,76,0.39410418,1.1664863,0.9146923
77,0.33709076,77,0.82844067,0.9254619,3.9800081
