,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.39425892,0,0.65189207,2.1261106,3.2736778
1,0.6767042,1,0.18771206,4.11386,4.076357
2,0.39675403,2,0.6829973,1.822193,1.6292107
3,0.53894544,3,0.64052236,3.0818498,2.7789598
4,0.3768466,4,0.643318,2.3258698,3.470115
5,0.71648675,5,0.6538829,3.4855185,2.1598842
6,0.2969019,6,0.64365834,1.7493011,1.227023
7,0.73972434,7,0.59216785,3.5314384,1.9762813
8,0.3163111,8,0.68223333,1.1450776,1.0265117
9,0.3694392,9,0.6540657,1.682586,1.3382283
10,0.66730845,10,0.20680383,4.07623,4.21854
11,0.52406603,11,0.5992771,2.9054139,4.241887
12,0.6201028,12,0.40151092,3.5195472,2.6112957
13,0.6276423,13,0.58966464,3.2105284,2.6969423
14,0.7972963,14,0.62146246,3.4392927,1.6689029
15,0.6823307,15,0.30494007,3.7446103,2.328788
16,0.76414347,16,0.5457144,3.976274,2.1450908
17,0.39217374,17,0.6676998,2.1769001,2.4196048
18,0.4148831,18,0.46385863,2.7639163,4.6358905
19,0.48151398,19,0.66526073,2.4661913,2.157508
20,0.642019,20,0.28445178,3.746679,4.0733223
21,0.60931796,21,0.6012385,2.8849378,3.517401
22,0.6986068,22,0.38774437,3.8713095,3.4761934
23,0.64596283,23,0.18599048,4.0290966,4.4226646
