,locs0,locs1,locs2,locs3,locs4,subject
0,-0.7630373,1.1605688,-1.0653311,1.3586001,0.6769012,0
1,0.560767,-1.8692646,-0.20092392,2.1764648,-0.87358135,1
2,-0.30878314,0.6887127,-0.8472358,-2.4103818,0.19606477,2
3,0.9879433,1.6328738,0.70425355,0.28613192,-1.276633,3
4,-2.53072,1.3217802,1.6733472,1.0351379,2.0940413,4
5,0.42117685,0.6439238,0.08364552,0.40479088,-0.054288328,5
6,-2.3646543,1.6938245,-0.5859952,-1.53619,-0.9491924,6
7,1.0365937,0.16672912,0.0491246,-1.6952913,0.103627145,7
8,-1.2556604,0.83403516,-2.9183283,-2.2609565,-3.4455745,8
9,0.50875455,0.18813479,-2.7186522,-1.4722981,1.089895,9
10,0.8476604,-1.6358678,-0.43789756,1.1682141,1.1262959,10
11,-1.044921,0.12006047,0.12949148,0.20685697,1.384101,11
12,-0.13438463,-1.0158737,-1.6256713,-0.25267428,0.11402617,12
13,1.0235101,0.3978759,-0.76074946,-0.21951799,-1.5671735,13
14,1.0593408,1.3136308,1.3086573,-0.8310039,1.002058,14
15,0.4229241,-1.0348898,-0.17057723,0.86125743,3.656762,15
16,0.89299095,0.11257805,0.749109,0.77749974,-0.010340929,16
17,0.081823945,0.93867874,-1.6861312,0.274649,1.2730947,17
18,-0.24549267,-0.95671034,-2.9170127,0.390545,-0.1536656,18
19,-1.6044431,1.3321551,0.62023884,-0.51076573,1.7412173,19
20,0.8120682,-0.7756887,1.9406755,0.25382233,1.7808731,20
21,-0.22226858,0.05101359,-1.2388297,0.5438966,1.6840668,21
22,0.8891249,-0.24628775,1.1786611,2.5291877,1.4987862,22
23,-0.40283412,-1.8019493,0.10212916,1.7320645,0.03739755,23
24,0.40299022,0.24332249,-2.216323,-0.30625457,-0.2704379,0
25,-0.34000325,-1.631393,0.5822216,1.5501082,3.110582,1
26,-0.21522337,0.852154,-1.1542826,-2.098099,0.19454998,2
27,0.7780768,1.1923859,0.18016557,0.9172095,-1.1554236,3
28,-1.3389877,0.466723,-1.8644872,-0.15203154,2.9209275,4
29,0.19875279,0.7694142,0.951413,-0.92318606,0.110920236,5
30,-1.3951738,1.2231579,-0.69940126,-1.2649449,-1.9866701,6
31,0.7887838,0.35450387,-0.55563015,0.86044323,2.482233,7
32,-2.4264967,1.8205416,-2.3031042,-2.7885284,0.09415829,8
33,-0.59636915,-0.5651386,-2.6954064,-1.5717719,0.7463166,9
34,0.47292417,-1.5454192,1.6650134,0.698791,1.7015015,10
35,0.73991686,0.3676777,-1.108463,1.7101514,-0.03951454,11
36,-1.1310706,-1.1308396,0.17028552,-2.25216,-1.2701687,12
37,1.2631724,0.0926373,-1.1094682,0.77884966,-0.6645193,13
38,1.7688133,0.50820184,0.038208336,-1.8516909,2.3562675,14
39,1.1107321,-0.53218305,0.7785756,-0.5054456,-1.4095311,15
40,2.0087504,0.42874658,1.4193677,0.019594789,0.073678136,16
41,0.5381854,0.7899389,-1.9964978,0.5774733,0.74305624,17
42,0.3205151,-0.9175421,-3.4497514,1.6467245,-1.9131303,18
43,0.46532983,1.2680455,-0.5745014,-0.70414996,-0.78557146,19
44,1.6166166,-0.73891014,0.0057754517,1.5119706,0.5660879,20
45,-0.2797333,0.16310585,-0.6201116,0.69477797,1.2994465,21
46,0.5525266,-0.37842467,1.2162427,0.71601486,1.407152,22
47,0.30537432,-2.0553892,-1.2863475,2.0005476,2.7204673,23
48,-0.5003596,0.79721606,-1.5122299,0.9956075,-0.3533045,0
49,0.13627097,-1.759761,-1.2902743,1.9771461,0.5951408,1
50,-0.46012634,1.9980476,-2.0195,-0.307949,0.4308376,2
51,0.25831795,0.6359906,0.55016506,-0.50892836,-2.5480475,3
52,-2.4062881,1.2237103,-0.12660444,1.2966576,0.30079466,4
53,-0.08911377,1.5057453,1.2447307,-0.19657773,1.3730127,5
54,-1.6096777,0.22396684,-0.8105543,-2.7053163,-0.29823565,6
55,1.5219405,0.55251205,-0.048224628,-1.1717044,1.3438299,7
56,-1.5383062,0.6754888,-2.0418794,-3.2912579,-1.2950004,8
57,0.3721544,0.95692,-1.5750127,-1.2862098,0.49006647,9
58,1.185849,-1.2516241,2.1571126,2.294945,0.7369854,10
59,-0.5309837,0.4172698,-0.7211809,0.7639632,1.0932348,11
60,-0.22531074,-0.642755,-0.10518551,-0.69421375,-0.24233508,12
61,0.33793986,0.10204667,-0.3123939,-0.4859509,-1.4130698,13
62,1.1999536,1.0657253,1.0800831,-1.2868648,1.7218853,14
63,1.230021,-0.7363805,1.0746695,-1.8605988,0.12197797,15
64,0.48348904,0.529873,0.98678714,-0.7912052,1.6157091,16
65,-0.33545458,1.4096562,-0.7353084,0.52570146,-0.85105985,17
66,0.40005964,-0.26309937,-1.8715463,1.2810619,-0.006738603,18
67,0.2706465,1.1808107,-0.025906712,-0.2077061,-0.34585923,19
68,0.6785716,-1.0950762,-0.09181219,0.75578964,1.3196914,20
69,0.66203535,0.5971476,-0.6699609,1.8061867,0.67074114,21
70,0.6972833,-0.29640955,1.6294754,0.7967144,0.9373538,22
71,-0.15189512,-1.7812961,0.8062087,1.8780413,2.2542102,23
72,-0.7598008,0.7615299,-1.3772638,0.63670063,0.8675769,0
73,0.9263607,-1.5134455,1.300905,-0.82133937,2.181507,1
74,-1.7127815,2.0975084,-0.48356515,-0.078240156,0.22787166,2
75,0.2411103,0.9440387,-0.14841652,0.638456,0.5791306,3
76,-0.70490265,0.7717325,-1.5690694,1.7940943,1.2696396,4
77,0.7308185,1.7429371,1.4158946,-0.17315865,0.39475736,5
78,-1.402753,0.6264395,-1.365307,-2.0679674,-0.80177635,6
79,1.1979399,0.115983725,-0.40106386,-0.8351957,-0.6518427,7
80,-1.2074983,0.13713533,-2.6073067,-2.6069732,-0.710073,8
81,-1.3185798,-0.32635283,-1.2167709,-2.396308,0.25959915,9
82,0.8180487,-1.4830506,-0.15620685,1.0772755,2.6112623,10
83,-0.057686463,0.9230823,0.13601467,2.323223,0.9497333,11
84,0.778313,-0.7102159,-0.9426781,-0.19549933,-1.772129,12
85,0.43333134,-0.1117309,-0.83014596,-1.3175128,-0.572045,13
86,0.26853836,1.1602638,0.9752536,-1.3956054,3.447679,14
87,1.0686613,-0.9271938,0.016079485,-0.27277312,2.5509014,15
88,0.6612418,0.24563788,1.2125173,-1.9056852,0.91727114,16
89,-2.0505307,0.107868195,-1.4893682,-0.62850624,0.38387984,17
90,-0.448786,0.3951787,1.2008158,2.9790888,0.47793132,18
91,-0.66958326,0.9998581,0.3071273,-0.74878883,0.8731298,19
92,0.2340709,-0.95933336,0.5448567,1.0721956,0.8882617,20
93,-0.5673689,1.1807877,1.8658142,1.5782136,0.2275368,21
94,0.08671814,-0.4720417,1.028461,0.82106096,1.4889519,22
95,-0.6771487,-1.8942388,-0.5371963,2.1857464,2.1066349,23
96,1.1261299,0.91963047,-1.2645035,1.2050488,-0.8612312,0
97,3.7486243,-1.722358,-0.54462767,1.0935206,3.645978,1
98,-1.5516859,1.9591572,-0.92959327,-0.86025757,0.39721563,2
99,-0.0055830777,1.1008242,1.4848543,0.96305346,-2.1218557,3
100,-1.3942037,0.8001408,0.20378667,0.9859544,0.72010416,4
101,-1.1783304,0.9810579,1.4366746,-0.27125478,2.475254,5
102,-2.149225,0.44332814,-1.6199964,-2.086944,0.63126636,6
103,0.66673404,0.0816496,-0.24256235,-0.9269269,1.0870769,7
104,-0.6983562,-0.14506698,-2.7095156,-2.5582213,-2.6064355,8
105,-0.59959114,-0.31913793,-2.0546257,-1.6934025,0.65589124,9
106,0.6227721,-2.1482508,-0.37077487,0.27865297,2.8836522,10
107,0.94459254,0.66570157,-0.57073116,1.3291625,0.74878544,11
108,-1.7826133,-0.799892,1.0386317,-1.6353669,2.5661004,12
109,0.23070976,-0.1853188,-0.35794485,-1.5833352,-2.3334088,13
110,0.7645211,0.61566794,-0.23679161,0.085817575,1.9547517,14
111,2.1165035,-0.9726792,0.44216108,-0.67276406,0.06740019,15
112,1.523186,-0.07664487,0.13380057,0.051429152,1.5749981,16
113,-0.7646792,1.0013646,-0.24796933,0.39101714,-1.2766304,17
114,-1.6313574,-0.3461048,0.7098235,2.300266,-2.6499388,18
115,-0.13919593,0.794604,-1.1602883,-1.0539061,1.6421508,19
116,-0.10053483,-0.9376874,0.64941764,0.123339355,1.0449624,20
117,0.6024194,1.0996356,1.2572597,1.9858847,0.9403246,21
118,1.346329,0.055329055,2.113062,1.5047114,-1.0192082,22
119,-0.21589121,-2.3732255,-1.21687,-0.3645832,-1.7991701,23
120,-0.2070775,1.2142726,-0.4092936,1.2780186,-0.8404594,0
121,0.9301746,-1.3289006,1.9495164,1.45451,1.5098057,1
122,-0.6984882,1.8548876,-1.3851702,-0.3690949,-0.5469345,2
123,0.37793344,1.1547787,0.957626,0.40698105,-0.6132056,3
