,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight,inferred repetition,true repetition
0,0.3812691,0.26388454,0,0.72779286,0.8211081,1.8078737,2.0755873,4.2156744,5.082691,0.499224,0.6074478
1,0.5956698,0.36893523,1,0.15524903,0.15172166,4.069513,3.7712052,3.6897142,2.7852552,0.6295776,0.55448806
2,0.36175618,0.34303194,2,0.76887697,0.9734793,1.5084431,2.1378744,1.5393896,1.3693771,0.5081347,0.5507284
3,0.54210585,0.51303643,3,0.70375663,0.8029326,3.4293604,4.8261814,3.487792,4.9254293,0.4130317,0.7616623
4,0.29793775,0.1732719,4,0.6749767,0.63663876,1.8815725,0.73311245,3.9662564,4.8898363,0.69968003,0.8124731
5,0.6463669,0.6531263,5,0.72426516,0.70677334,3.8380175,4.843744,2.7684462,2.5757823,0.5575041,0.3730303
6,0.23013738,0.021929264,6,0.6351478,0.57091665,1.3191904,2.449153,0.774119,0.80355334,0.26941773,0.2804519
7,0.68569756,0.5532228,7,0.6406512,0.703903,3.8206475,5.22934,2.0994954,0.34935665,0.6701222,0.84956217
8,0.290237,0.6395813,8,0.7171062,0.8544671,0.5034155,0.23413754,0.44144893,0.005823612,0.2476169,0.49845678
9,0.31080592,0.8642176,9,0.64759386,0.5669061,1.0679995,0.25345874,0.99062705,1.2524493,0.6947168,0.63974285
10,0.5784409,0.44640195,10,0.15771477,0.0918684,3.9888732,3.154687,3.657951,0.47658098,0.5713341,0.60435
11,0.44347402,0.25131327,11,0.6097871,0.62236387,2.551652,5.4067087,4.7290306,5.72152,0.72446495,0.038100302
12,0.47453937,0.6959179,12,0.39108464,0.38796848,3.6423447,2.8498883,2.3403912,2.2450497,0.52686745,0.37657005
13,0.6225098,0.39515722,13,0.61550134,0.7099016,3.1444287,5.2433004,3.2774649,3.4687672,0.27110127,0.3097781
14,0.79314625,0.9562419,14,0.6730683,0.62276113,3.6454737,3.1661875,1.3027256,1.0759299,0.79512936,0.94492376
15,0.65980625,0.68174666,15,0.31588763,0.2604428,3.805729,2.838901,2.6015444,2.494513,0.5517521,0.0802502
16,0.7475666,0.44619864,16,0.57360727,0.5755095,4.175246,5.928662,2.2186577,0.86670434,0.7214247,0.72502524
17,0.38439846,0.78026384,17,0.75792867,0.88781905,1.730983,1.4933692,3.255437,5.311688,0.54017025,0.72856706
18,0.35782093,0.96207273,18,0.42465892,0.46406388,2.3267286,0.83104956,5.015455,5.7039647,0.32953432,0.53666127
19,0.43151447,0.36584473,19,0.73709804,0.80162185,2.4212346,3.3185656,2.3404503,3.4095516,0.6104403,0.96888757
20,0.5960715,0.914703,20,0.2750868,0.30633795,3.7242954,5.2222114,4.308775,5.8786974,0.5786309,0.34255803
21,0.5049178,0.36482155,21,0.64484936,0.7021963,2.7301745,3.8793058,4.355376,4.429497,0.77863246,0.9460582
22,0.6543265,0.35941344,22,0.3971916,0.3892961,4.183631,5.5618033,4.008987,3.1718044,0.58924216,0.608288
23,0.49567425,0.22645384,23,0.1315004,0.13725883,3.4913359,5.2868843,3.8686738,4.88184,0.5292334,0.6694862
