,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.3179872,0.7614361,1.5377519,4.7731924,0.6630467,0
1,0.63663,0.13362683,2.6996238,5.388696,0.29450965,1
2,0.4234118,0.66568047,1.8000782,0.4943067,0.5488598,2
3,0.7286815,0.83656293,4.014781,3.4262934,0.2181239,3
4,0.07373246,0.7894777,5.0521297,4.4274645,0.8903227,4
5,0.60376483,0.6556399,3.125395,3.599029,0.48643124,5
6,0.085907996,0.8447265,2.1453257,1.062539,0.27904728,6
7,0.7381922,0.541586,3.073672,0.9304875,0.5258836,7
8,0.22172184,0.6972075,0.30752963,0.5664513,0.03090111,8
9,0.62451446,0.54689544,0.37128994,1.1195613,0.748362,9
10,0.70007616,0.1630281,2.3534524,4.5769324,0.75515467,10
11,0.2602016,0.5299791,3.1939664,3.309184,0.7996488,11
12,0.46645433,0.26583195,0.9865453,2.6229923,0.5284757,12
13,0.7356558,0.59817725,1.9109013,2.672039,0.17261972,13
14,0.74256456,0.78812003,4.72373,1.8205972,0.731463,14
15,0.6041827,0.2621372,2.7447526,4.21754,0.9748337,15
16,0.70950705,0.5281148,4.073907,4.1108456,0.4974148,16
17,0.5204446,0.71883273,0.93771183,3.409403,0.78127205,17
18,0.43893322,0.27753732,0.3079137,3.5784836,0.46165898,18
19,0.16736154,0.7911969,3.901637,2.2500842,0.8508416,19
20,0.69255006,0.31524983,5.246558,3.3787026,0.8558046,20
21,0.4446605,0.5127506,1.3478384,3.7963104,0.8434423,21
22,0.70870954,0.4387374,4.588242,5.5569773,0.81739336,22
23,0.4006316,0.14161395,3.153061,5.0980577,0.50934833,23
24,0.5994059,0.5605323,0.5897654,2.5441751,0.43279958,0
25,0.4158087,0.16363963,3.8494706,4.9495764,0.9573272,1
26,0.44640088,0.70101875,1.4382464,0.6556904,0.5484847,2
27,0.6852655,0.7671675,3.2695198,4.286839,0.23949984,3
28,0.20767656,0.6146079,0.8050853,2.7723908,0.9488713,4
29,0.5495253,0.68339413,4.3283954,1.7058549,0.5277017,5
30,0.19858307,0.7726188,1.99167,1.3207431,0.1206096,6
31,0.68757015,0.5877093,2.1873548,4.2165194,0.9228869,7
32,0.08117437,0.86063117,0.5451972,0.34768343,0.5235222,8
33,0.3551748,0.36235932,0.37946972,1.0317837,0.6783756,9
34,0.61607563,0.17574887,5.045459,4.007518,0.8457308,10
35,0.6769777,0.5908977,1.4889452,5.0811357,0.49012265,11
36,0.24396358,0.2440062,3.2548127,0.57097983,0.2192284,12
37,0.7795717,0.52314276,1.4878201,4.1125927,0.33972514,13
38,0.85431004,0.6243849,3.0573056,0.814047,0.9134311,14
39,0.7522656,0.37000787,4.112238,2.2575707,0.19630803,15
40,0.88171273,0.6055743,4.8314357,3.0293913,0.5184112,16
41,0.6313902,0.6878182,0.7174268,3.842915,0.6776638,17
42,0.5794498,0.28545898,0.18465765,5.0306873,0.1286296,18
43,0.6142778,0.780408,2.161193,1.9853566,0.31312034,19
44,0.834328,0.32324252,3.0086632,4.916118,0.63786,20
45,0.43051916,0.5406863,2.0985365,4.002174,0.7857418,21
46,0.6347216,0.4065069,4.62841,4.030373,0.80331635,22
47,0.5757558,0.11350897,1.29883,5.285127,0.93822366,23
48,0.37745616,0.6893787,1.0836513,4.381164,0.4125813,0
49,0.5340151,0.14682028,1.2948383,5.27026,0.6445438,1
50,0.38695583,0.880592,0.70302415,2.5416927,0.6060737,2
51,0.56422275,0.65384656,3.8050432,2.2526689,0.07255776,3
52,0.08269445,0.77271587,2.8103468,4.711632,0.57463676,4
53,0.4777363,0.8184298,4.6583185,2.7060795,0.7978664,5
54,0.16663337,0.55575883,1.8466344,0.3759623,0.42598885,6
55,0.820824,0.63471824,2.9276767,1.4192822,0.7931191,7
56,0.17678162,0.6627311,0.68925303,0.2152339,0.21500763,8
57,0.59197944,0.72250473,1.0290178,1.2989703,0.6201221,9
58,0.7659979,0.22241911,5.377989,5.4507456,0.6763363,10
59,0.37028748,0.60282975,1.962798,4.0932817,0.74899036,11
60,0.44390944,0.34462404,2.8423672,1.9985781,0.439711,12
61,0.58369,0.5254895,2.535183,2.2850876,0.19575031,13
62,0.7685165,0.7437832,4.4790583,1.2983038,0.84837157,14
63,0.77382225,0.32379615,4.4729033,0.80779964,0.5304567,15
64,0.61857146,0.6294535,4.370717,1.8714597,0.8342025,16
65,0.41691405,0.80371165,1.9441855,3.7708802,0.29921058,17
66,0.598702,0.43460196,0.80017745,4.695783,0.49831536,18
67,0.5672516,0.76509356,2.9611423,2.6895561,0.4143869,19
68,0.66341984,0.2506636,2.8623784,4.082633,0.78913033,20
69,0.65971744,0.64500344,2.0310335,5.153402,0.66166914,21
70,0.66758513,0.42643544,5.016587,4.1356273,0.71856487,22
71,0.46209905,0.14414316,4.147806,5.204316,0.9050131,23
72,0.31868953,0.6816858,1.2086929,3.9240437,0.7042413,0
73,0.71633637,0.18042873,4.7159233,1.8328767,0.8985765,1
74,0.15280329,0.89066076,2.2884638,2.8826997,0.55672264,2
75,0.55998725,0.71991473,2.777783,3.926426,0.64086735,3
76,0.33072615,0.6838955,1.0340947,5.144571,0.780681,4
77,0.6749849,0.85105973,4.828164,2.740909,0.5974274,5
78,0.19737962,0.65168166,1.2202747,0.67349654,0.30964568,6
79,0.7681581,0.52896345,2.4063408,1.8152854,0.34257442,7
80,0.230144,0.53423023,0.41201788,0.4121459,0.32958272,8
81,0.21105468,0.4191283,1.3710313,0.500728,0.56453776,9
