,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.36998266,0,0.3161135,4.5503564,0.7981826
1,0.13873279,1,0.22758292,3.0817857,0.8155466
2,0.1468162,2,0.25746608,2.9552095,0.81326896
3,0.2229331,3,0.20183142,3.306007,0.79109174
4,0.15067457,4,0.18269353,4.4528165,0.8049427
5,0.1388432,5,0.20454594,2.7078965,0.806005
6,0.20608895,6,0.45602426,4.052558,0.8129644
7,0.5275343,7,0.21926072,4.3302717,0.8057258
8,0.35118452,8,0.65804964,2.2949972,0.8069261
9,0.56205726,9,0.6097044,2.5128653,0.7442057
10,0.3043154,10,0.41504237,3.7329092,0.79902625
11,0.5994388,11,0.59331983,2.2130125,0.79704165
12,0.7280266,12,0.4905388,3.7518375,0.80932665
13,0.64487123,13,0.6935637,2.448627,0.68332523
14,0.6715408,14,0.5905802,3.5870183,0.7775797
15,0.5767153,15,0.70474297,2.1774054,0.74014
16,0.17807247,16,0.34906036,2.7735972,0.8065465
17,0.6137343,17,0.582081,3.2447217,0.80712676
18,0.31380054,18,0.21447797,3.924417,0.7407025
19,0.30519265,19,0.6001728,3.1968708,0.80301684
20,0.159562,20,0.22030956,3.3245816,0.80752087
21,0.2286423,21,0.21314365,6.970538,0.79575944
22,0.15618277,22,0.30388245,2.5079093,0.8069551
23,0.15786183,23,0.47223842,2.002438,0.8165913
24,0.23676859,24,0.19988653,3.855084,0.80834335
25,0.21961817,25,0.2196864,5.153204,0.80879873
26,0.21292493,26,0.34159234,3.151547,0.800176
27,0.65584636,27,0.18887164,3.6971235,0.80124074
28,0.3434196,28,0.38261542,5.4652576,0.7980598
29,0.14984062,29,0.3109337,3.4973662,0.8126987
30,0.13309836,30,0.24635123,3.229768,0.81240183
31,0.60247606,31,0.74992925,2.9051623,0.7418107
32,0.14082924,32,0.21172138,4.6052,0.8165097
33,0.58720225,33,0.51597756,4.924433,0.8190681
34,0.53282243,34,0.45745102,3.2546186,0.77703667
