,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.38175142,0,0.2928394,6.2934523,0.66775525
1,0.4066122,1,0.2804051,6.17949,0.69162035
2,0.40101892,2,0.39677808,3.1240687,0.6687247
3,0.29969314,3,0.35471758,3.0811675,0.6888092
4,0.4217035,4,0.41915864,3.284108,0.69521093
5,0.32317996,5,0.32706225,3.061506,0.6830712
6,0.41978914,6,0.2965777,5.0406365,0.68349946
7,0.62978536,7,0.60815114,3.1886346,0.3594043
8,0.3110263,8,0.2973977,5.683758,0.6933589
9,0.428354,9,0.3187586,4.3185124,0.681964
10,0.32077014,10,0.29081982,6.6964536,0.68556076
11,0.3498846,11,0.2807304,6.3245177,0.6921276
12,0.3086875,12,0.2873218,6.716252,0.6715873
13,0.63582945,13,0.31329578,6.424378,0.6967678
14,0.32712567,14,0.30205387,3.744855,0.6837793
15,0.4079459,15,0.34987167,5.398576,0.6809774
16,0.31113666,16,0.31370714,3.1696026,0.68717
17,0.3659591,17,0.4143532,5.0237303,0.6381182
18,0.38456914,18,0.36764073,5.837884,0.6747777
19,0.35405663,19,0.3221277,3.3519073,0.6727329
20,0.31786096,20,0.2930129,3.0825849,0.56428725
21,0.49664167,21,0.3328249,4.1747165,0.40759903
22,0.3437808,22,0.3057362,4.8153253,0.6890364
23,0.54194194,23,0.30849037,5.047596,0.6920334
24,0.49294662,24,0.5142744,3.2978644,0.44729418
25,0.34938696,25,0.28947845,6.6245975,0.67523634
26,0.46110648,26,0.32070503,2.9511094,0.5998901
27,0.42071223,27,0.30983877,6.5036902,0.6757428
28,0.3691397,28,0.43364972,3.0887415,0.6582665
29,0.37141427,29,0.30711758,3.2629902,0.6793778
30,0.46537554,30,0.30313674,4.0690026,0.6741974
31,0.30175042,31,0.34567815,3.1868975,0.6801952
32,0.6219918,32,0.557477,3.0750525,0.6461108
33,0.3377261,33,0.40037662,4.33238,0.6838337
34,0.545453,34,0.4227236,2.971311,0.3155966
35,0.4111261,35,0.3147756,3.1666327,0.6921977
36,0.44521707,36,0.3115019,3.0120106,0.6568451
37,0.31279266,37,0.33587226,3.9607286,0.67617536
38,0.29705584,38,0.32749897,3.7834458,0.694652
39,0.30354285,39,0.30716956,3.1740835,0.68869334
