,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.63977796,0,0.5985077,3.808688,0.80932015
1,0.09710002,1,0.26328957,1.5559599,0.86898357
2,0.40638152,2,0.110662214,7.8964605,0.8041324
3,0.3631643,3,0.49414918,3.7675438,0.774748
4,0.5425507,4,0.64507943,4.370552,0.82688135
5,0.51732755,5,0.15333351,2.2396407,0.86823666
6,0.37403136,6,0.19817212,3.5883496,0.8610558
7,0.5629488,7,0.48217702,3.1775513,0.80772597
8,0.10409036,8,0.12518558,4.8226037,0.84583294
9,0.34618196,9,0.676205,3.7720218,0.86603135
10,0.062454768,10,0.10697684,2.6058993,0.86650306
11,0.1419298,11,0.22494103,5.8656044,0.8551337
12,0.15978612,12,0.10795266,7.1365633,0.84117395
13,0.5538096,13,0.3561985,4.17364,0.87095416
14,0.2267265,14,0.65045166,3.472632,0.84596574
15,0.1069103,15,0.114698075,5.1178303,0.84652466
16,0.6206969,16,0.58568174,2.4544008,0.8153788
17,0.19544244,17,0.10682602,3.3930907,0.864495
18,0.08825364,18,0.12426708,2.7260141,0.8551074
19,0.2760073,19,0.17218894,1.697819,0.7079464
20,0.64190197,20,0.67638254,3.1457267,0.84525746
21,0.19897763,21,0.07470444,4.5984883,0.8642167
22,0.07666118,22,0.23670913,3.9612703,0.85143024
23,0.06568524,23,0.09439327,6.204616,0.8546995
