,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.6485327,0,0.59410655,3.7056503,0.7587228
1,0.13554186,1,0.41198584,1.8906938,0.8147213
2,0.36641046,2,0.13938671,7.831733,0.7456226
3,0.36813518,3,0.48345143,3.6331413,0.6743387
4,0.55594265,4,0.6452536,4.3264084,0.75954455
5,0.5024906,5,0.22856408,2.4182842,0.82047623
6,0.36330765,6,0.21228531,3.6140254,0.80745935
7,0.5927087,7,0.5002564,3.105173,0.7447798
8,0.14672141,8,0.27214426,3.7894957,0.80573684
9,0.33483106,9,0.6640659,3.7687821,0.80587727
10,0.16935316,10,0.21272561,2.5628695,0.8143873
11,0.16844086,11,0.22480395,5.75753,0.79925376
12,0.17924671,12,0.14760472,7.2208858,0.79149216
13,0.5508987,13,0.37066388,4.100978,0.8172515
14,0.22596045,14,0.6503226,3.4547462,0.7920517
15,0.14884894,15,0.1969011,4.2370768,0.8015044
16,0.64489627,16,0.61763614,2.560833,0.745596
17,0.19608411,17,0.17912737,3.0599902,0.812317
18,0.1371275,18,0.20744598,2.541309,0.8083786
19,0.28752533,19,0.2154797,2.0099735,0.59542507
20,0.6550161,20,0.6643445,3.1703744,0.7838425
21,0.19678,21,0.18258679,3.6932411,0.81133735
22,0.22160068,22,0.29743007,3.8209937,0.7981361
23,0.19245556,23,0.21922484,5.322996,0.8031813
