,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.6486418,0,0.58708566,3.7738817,0.8655492
1,0.09074759,1,0.11523503,1.5110909,0.89285934
2,0.416507,2,0.10571465,7.8071146,0.86111206
3,0.36707628,3,0.49526894,3.8354023,0.839045
4,0.5573436,4,0.64577425,4.435123,0.8544713
5,0.52918106,5,0.12981713,2.316186,0.89285094
6,0.37530273,6,0.19527875,3.5829756,0.8966205
7,0.5726289,7,0.48537248,3.171587,0.86201036
8,0.09622804,8,0.047285385,6.115354,0.8781943
9,0.3556027,9,0.67518103,3.800714,0.8987473
10,0.035586685,10,0.04481256,3.293897,0.8908015
11,0.14367029,11,0.22699808,5.7802253,0.88934445
12,0.1643678,12,0.09900017,6.9978795,0.875594
13,0.57878166,13,0.34981287,4.2050967,0.9050292
14,0.22589755,14,0.6592336,3.438085,0.8762862
15,0.11078244,15,0.09994405,5.3825707,0.87814915
16,0.6435027,16,0.58814865,2.3266997,0.86232847
17,0.20053415,17,0.09039894,3.4830668,0.9004075
18,0.078960925,18,0.09539186,3.2188275,0.8848345
19,0.26762792,19,0.15429349,1.552321,0.7944364
20,0.66238266,20,0.68683946,3.261735,0.8788093
21,0.21503367,21,0.062390104,4.6004105,0.8983272
22,0.04100536,22,0.17398903,4.321631,0.87821144
23,0.039404746,23,0.026746076,7.653189,0.88174534
