,locs0,locs1,locs2,subject
0,0.19132686,-0.3262298,0.22735415,0
1,0.30810893,2.728903,-0.87039745,1
2,-1.4991716,2.411074,0.9255971,2
3,2.8673944,-1.9123056,-2.0703087,3
4,0.76047677,0.23468336,-0.8831502,4
5,-0.3008058,-4.448015,-0.43971646,5
6,0.13064194,0.7611728,-0.77881896,6
7,-0.5172143,0.8768082,0.086508304,7
8,-2.4630766,1.4924827,-1.3623389,8
9,-2.90327,-1.6085656,-0.59732974,9
10,0.111168265,2.3353086,-0.36299354,10
11,2.1745367,3.8118134,-1.666548,11
12,-1.6592008,0.7238065,-1.3008381,12
13,-0.056886975,1.225543,-0.24787854,13
14,-3.3557825,-1.0211785,-2.0175471,14
15,1.9434404,0.24286526,-1.6361493,15
16,0.17063892,1.2823162,-1.1272277,16
17,0.84722054,0.39167398,-1.3807579,17
18,1.0773237,0.20795324,0.40539625,18
19,2.439971,-0.71679264,-1.051886,19
20,-2.1350873,0.86010844,0.55012083,20
21,-0.8087786,-1.641333,0.5657485,21
22,0.9159147,-1.3555716,-0.57739073,22
23,-2.233045,1.8685052,-2.1707833,23
24,-0.16429442,-0.66064715,0.31921008,0
25,-0.09838226,0.56763,-0.8084471,1
26,-0.70281506,1.9791996,1.1889311,2
27,2.2938788,-1.2978777,-1.253099,3
28,0.7389751,0.38111022,-0.5379263,4
29,-2.5173516,-3.5147862,-0.82538503,5
30,0.8882513,-0.38064986,-0.7183867,6
31,0.041817397,0.17485136,-0.29555383,7
32,-1.834146,2.0900888,-1.6127417,8
33,-2.3711503,-1.6168185,-0.039610445,9
34,-0.24831863,2.588068,-0.343188,10
35,3.2888842,0.907925,-2.1790905,11
36,-1.1228564,-0.667569,-1.4248656,12
37,-0.31263104,1.5386087,-0.42908916,13
38,-3.6842046,-2.0728092,-2.0579748,14
39,1.3207781,0.99082375,-1.6676358,15
40,1.349884,1.7116339,-0.49970913,16
41,-0.5587746,0.83798933,-1.8294268,17
42,2.1366377,-0.17099202,1.1097465,18
43,2.5738807,0.054638892,-1.5087893,19
44,-2.176717,0.5673533,0.54851675,20
45,0.4917336,-1.5389065,0.8511139,21
46,2.0190756,-0.9013151,0.09176004,22
47,-1.8850399,-0.11756194,-1.6612091,23
48,-1.0756702,-0.17095357,0.0146090835,0
49,-0.73595005,1.037674,-0.4407037,1
50,0.8671998,2.9346926,0.1496293,2
51,1.9716706,-1.5683932,-1.9205567,3
52,1.1219535,0.42222637,0.17249528,4
53,-3.1892414,-2.8677342,-0.32740995,5
54,1.6710546,0.8537494,-0.61470824,6
55,-0.5291836,1.1273614,0.080360144,7
56,-1.9631656,1.640304,-1.491341,8
57,-2.0457683,-1.4926547,-0.2855725,9
58,-1.253765,2.0868511,0.032166854,10
59,2.9587317,1.3256637,-2.042904,11
60,-2.0304477,-0.8562996,-1.8609126,12
61,0.5379999,2.0308053,-0.02615209,13
62,-3.2617753,-1.1026015,-1.8931773,14
63,0.54398024,0.7876926,-1.9245003,15
64,0.34996402,1.1961368,-1.1366881,16
65,0.5690058,0.47139925,-1.3318124,17
66,2.0353012,0.040838882,0.9179659,18
67,0.94965726,-0.33694974,-1.3542788,19
68,-2.069452,0.6808698,0.47880432,20
69,-0.063931465,-1.7388966,1.5527266,21
70,2.4669907,-1.0945377,0.11423306,22
71,-1.6777769,1.9611193,-2.0738764,23
72,1.2488306,-0.3565098,0.36577618,0
73,-0.61432827,1.5030358,-0.68510824,1
74,-0.47529,2.7332191,1.1068873,2
75,3.7194352,-1.6097944,-2.2086136,3
76,0.42270082,0.51079005,-0.5556227,4
77,-3.1706572,-3.330559,-0.6142115,5
78,0.70244044,0.88942,-0.52894324,6
79,0.031475693,1.331126,-0.4507038,7
80,-2.3585691,1.9147809,-1.3396492,8
81,-2.4586506,-1.7396419,-0.74348664,9
82,-0.34449005,1.7930164,-0.56129515,10
83,1.345967,1.7271277,-1.2779603,11
84,-1.4255486,1.321339,-0.89941466,12
85,0.3550804,0.94928974,-0.35879934,13
86,-3.3681648,-2.5587077,-2.1670613,14
87,0.42021304,0.38945466,-1.6888505,15
88,0.06350207,0.47739577,-0.7578024,16
