,locs0,locs1,locs2,subject
0,-0.031861246,2.0598524,0.3082038,0
1,4.9327374,-0.49296486,-0.9275309,1
2,2.2491577,1.9991844,3.0223935,2
3,1.1786765,-0.66416407,0.55917966,3
4,2.4402115,1.2575334,2.8556376,4
5,-2.8639526,-0.49749765,-2.1618228,5
6,-3.039981,-1.3262453,-1.5931215,6
7,1.9259473,0.8417709,0.26106197,7
8,-4.0788994,-3.9407692,-1.6070656,8
9,0.75253475,0.8645688,2.52748,9
10,-2.58253,0.8489863,-0.401344,10
11,0.12971646,-0.44065738,0.72370267,11
12,0.26549736,-0.5180341,-0.31443846,12
13,5.100496,1.1878476,1.7736646,13
14,-1.3156314,-0.6495162,-0.13525285,14
15,-3.6084182,-0.30381978,1.3780992,15
16,-2.636057,0.29586327,0.032808527,16
17,2.6682549,0.15269461,2.1235416,17
18,-3.728112,-0.48219717,-1.90102,18
19,1.0929168,0.7445073,1.1101251,19
20,3.4713764,0.1939606,1.6428179,20
21,3.8604703,-4.090825,-0.41930234,21
22,2.4651864,1.247284,1.4351315,22
23,-2.9778025,0.5750258,0.69672585,23
24,0.992819,1.4307579,0.6230518,0
25,1.9396285,-0.7962176,-2.2120466,1
26,2.4647894,1.4161329,2.251196,2
27,1.9168196,0.402825,1.0218358,3
28,5.3665743,1.0340195,2.3197548,4
29,-2.5060315,1.117187,-2.4005663,5
30,-3.450826,0.050751865,0.42243016,6
31,3.5964842,1.992961,-0.2028307,7
32,-5.732828,-3.0755773,-1.5668824,8
33,0.22406429,0.40537542,1.6708112,9
34,-3.0877647,0.8606956,-0.16270798,10
35,0.48495388,-0.46851477,0.97499514,11
36,-0.18210208,-1.9989511,-0.9855453,12
37,3.9647808,0.829621,2.1861477,13
38,-1.4688658,-0.6747663,-0.05258414,14
39,-3.1225488,-0.2652501,1.97558,15
40,-4.5133715,0.599108,0.26867402,16
41,2.918511,-0.01807949,1.3180492,17
42,-1.9050102,-0.0025864244,-1.9435652,18
43,4.80175,0.97032595,1.6157819,19
44,2.9939637,0.71832114,1.0606487,20
45,3.0958722,-4.0070586,-0.73250103,21
46,1.7400182,1.8050779,1.9637125,22
47,-2.5590563,0.36392888,0.14494962,23
48,-0.4477468,0.8169335,0.11542181,0
49,4.939321,-0.63812387,-1.0785894,1
50,0.40650582,2.340258,2.8279917,2
51,-0.07652855,0.90376127,1.3206475,3
52,2.4336867,1.2162739,2.8201015,4
53,-4.1664176,-1.1721199,-2.096974,5
54,-3.4270024,-0.42972115,-0.4239372,6
55,5.7476826,1.4280483,-0.4566624,7
56,-5.4117165,-4.3667374,-1.9947076,8
57,0.23503378,-0.39769548,2.43153,9
58,-3.2654324,0.75878143,0.17452836,10
59,-0.054180086,-0.74455917,1.2451017,11
60,-0.72047883,0.046491355,-0.48519492,12
61,2.2548091,0.81455314,1.7179362,13
62,-2.8464208,-0.5799063,0.21012902,14
63,-3.647393,-0.32660842,1.9650602,15
64,-4.5883474,0.42615193,0.86459357,16
65,2.8205311,0.6771913,2.4418466,17
66,-4.340704,-0.10592908,-1.7249593,18
67,3.0763936,0.45266473,2.868156,19
68,-0.12257004,1.3185802,2.8239844,20
69,3.708558,-3.9629045,-0.9042481,21
70,1.3163322,0.7921103,1.1726358,22
71,-2.2544565,0.105238825,1.0447302,23
72,2.4463103,2.087678,-0.5711375,0
73,5.3933477,0.69908816,-0.9827885,1
74,2.753223,1.173031,2.8495305,2
75,1.1765913,-0.18921307,1.0763358,3
76,1.2743729,1.1573727,2.1380339,4
77,-4.8100834,-0.6616546,-2.684385,5
78,-2.7714038,-1.0304427,-1.5697124,6
79,3.3726144,0.7076043,-0.116268635,7
80,-5.4344673,-2.0132267,-1.2124226,8
81,0.46558154,0.2290338,3.2545133,9
82,-4.5875564,0.73856384,0.065544724,10
83,0.49774578,-0.51488334,1.3957556,11
84,-0.22232388,-0.72700846,-0.28408217,12
85,3.438906,0.927558,3.034813,13
86,-1.6776315,-0.57268447,-0.27847886,14
87,-3.5426579,-0.9056362,1.4477944,15
88,-4.3088756,0.41514206,0.14598866,16
89,4.94283,-0.76810175,0.35946977,17
90,-2.551435,0.05262804,-2.4717438,18
91,1.946965,1.3512728,2.2443361,19
92,1.3636297,0.6277117,1.4578485,20
93,0.8483479,-4.780208,-1.0350903,21
94,2.3736076,0.4606765,1.6567895,22
95,-2.6733203,0.12200174,1.1333288,23
96,0.79385936,1.6899633,0.37798822,0
97,2.5090451,-0.64938164,-1.6716095,1
98,4.6897364,1.598966,2.6553397,2
99,2.054745,0.9056159,1.8926567,3
100,6.0120306,1.7315564,2.0080757,4
101,-4.5702195,0.226484,-2.6494856,5
102,-2.9292223,-1.7109704,-0.7205497,6
103,4.9117074,1.6763802,-0.4870172,7
104,-3.818372,-2.8445182,-1.3210676,8
105,1.0265782,0.08550035,3.527353,9
106,-4.221344,0.25663763,-1.0721524,10
107,1.0715139,-0.51930827,1.2712157,11
108,0.2863495,-0.8338026,-0.959647,12
109,1.580034,0.8671911,0.09551573,13
110,-2.100145,-0.11671859,-0.11872199,14
111,-2.9766355,0.3821532,1.8043531,15
112,-3.6477673,-0.26031825,0.25545588,16
113,4.1343303,0.11123535,1.3734748,17
114,-3.203807,0.044420063,-2.9709542,18
115,2.1385195,0.57612664,3.0811887,19
116,0.62926006,0.24041495,0.45423043,20
117,4.093489,-3.7946222,-0.49932504,21
118,0.7356323,0.9887746,-0.26467693,22
119,-2.2936642,0.47339272,0.7178417,23
120,0.82550335,0.92165935,0.08392263,0
121,5.4865937,-0.6477373,-0.61331517,1
122,4.2864923,1.272136,2.6923504,2
123,1.2194517,0.045569927,0.7410232,3
124,6.442075,0.3806721,1.9462961,4
125,-4.099614,0.53532267,-1.6027961,5
126,-3.104302,-0.96965265,-1.1834967,6
127,3.982473,1.9051439,0.13959616,7
128,-5.7130017,-2.4124527,-1.4688694,8
129,0.010309368,-0.005733207,1.0186307,9
130,-2.7738636,0.33236027,-0.12346652,10
131,0.96124345,-0.53451514,0.8589765,11
132,-0.095609546,-1.7650746,-0.8770541,12
133,4.6620054,0.6107023,1.9875824,13
134,-2.0559845,-1.3717294,-0.59608173,14
135,-3.577819,0.24864687,1.2335706,15
136,-2.8184214,0.3661289,0.050269715,16
137,3.5234013,-0.06202741,1.1448346,17
138,-3.0050926,2.9731183,-1.2394202,18
139,4.155996,0.4039028,2.3202333,19
140,0.7881686,0.3422023,1.9552513,20
141,3.5477138,-3.5148234,-0.5997375,21
142,1.2699085,1.9078276,1.3067393,22
143,-3.3709137,-0.017571867,0.43344963,23
144,-0.31407124,2.3312674,0.58749443,0
145,1.6924113,-0.102889016,-1.5591489,1
146,5.046996,1.7292997,1.9719756,2
147,0.64211786,-0.16882926,1.2439883,3
148,2.2807708,1.3431003,1.5210547,4
149,-4.3548617,0.31437364,-2.295844,5
150,-3.630723,-0.89294815,-0.23852453,6
151,3.7532196,1.857318,0.050013155,7
152,-4.020981,-1.0729975,-2.2995734,8
153,0.44456497,0.591228,2.13776,9
154,-3.1716325,0.021696478,-0.9530538,10
155,0.794698,-0.11685866,1.3566315,11
156,0.035092056,-1.170577,-0.53906256,12
157,3.2195399,0.8139149,1.2909787,13
158,-1.6813943,-0.72819525,-0.3381435,14
159,-2.756474,0.3226025,1.3906171,15
160,-2.951533,0.36937433,-0.31378508,16
161,3.500152,-0.84977955,0.7685063,17
162,-5.506835,0.22971839,-2.2299168,18
163,2.9320781,0.66380036,2.536397,19
164,3.6941414,-0.06636268,2.1641443,20
165,4.1681876,-3.3905015,-0.8661164,21
166,3.3138838,1.2649164,1.8962767,22
167,-2.922661,0.7234442,0.732936,23
168,1.120012,1.730563,-0.45130345,0
169,2.4212,-0.3641392,-1.3867774,1
170,1.9286578,1.6111422,2.5703123,2
171,0.84239435,0.2848168,2.0361924,3
172,3.8397129,1.1467968,3.1046968,4
173,-4.4637804,-0.34929603,-2.6313624,5
174,-3.3688705,-1.6540749,-1.1427901,6
175,1.112607,1.99265,-0.3956307,7
176,-5.0711727,-2.1070561,-2.1503007,8
177,0.6154319,0.5991138,2.0666778,9
178,-3.550128,0.27794752,0.1476644,10
179,0.01858592,-0.2837687,0.8466091,11
180,-0.75139666,-1.2818892,-1.2879449,12
181,2.545454,0.8726324,1.293138,13
182,-1.0766172,-0.5380904,-0.32711685,14
183,-3.7318935,0.19290599,2.0160828,15
184,-3.3768287,0.21124928,0.10821822,16
185,5.033016,0.033622265,1.2573009,17
186,-1.9749972,2.0634596,-1.562245,18
187,2.0819485,0.9907765,3.24327,19
188,2.303144,0.9277492,2.0175848,20
189,2.4961002,-4.128276,-0.5982833,21
190,2.0205612,1.8432082,1.2251234,22
191,-2.3236294,0.60496795,1.5869784,23
192,1.7317,1.6660706,0.42619503,0
193,3.1709428,0.46238923,-1.2125622,1
194,2.1428783,0.87117225,2.34908,2
195,1.6989527,0.46291947,2.4679275,3
196,2.893582,0.97547686,2.568573,4
197,-4.1492333,0.91164297,-2.7645483,5
198,-3.6563272,-0.22320545,-0.06836176,6
199,1.7851626,2.0820117,-0.045628875,7
200,-4.55749,-1.9380327,-1.8216262,8
201,0.5462649,-0.035316274,3.2280378,9
202,-3.16605,1.0306818,-0.30169132,10
203,0.7594198,-0.30064404,1.45104,11
204,-0.6995484,-0.9341086,-0.9518775,12
205,2.512768,1.5054747,2.2333865,13
206,-0.57540524,-0.56113976,0.25701052,14
207,-3.4940557,-0.08660199,1.3770286,15
208,-3.5573742,0.8003465,0.9538323,16
209,2.3735418,-0.20086567,1.6748962,17
210,-4.268674,1.9385521,-2.0290396,18
211,1.60934,0.4072674,4.0215077,19
212,2.693633,0.10290986,1.1533682,20
213,7.496682,-3.8732154,-0.57089436,21
