,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.48927715,0,0.48047778,5.0102696,0.51307887
1,0.49744287,1,0.5098729,4.946985,0.49885547
2,0.4998742,2,0.48703265,5.119699,0.5092344
3,0.49280205,3,0.5023897,4.965359,0.4999618
4,0.4856195,4,0.5018872,5.042955,0.5148189
5,0.517433,5,0.50361997,4.866336,0.49999267
6,0.5005085,6,0.5054748,5.0037713,0.5021637
7,0.49754393,7,0.48029843,5.101747,0.49591795
8,0.5041462,8,0.5038484,5.0070915,0.4883481
9,0.4809209,9,0.48389125,5.031661,0.5043821
10,0.49677026,10,0.51942134,4.9115586,0.494766
11,0.4909458,11,0.5023784,4.890449,0.5145796
12,0.4978653,12,0.49021038,4.9384136,0.48364812
13,0.50573874,13,0.50439477,4.9283433,0.51670474
14,0.5128522,14,0.5130873,4.8787327,0.52216816
15,0.5050904,15,0.48583815,4.848079,0.5030862
16,0.49789545,16,0.48995802,4.8045006,0.5106642
17,0.48262033,17,0.48465967,5.009455,0.51167816
18,0.48851618,18,0.4988046,4.8307824,0.50843513
19,0.5043813,19,0.51484823,4.9816694,0.4923112
20,0.50257844,20,0.49500793,4.8941035,0.49414283
21,0.49998528,21,0.49038446,5.052603,0.50906503
22,0.48616645,22,0.48584363,4.9468684,0.5163807
23,0.49228576,23,0.50330544,4.9892707,0.5154187
24,0.5050154,24,0.49650136,5.023243,0.48275304
25,0.4960807,25,0.49507746,5.028468,0.50380737
26,0.5073469,26,0.48869622,4.912056,0.49382538
27,0.5046108,27,0.5102311,4.8588624,0.4954144
28,0.4882406,28,0.5064946,4.986424,0.4913365
29,0.49073705,29,0.49862286,5.1070023,0.50555784
30,0.50712466,30,0.5156427,4.9343977,0.50303733
31,0.4937912,31,0.500664,4.9734797,0.514442
32,0.5008477,32,0.5059688,4.9417205,0.5068145
33,0.49649128,33,0.5016007,5.0083055,0.5013031
34,0.4907765,34,0.506009,5.016582,0.50207347
35,0.47328985,35,0.50093025,4.793051,0.52381945
36,0.4854054,36,0.49503395,4.945489,0.49728405
37,0.49269938,37,0.48453504,5.1411943,0.5039935
38,0.5019238,38,0.52332354,4.922491,0.5069673
39,0.48726836,39,0.50539166,5.0549545,0.49902833
40,0.49688634,40,0.5024856,4.905064,0.5050779
41,0.5027393,41,0.48833284,4.9743075,0.502757
42,0.4815478,42,0.49618626,4.945033,0.49455827
43,0.5044115,43,0.49702233,5.0462365,0.50909555
44,0.49821514,44,0.48793477,5.0489845,0.49518982
45,0.4885951,45,0.50715864,4.9834533,0.5024109
46,0.503034,46,0.5074483,5.0302916,0.5146857
47,0.49717113,47,0.4905327,4.8563414,0.49867702
48,0.49451345,48,0.48352182,4.9464064,0.4966293
49,0.5058027,49,0.48636478,4.9518,0.50493366
50,0.51140565,50,0.48838606,4.8820186,0.50146973
51,0.49760875,51,0.4924164,4.9242415,0.5023304
52,0.5000147,52,0.4772135,4.956961,0.51385343
53,0.505115,53,0.5060196,5.006346,0.5042229
54,0.49559394,54,0.4837393,5.06862,0.5099101
55,0.49532336,55,0.4915355,4.9225235,0.5196425
56,0.50290763,56,0.4854596,5.036504,0.50480074
57,0.4841864,57,0.4905525,4.948965,0.48993146
58,0.50545806,58,0.49596632,5.1274734,0.50865746
59,0.48873612,59,0.49869385,4.879497,0.50291526
60,0.49334586,60,0.48978448,4.963419,0.4986157
61,0.49260536,61,0.5052166,5.0819016,0.51555395
62,0.47721386,62,0.47718933,4.8159685,0.49942583
63,0.5010904,63,0.5095541,4.9462295,0.5073578
64,0.50560904,64,0.5009696,5.1225066,0.49525452
65,0.4993024,65,0.4878303,4.7943354,0.5146678
66,0.5054526,66,0.49002135,4.8643622,0.5070931
67,0.5042328,67,0.50463504,4.8508577,0.50043756
68,0.5086306,68,0.50451064,5.126204,0.49629492
69,0.49196187,69,0.509517,4.8922825,0.5346157
70,0.5035785,70,0.49790224,4.900295,0.51558053
71,0.5004207,71,0.50569767,4.900697,0.5008001
72,0.51315224,72,0.504,4.9827914,0.5142706
73,0.5043922,73,0.49302965,4.9937696,0.5085252
74,0.48554328,74,0.49256977,4.8674793,0.5032207
75,0.4886079,75,0.50435835,5.010594,0.5113472
76,0.5040243,76,0.48634595,4.847284,0.50617063
77,0.5015448,77,0.5032051,5.092463,0.4938743
