,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.50364983,0.35726637,0,0.46096015,0.2673996,5.2069354,4.24582
1,0.45454592,0.16357285,1,0.52586037,0.39144915,4.5309987,2.053312
2,0.5018147,0.62171304,2,0.535847,0.0004068613,4.4743867,1.3648555
3,0.47508013,0.35808116,3,0.5314019,0.46921235,4.5959663,1.8422905
4,0.5285109,0.858453,4,0.54558694,0.005561352,4.564439,1.6206689
5,0.5215135,0.5792996,5,0.536896,0.78239876,4.58804,3.769581
6,0.5416613,0.92607725,6,0.54560757,0.17969209,4.6611533,1.4882575
7,0.46197924,0.14773005,7,0.44581002,0.088371694,5.4467883,6.2256794
8,0.46950996,0.25658602,8,0.53964514,0.45966625,4.591539,1.0740229
9,0.46056098,0.20568568,9,0.46374264,0.38954967,5.3688097,6.0639806
