,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.4678413,0.3397931,0,0.67030764,0.69380856,3.2714975,3.7835598
1,0.4612096,0.4364459,1,0.667772,0.9244819,1.9167701,1.7924104
2,0.7202954,0.8488129,2,0.6983487,0.7839123,5.66364,6.702705
3,0.5366262,0.36346304,3,0.6974368,0.8113988,2.4921186,3.9815714
4,0.06898124,0.019775748,4,0.70255464,0.79558563,2.9917686,3.3321865
5,0.4988019,0.6758484,5,0.6655642,0.6482834,5.198209,5.5089417
6,0.49701574,0.3303479,6,0.42881444,0.3816927,5.3055487,6.133182
7,0.57732886,0.7821088,7,0.792407,0.9816683,4.3828645,6.925695
8,0.6113202,0.49804765,8,0.3080733,0.40517282,3.758921,5.102869
9,0.20783639,0.23350656,9,0.72996706,0.97116363,2.272159,3.603335
10,0.2687876,0.14624453,10,0.100011885,0.11293101,5.0328,5.4980307
11,0.3503421,0.47296047,11,0.5168399,0.4066822,3.5228338,3.2764945
12,0.19260742,0.16720909,12,0.56758213,0.6693554,4.7813096,5.7694283
13,0.37092882,0.36647028,13,0.4533939,0.30577105,4.3972263,4.156131
14,0.76533616,0.8139558,14,0.37493652,0.7302038,3.165649,3.3271074
15,0.39760312,0.42509866,15,0.46119976,0.5092458,5.07106,5.0562882
16,0.4555144,0.38468778,16,0.6262859,0.75190675,2.4352224,1.5612118
17,0.18931705,0.36378735,17,0.33627728,0.2701704,4.9963493,5.6257834
18,0.3150471,0.53901047,18,0.75087225,0.8850638,3.4308105,4.327486
19,0.3976712,0.7314924,19,0.71918947,0.008319199,2.0616024,2.2376008
20,0.55533653,0.6788853,20,0.5311737,0.75931364,4.666935,6.097356
21,0.7471827,0.9056668,21,0.6147698,0.7608832,3.1814291,4.8370247
22,0.60075563,0.70769113,22,0.11471958,0.028253198,2.6525578,2.1297674
23,0.70223904,0.75330764,23,0.16980825,0.1341241,4.1875887,4.4033866
24,0.8050129,0.6548798,24,0.59001565,0.7455956,2.745682,2.7881894
25,0.4306769,0.5047844,25,0.7474132,0.9085611,5.083135,6.7093654
26,0.68140614,0.88994247,26,0.30149865,0.20281142,2.6420152,1.327722
27,0.78890616,0.7866973,27,0.72265565,0.7377419,3.818834,2.1267688
28,0.7951185,0.9565209,28,0.40055886,0.34349614,4.473881,4.6361394
29,0.22758289,0.25618184,29,0.73424643,0.770024,2.1287441,1.5114461
30,0.5379225,0.7908427,30,0.32837668,0.36751324,5.6149364,6.359434
31,0.36494604,0.41741365,31,0.1534641,0.1727081,6.8545647,6.5216746
32,0.30108613,0.3809024,32,0.5871101,0.4437971,4.2701426,3.8883233
33,0.22479144,0.15892524,33,0.60802025,0.54291475,4.607923,4.4945655
34,0.06790952,0.02429688,34,0.33249372,0.11623222,2.491407,3.8086133
35,0.07678923,0.4172145,35,0.6340308,0.0011839867,2.5044937,4.898367
36,0.14509024,0.08306724,36,0.68782705,0.28502977,1.9716108,1.1321789
37,0.38195354,0.33471537,37,0.15633288,0.074457884,2.8484814,2.6162255
38,0.5050973,0.3730837,38,0.45664263,0.35876012,1.8950926,1.0895225
39,0.38377157,0.30673218,39,0.7125084,0.83173573,2.324988,2.5456712
40,0.30184656,0.26425952,40,0.7429219,0.8737509,3.889302,3.743957
41,0.6440291,0.8149148,41,0.7471289,0.96934766,2.0225463,1.793313
42,0.7488528,0.6724041,42,0.57660174,0.60613185,3.893017,3.4723005
43,0.16853413,0.14292777,43,0.20586154,0.14497364,2.572417,2.2076526
44,0.115883075,0.08464694,44,0.66444945,0.6064656,5.5029144,6.8011127
45,0.5585261,0.45149618,45,0.3024695,0.17185652,4.9092646,3.8463094
46,0.17719854,0.26168036,46,0.7228465,0.84577006,4.1530175,6.8109655
47,0.72977304,0.8993776,47,0.73287743,0.9367471,2.552835,3.4738443
48,0.5390622,0.58283216,48,0.63447046,0.67926717,2.4352348,1.9734917
49,0.69163233,0.9021795,49,0.72831273,0.9622658,3.6271465,6.910985
50,0.54496014,0.39545637,50,0.6903323,0.40351093,2.2361412,1.6642337
51,0.066636615,0.0055125356,51,0.544496,0.5745596,4.191575,5.6461616
52,0.4619713,0.99818605,52,0.56084216,0.54173,2.8157349,2.8000948
53,0.65825677,0.58448887,53,0.45493189,0.4879642,4.703998,3.8589091
54,0.09812134,0.072740555,54,0.5449159,0.8229109,4.435411,6.4142375
55,0.52050674,0.30377364,55,0.39214545,0.40268677,4.381274,3.9301846
56,0.1875347,0.20934898,56,0.074378476,0.042947173,2.9611309,1.874708
57,0.4374149,0.3880942,57,0.21916486,0.18186325,6.377341,6.2721577
58,0.7729639,0.78630614,58,0.54473025,0.65841544,4.20455,5.3761826
