,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.5908191,0.6971745,0,0.3102023,0.17627853,4.9139667,5.077299
1,0.18286742,0.07084012,1,0.35332358,0.29309905,3.4833732,2.9423692
2,0.5099926,0.34435105,2,0.34474915,0.31821793,6.5872912,6.928856
3,0.2796811,0.2904817,3,0.6299536,0.510046,2.799335,1.7667166
4,0.664495,0.68747807,4,0.6640044,0.7858152,2.6172361,1.6070533
5,0.36687288,0.3034317,5,0.69174695,0.58498234,2.5105934,1.0753139
6,0.5757439,0.3600334,6,0.71006167,0.79764354,3.335467,4.2636766
7,0.60471934,0.40414,7,0.5631171,0.42383015,6.878079,4.4198127
8,0.64041245,0.47253203,8,0.7100872,0.91253066,3.5853117,6.501489
9,0.503651,0.3487438,9,0.69428784,0.74206114,2.469374,1.3109878
10,0.3592987,0.9967576,10,0.5666646,0.011845887,2.4896514,5.3628254
11,0.67527014,0.6332386,11,0.7007949,0.74142647,3.6010191,3.794489
12,0.1501351,0.14233154,12,0.56417686,0.8605047,2.485282,1.1600052
13,0.6994509,0.6870218,13,0.54793566,0.47082806,3.4254332,2.3359947
14,0.70794946,0.8686063,14,0.667963,0.8195417,3.360001,6.7158165
15,0.4835545,0.33104277,15,0.31383318,0.27946264,4.072963,4.5387506
16,0.54203016,0.5624241,16,0.3857438,0.2613287,3.724693,4.2250643
17,0.37103805,0.36756974,17,0.6487918,0.6678158,5.913887,6.2911143
18,0.64156395,0.56673366,18,0.6108477,0.4935493,6.4583387,6.2266803
19,0.7270127,0.36525118,19,0.37350777,0.4305175,6.034971,5.7098384
20,0.69355893,0.67734647,20,0.69299453,0.96837336,2.715101,4.5827775
21,0.17787208,0.09924966,21,0.686041,0.7254775,2.9344473,4.08434
22,0.44638515,0.7299479,22,0.7359209,0.9854353,2.546487,3.2768192
23,0.31827924,0.3284108,23,0.6351228,0.38655478,3.499294,1.4630959
24,0.5014353,0.34607595,24,0.54156923,0.46726388,5.6653695,5.474063
25,0.58133525,0.5266521,25,0.66559565,0.84565115,2.6740572,5.348172
26,0.4112144,0.34902954,26,0.59205383,0.5162457,5.1304474,3.834136
27,0.2619715,0.34388322,27,0.35499993,0.24876046,5.7144423,4.2796106
28,0.6032261,0.995737,28,0.5995076,0.56150687,4.574528,3.2495072
29,0.71584713,0.78475845,29,0.4575304,0.40806723,3.4911015,2.2043447
30,0.22635257,0.34033376,30,0.62438613,0.8364211,2.6144068,1.4258704
31,0.39610058,0.4354378,31,0.6761505,0.7419257,3.6204574,4.5399942
32,0.49390268,0.58802664,32,0.5524447,0.6615427,3.1586597,2.272096
33,0.2257493,0.18723273,33,0.68864125,0.9485334,2.9711943,1.5935553
34,0.47891545,0.5300856,34,0.64542115,0.73607266,3.6682167,3.984787
35,0.7206563,0.80511516,35,0.7100038,0.9745663,2.5046782,3.1375382
36,0.30717015,0.34631395,36,0.7067729,0.6624335,2.7566683,1.1217365
37,0.7589789,0.9483747,37,0.6463678,0.38666928,5.721122,3.5569773
38,0.30193168,0.2494002,38,0.67229664,0.26678115,2.5698326,1.9038326
39,0.43247053,0.30127484,39,0.60395616,0.6468541,6.850299,6.9849954
40,0.3181695,0.33862227,40,0.47919592,0.41997296,7.19455,6.787513
41,0.6891952,0.6023537,41,0.6464413,0.36571813,2.712755,1.7365471
42,0.26571274,0.3311504,42,0.6791001,0.78031784,3.6604729,4.6335096
43,0.23417923,0.28171265,43,0.689779,0.6224529,2.477431,2.7680154
44,0.38508472,0.57494056,44,0.16636847,0.026441514,3.9889305,6.2095337
45,0.41511884,0.4584371,45,0.13833818,0.06749129,6.0558143,6.3760443
46,0.7936244,0.8965924,46,0.70474297,0.5256165,2.3703296,1.0306251
47,0.23248239,0.20233399,47,0.6352928,0.6892997,5.8135624,6.498911
48,0.18712921,0.0028330684,48,0.63529557,0.484596,4.306094,3.0209198
49,0.65497786,0.9930519,49,0.5239058,0.5519492,5.0597763,4.67476
