,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.48096502,0.3397931,0,0.7227966,0.69380856,3.4753652,3.7835598
1,0.46114108,0.4364459,1,0.6613258,0.9244819,1.5911013,1.7924104
2,0.77318966,0.8488129,2,0.7000878,0.7839123,5.615538,6.702705
3,0.6038966,0.36346304,3,0.77169776,0.8113988,2.6786048,3.9815714
4,0.03919429,0.019775748,4,0.75685996,0.79558563,3.1651933,3.3321865
5,0.5078794,0.6758484,5,0.6685366,0.6482834,5.090821,5.5089417
6,0.5218926,0.3303479,6,0.386531,0.3816927,5.0871477,6.133182
7,0.59995484,0.7821088,7,0.9331573,0.9816683,6.2281814,6.925695
8,0.65292734,0.49804765,8,0.2788548,0.40517282,3.6711397,5.102869
9,0.20020203,0.23350656,9,0.7929748,0.97116363,2.0741785,3.603335
10,0.23686181,0.14624453,10,0.093766555,0.11293101,5.039126,5.4980307
11,0.3571743,0.47296047,11,0.4899288,0.4066822,3.3906786,3.2764945
12,0.18584992,0.16720909,12,0.5575346,0.6693554,4.6316366,5.7694283
13,0.36155978,0.36647028,13,0.441737,0.30577105,4.4776206,4.156131
14,0.8440884,0.8139558,14,0.32599664,0.7302038,2.9076571,3.3271074
15,0.40477458,0.42509866,15,0.46304417,0.5092458,4.9365206,5.0562882
16,0.5062934,0.38468778,16,0.56967384,0.75190675,2.2975078,1.5612118
17,0.1836745,0.36378735,17,0.3207874,0.2701704,4.982498,5.6257834
18,0.32092598,0.53901047,18,0.86808634,0.8850638,4.395669,4.327486
19,0.4039037,0.7314924,19,0.58759403,0.008319199,1.5408925,2.2376008
20,0.5651225,0.6788853,20,0.5178431,0.75931364,4.595908,6.097356
21,0.79435056,0.9056668,21,0.6439005,0.7608832,3.32054,4.8370247
22,0.6689773,0.70769113,22,0.050253235,0.028253198,2.5522017,2.1297674
23,0.76092273,0.75330764,23,0.14856146,0.1341241,4.04779,4.4033866
24,0.8687293,0.6548798,24,0.5755922,0.7455956,2.6560798,2.7881894
25,0.41483262,0.5047844,25,0.82351106,0.9085611,5.569761,6.7093654
26,0.72428244,0.88994247,26,0.20147881,0.20281142,2.3314292,1.327722
27,0.8465209,0.7866973,27,0.80071616,0.7377419,4.2137375,2.1267688
28,0.8582069,0.9565209,28,0.39929053,0.34349614,4.474944,4.6361394
29,0.22038749,0.25618184,29,0.81594306,0.770024,1.9610353,1.5114461
30,0.566688,0.7908427,30,0.29817486,0.36751324,5.2835107,6.359434
31,0.3611093,0.41741365,31,0.15302464,0.1727081,6.728117,6.5216746
32,0.29017636,0.3809024,32,0.57510203,0.4437971,4.0206766,3.8883233
33,0.21238679,0.15892524,33,0.6143826,0.54291475,4.6273193,4.4945655
34,0.024718877,0.02429688,34,0.10620503,0.11623222,2.5935826,3.8086133
35,0.057723813,0.4172145,35,0.3621306,0.0011839867,2.3774092,4.898367
36,0.12508284,0.08306724,36,0.6873911,0.28502977,1.6907996,1.1321789
37,0.3844016,0.33471537,37,0.12538734,0.074457884,2.739354,2.6162255
38,0.50958496,0.3730837,38,0.31303737,0.35876012,1.6163608,1.0895225
39,0.39601782,0.30673218,39,0.73166054,0.83173573,2.1973968,2.5456712
40,0.29817775,0.26425952,40,0.8313148,0.8737509,4.512495,3.743957
41,0.6907732,0.8149148,41,0.8166884,0.96934766,1.7553548,1.793313
42,0.7971631,0.6724041,42,0.5487465,0.60613185,3.6077147,3.4723005
43,0.17168927,0.14292777,43,0.1375708,0.14497364,2.4378018,2.2076526
44,0.1118329,0.08464694,44,0.67064816,0.6064656,5.33191,6.8011127
45,0.580189,0.45149618,45,0.28040424,0.17185652,4.8578115,3.8463094
46,0.16915147,0.26168036,46,0.8070497,0.84577006,4.8120966,6.8109655
47,0.79314303,0.8993776,47,0.8069061,0.9367471,2.7030761,3.4738443
48,0.55046767,0.58283216,48,0.6447184,0.67926717,2.3425999,1.9734917
49,0.72617275,0.9021795,49,0.85899377,0.9622658,4.495215,6.910985
50,0.5705255,0.39545637,50,0.6704425,0.40351093,1.9311113,1.6642337
51,0.027388064,0.0055125356,51,0.5298732,0.5745596,4.378208,5.6461616
52,0.507848,0.99818605,52,0.5397245,0.54173,2.806286,2.8000948
53,0.69824123,0.58448887,53,0.4384819,0.4879642,4.5772953,3.8589091
54,0.09027333,0.072740555,54,0.5258828,0.8229109,4.319685,6.4142375
