,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.7966737,0.9375088,0,0.8766884,0.933326,6.185392,5.691768
1,0.2800421,0.26989204,1,0.22520207,0.23362678,6.728012,6.0131006
2,0.8455121,0.789068,2,0.4408578,0.35996312,3.312234,3.5265708
3,0.84088784,0.7885672,3,0.40147924,0.34963214,5.879703,6.0281367
4,0.7068563,0.8837329,4,0.59011894,0.3796078,1.8197492,1.3076504
5,0.22548921,0.19304222,5,0.15297155,0.11686891,3.0258453,3.3772163
6,0.22932114,0.19939047,6,0.6600211,0.83818734,3.4201543,4.269795
7,0.3446529,0.3975888,7,0.30169612,0.1925,3.2053406,2.4431608
8,0.47142425,0.4958403,8,0.629886,0.4429717,5.512408,5.5745125
9,0.6475618,0.87579775,9,0.49000654,0.6116206,3.8467832,6.2631955
10,0.54853237,0.44474798,10,0.7202634,0.7885862,2.7602139,2.15708
11,0.27896827,0.2026686,11,0.6700172,0.78955877,3.1352205,4.068388
12,0.07005916,0.08425599,12,0.19251631,0.1817233,4.9066806,5.5228496
13,0.21831378,0.12551624,13,0.24591276,0.16696393,4.4998965,4.4960895
14,0.54556495,0.50592583,14,0.3239856,0.25177795,3.9229834,4.94153
15,0.8334722,0.6049255,15,0.6045724,0.61932516,2.0125914,1.1925211
16,0.21040659,0.4035229,16,0.15997267,0.16154236,2.4715354,2.3998523
17,0.17114648,0.22021198,17,0.5818718,0.71413875,3.4129105,2.5482533
18,0.569827,0.59381014,18,0.24530984,0.24690253,4.7939973,5.7555246
19,0.7821963,0.86493415,19,0.4562971,0.56027234,4.5511885,4.2784305
20,0.7930693,0.9351685,20,0.44428134,0.5223896,3.739854,4.652325
21,0.3613321,0.67243606,21,0.20306803,0.28570753,2.5754213,2.1799526
22,0.25852555,0.2622022,22,0.79343814,0.98651856,3.3932285,6.6052227
23,0.4871649,0.63162905,23,0.2494987,0.30853146,3.947075,4.3463335
