,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.7954371,0.9375088,0,0.8724484,0.933326,6.243741,5.691768
1,0.27844635,0.26989204,1,0.22555496,0.23362678,6.7535987,6.0131006
2,0.8516152,0.789068,2,0.4315127,0.35996312,3.3075502,3.5265708
3,0.8434609,0.7885672,3,0.40095678,0.34963214,5.8912373,6.0281367
4,0.71036917,0.8837329,4,0.59856737,0.3796078,1.8626995,1.3076504
5,0.22024603,0.19304222,5,0.15056156,0.11686891,2.9930975,3.3772163
6,0.22343345,0.19939047,6,0.6789076,0.83818734,3.405898,4.269795
7,0.3411559,0.3975888,7,0.296705,0.1925,3.2251744,2.4431608
8,0.46823597,0.4958403,8,0.63117546,0.4429717,5.531341,5.5745125
9,0.6493229,0.87579775,9,0.4949638,0.6116206,3.8516562,6.2631955
10,0.54705495,0.44474798,10,0.7289382,0.7885862,2.8276665,2.15708
11,0.27480736,0.2026686,11,0.69456017,0.78955877,3.3095913,4.068388
12,0.06996312,0.08425599,12,0.19100995,0.1817233,4.8257885,5.5228496
13,0.2146434,0.12551624,13,0.25599378,0.16696393,4.5508833,4.4960895
14,0.5356246,0.50592583,14,0.32634497,0.25177795,3.9634638,4.94153
15,0.841593,0.6049255,15,0.59720665,0.61932516,1.9790294,1.1925211
16,0.21597621,0.4035229,16,0.1597999,0.16154236,2.4980488,2.3998523
17,0.1779869,0.22021198,17,0.5786874,0.71413875,3.483357,2.5482533
18,0.5663781,0.59381014,18,0.24767865,0.24690253,4.723819,5.7555246
19,0.7748305,0.86493415,19,0.45432192,0.56027234,4.499881,4.2784305
20,0.7962037,0.9351685,20,0.43497363,0.5223896,3.7002134,4.652325
21,0.3487761,0.67243606,21,0.21103372,0.28570753,2.592208,2.1799526
22,0.25729457,0.2622022,22,0.789645,0.98651856,3.3930476,6.6052227
23,0.5035629,0.63162905,23,0.24270362,0.30853146,3.8942792,4.3463335
24,0.80714744,0.9127897,24,0.67314965,0.24206328,2.0065944,1.5676223
25,0.6613501,0.66715693,25,0.65091884,0.56702864,3.4012773,3.4959478
26,0.76509774,0.89741313,26,0.68510884,0.55270153,1.3737204,1.3412135
27,0.5928609,0.5239739,27,0.7257516,0.9945571,1.9531875,4.375779
28,0.82571,0.7618454,28,0.53189474,0.48832953,1.7879165,1.6161485
29,0.17087024,0.23066288,29,0.50856966,0.3543501,3.6364968,4.049261
30,0.033144094,0.0016018152,30,0.51343805,0.5392619,4.146104,4.153098
31,0.49424696,0.47949153,31,0.4742635,0.49037457,3.085024,3.0987184
32,0.12672128,0.11767936,32,0.16050147,0.18247491,4.9701524,6.2929606
33,0.8317509,0.87735766,33,0.34164503,0.52695686,3.1608553,3.7387092
34,0.17499407,0.032976806,34,0.66835016,0.8548109,3.0537968,2.4052107
35,0.17553864,0.09721249,35,0.06456379,0.07087767,3.0190082,3.3857746
36,0.09378768,0.094411254,36,0.46255967,0.37958175,5.5015264,4.5988097
37,0.61495733,0.79048085,37,0.48047,0.7619317,3.4664898,4.463949
38,0.7310973,0.8745976,38,0.3434858,0.18522847,3.75119,2.4985776
39,0.78318506,0.7561217,39,0.2630165,0.4059614,3.612186,4.809939
40,0.7492218,0.69823056,40,0.7416693,0.6549643,2.0477982,1.4312917
41,0.39250776,0.37835377,41,0.19884856,0.108427286,2.008277,2.680997
42,0.5641149,0.41007817,42,0.6780096,0.4172151,2.5479524,1.4537933
43,0.74141896,0.76005447,43,0.32734534,0.34716713,6.4794025,6.7672195
44,0.84825724,0.95453864,44,0.3744356,0.11222911,2.2103505,1.5101422
45,0.34897187,0.30400872,45,0.25992852,0.29478723,5.252825,5.1785374
46,0.22001924,0.26822048,46,0.56655943,0.4766081,4.791631,3.7743201
47,0.12788507,0.116500676,47,0.74983054,0.9859854,2.9977117,4.1608014
48,0.45223898,0.23539251,48,0.03593228,0.06076449,2.9035048,2.8476593
49,0.21913418,0.3273167,49,0.14339574,0.06313962,2.3923466,2.2055259
50,0.3375545,0.28276438,50,0.10531635,0.06711674,2.3565273,2.3127913
51,0.81666714,0.9714851,51,0.45324188,0.5182689,3.3383439,2.6929781
52,0.59513867,0.575256,52,0.47692195,0.5585164,5.183798,6.5027275
53,0.680465,0.77404124,53,0.7281104,0.8323611,1.8873391,1.895718
54,0.52857935,0.15555453,54,0.6012142,0.51477754,2.0470586,1.4835819
55,0.2933106,0.27939558,55,0.7860492,0.98274773,3.3933642,6.0898595
56,0.70654076,0.528143,56,0.29451174,0.2580464,5.6181207,6.0106077
57,0.54937184,0.46564758,57,0.31496105,0.29064912,5.8022714,4.945896
58,0.30243495,0.2195844,58,0.5963483,0.5351667,3.3934913,3.3805585
59,0.80859864,0.82555646,59,0.5714296,0.8388217,2.966605,3.077072
60,0.39045867,0.3200907,60,0.19557807,0.1659717,4.3894176,5.1871686
61,0.71056527,0.951293,61,0.6154324,0.47606426,2.5548482,1.8695807
62,0.21075225,0.16495186,62,0.713677,0.9914953,2.726583,4.7426624
63,0.25242364,0.22672814,63,0.44876477,0.29943115,7.0868125,6.802315
64,0.490551,0.311809,64,0.05613273,0.07276493,3.0952682,3.4264772
65,0.51000386,0.81938577,65,0.060185265,0.05585426,3.4208944,3.60983
66,0.05832319,0.10210627,66,0.6379461,0.53778183,2.5489678,1.5035597
67,0.85220563,0.78661275,67,0.76478624,0.82190245,3.8432512,4.670925
68,0.7283222,0.99441236,68,0.4448414,0.24253458,2.4154127,1.1647581
69,0.8051348,0.964073,69,0.6801863,0.92183346,3.7835093,6.331476
70,0.19775183,0.21774918,70,0.03715349,0.01604271,2.5515225,3.4561317
71,0.7450984,0.68432623,71,0.2795417,0.21020669,5.0721965,5.25842
72,0.11325191,0.07559359,72,0.81303835,0.9049263,3.8433661,4.996501
73,0.061646372,0.05089706,73,0.61903673,0.48758674,5.428143,5.0732093
74,0.46502593,0.27880502,74,0.72401476,0.92781705,3.4196968,4.853055
75,0.80753505,0.71558267,75,0.46289977,0.61576205,5.9718785,6.8505754
76,0.86693364,0.90681404,76,0.26294878,0.1260283,3.7048633,3.4635074
77,0.669197,0.6926049,77,0.5597051,0.5961453,5.9718614,6.9729013
78,0.27652484,0.23700458,78,0.0725907,0.057819664,3.4125366,3.5301023
79,0.5885189,0.7004402,79,0.6584779,0.5106175,2.3690026,1.5260141
80,0.85291576,0.7709841,80,0.704162,0.97865236,2.673387,6.542839
81,0.2465968,0.15070462,81,0.5729524,0.54117733,2.5825899,1.7276651
82,0.6906124,0.48835635,82,0.5979563,0.8674785,3.130018,4.097127
83,0.6543774,0.4594763,83,0.67455375,0.75196826,4.534297,5.7721415
84,0.03509602,0.009994388,84,0.7340324,0.9407404,2.1267676,2.947781
85,0.56624365,0.9230571,85,0.09740423,0.08708936,5.15396,6.5247993
86,0.028088795,0.021977901,86,0.54077005,0.8320127,2.9198687,2.6178079
87,0.18523034,0.22271258,87,0.14836855,0.16922474,4.445671,5.305475
88,0.77836925,0.72214067,88,0.54825264,0.8096487,1.8827655,1.5644644
89,0.21605124,0.19213444,89,0.40384167,0.3372795,4.8968453,4.580613
90,0.26009998,0.30072057,90,0.19999784,0.2151789,6.555706,6.460292
91,0.8177706,0.9563129,91,0.06575318,0.05751741,3.2552319,3.3434238
92,0.18110536,0.1414944,92,0.45060122,0.34485978,4.2496667,3.4072232
93,0.78802437,0.89192396,93,0.581419,0.41617918,2.7614887,2.5330162
94,0.5821964,0.66192466,94,0.54712623,0.86406446,2.6690004,3.4840922
95,0.058243565,0.040372193,95,0.525602,0.26100332,2.2415023,1.424289
96,0.6201967,0.52498627,96,0.49493632,0.59204227,5.911867,6.334362
97,0.6693947,0.329854,97,0.11901231,0.12272394,5.8688655,6.556703
98,0.3090688,0.23710483,98,0.7606518,0.8611414,2.350162,2.2860508
99,0.8567812,0.9842579,99,0.69180155,0.682587,2.061705,3.1682527
100,0.75939965,0.9830784,100,0.3671903,0.13323826,4.04241,2.3044567
101,0.4558163,0.49541062,101,0.57327807,0.6370893,2.53379,3.295202
102,0.45638126,0.17184174,102,0.7149332,0.9068511,1.4329123,1.1382797
103,0.3985757,0.27379453,103,0.4521181,0.52006966,2.2744699,1.3074391
104,0.11516751,0.13739955,104,0.7333373,0.6528956,3.198606,2.2059383
105,0.8761889,0.96460813,105,0.7215982,0.87590605,3.3018603,6.59515
106,0.64654845,0.4899199,106,0.6498262,0.98561835,1.5192041,1.1478534
107,0.22932644,0.17969954,107,0.16799839,0.1584121,4.213283,3.9132738
108,0.78888804,0.69315743,108,0.13224845,0.13962013,3.561224,4.254213
109,0.81942004,0.98833716,109,0.7492572,0.8359903,2.1542993,1.5447087
110,0.28315523,0.20833647,110,0.16398758,0.12459779,3.7686167,4.001767
111,0.65484834,0.6829664,111,0.6372172,0.8146522,1.9222987,1.6584233
112,0.53614146,0.96705025,112,0.23825742,0.16999477,5.753999,6.121731
113,0.8570617,0.9932029,113,0.5667058,0.46018606,4.4317756,4.0987353
114,0.74189067,0.7654519,114,0.26215222,0.21794373,2.8936753,1.6723522
115,0.7267732,0.9943859,115,0.16883633,0.20335996,2.6465554,4.2663755
116,0.075712934,0.080771685,116,0.06684443,0.06648576,3.9892817,3.2784276
117,0.30796885,0.29480004,117,0.53238595,0.43032736,4.1862783,3.177424
118,0.41226232,0.4755026,118,0.17831446,0.16514283,3.8312852,4.549648
119,0.14726524,0.19714022,119,0.65295804,0.62381494,2.658068,2.4638574
120,0.2524384,0.21557403,120,0.6948406,0.29910004,3.2045636,2.4387276
121,0.6647255,0.4328367,121,0.17497237,0.12492603,3.1570456,2.061363
122,0.77266735,0.94674844,122,0.26505658,0.26933056,5.807795,5.897401
123,0.2772843,0.22376508,123,0.36568666,0.3998772,3.190576,3.4491124
124,0.6400343,0.9695069,124,0.067331865,0.06752813,5.051788,5.1429906
125,0.14073187,0.10597426,125,0.3837797,0.5076644,4.7834754,5.323559
126,0.5060835,0.4450277,126,0.381181,0.6993116,3.2266264,5.1378136
127,0.8299847,0.7643694,127,0.71879894,0.6152868,6.5283203,5.405983
128,0.2121087,0.3329172,128,0.6239282,0.6806641,3.1428633,4.364402
129,0.7209871,0.50785017,129,0.66046315,0.013743043,1.8616023,1.7339482
130,0.10865469,0.078175664,130,0.44661152,0.06335586,1.8974319,1.0926539
131,0.07702618,0.078816175,131,0.5556325,0.019508183,1.9645051,1.7483767
132,0.75417215,0.7556655,132,0.70842737,0.8290798,3.4817553,6.1599874
133,0.7242234,0.74496984,133,0.12715417,0.109125614,4.475601,5.3573585
134,0.33922467,0.48403972,134,0.2747724,0.0014280677,2.0441337,3.844915
135,0.3681463,0.42829114,135,0.7787115,0.95160717,2.6864507,2.8429515
136,0.5893613,0.66519916,136,0.47076154,0.31427848,3.4457297,2.8004496
137,0.039092187,0.04361087,137,0.55726945,0.4081728,4.3079786,3.5415897
138,0.59921676,0.56767607,138,0.47794166,0.3072157,1.7881337,1.2729623
139,0.3725379,0.21949047,139,0.0921501,0.15163642,5.2813115,6.2958446
140,0.7979352,0.6663631,140,0.28619397,0.19649714,4.2254133,3.6371257
141,0.8429682,0.92362183,141,0.6671897,0.68781114,2.1504946,1.8940936
142,0.21475641,0.16652948,142,0.25204018,0.25205493,5.832097,6.6437674
143,0.59096885,0.79356134,143,0.10789178,0.12349421,2.441062,3.0633616
144,0.6450186,0.53205687,144,0.4155838,0.5044335,5.4301367,6.5893626
145,0.53369874,0.5403178,145,0.73528475,0.8356508,4.274923,4.755924
146,0.43842664,0.43491197,146,0.1693506,0.14562708,2.3423154,2.285397
147,0.26916865,0.32305682,147,0.75392526,0.99137354,2.2124257,1.9806482
148,0.4699766,0.61275226,148,0.6360945,0.5364227,2.456377,2.082409
149,0.71952075,0.9599969,149,0.52963376,0.58743954,3.7748103,3.7206383
150,0.09918745,0.10440552,150,0.5284136,0.21777153,4.1902266,3.3583717
151,0.55452025,0.5683846,151,0.649391,0.89345187,2.06022,1.6369406
152,0.6614274,0.97022295,152,0.22717188,0.2796148,3.186293,4.374129
153,0.8278602,0.95233953,153,0.703373,0.8262211,1.8169532,1.8028975
154,0.3382461,0.4930551,154,0.53376734,0.835759,4.069961,6.4840508
155,0.79989696,0.8516638,155,0.72136915,0.80186963,1.828132,1.0924239
