,policy rate,reward rate,dec temp,subject,true policy rate,inferred policy rate,true reward rate,inferred reward rate,true dec temp,inferred dec temp
0,0.8331732,0.23939157,3.8043075,0,0.6971745,0.6371724,0.17627853,0.26557794,5.077299,4.6752048
1,0.06790942,0.30546758,2.6752875,1,0.07084012,0.09959666,0.29309905,0.3020406,2.9423692,3.2189224
2,0.57710564,0.29198968,4.109097,2,0.34435105,0.5049714,0.31821793,0.32239634,6.928856,6.3786235
3,0.24961197,0.6984631,2.9278686,3,0.2904817,0.27052134,0.510046,0.5700919,1.7667166,2.278728
4,0.85250705,0.5124493,2.68692,4,0.68747807,0.72187275,0.7858152,0.66905534,1.6070533,1.9828275
5,0.28762728,0.91145164,1.5738432,5,0.3034317,0.36377606,0.58498234,0.7122531,1.0753139,1.5017833
6,0.6588366,0.9257327,4.2131205,6,0.3600334,0.6133883,0.79764354,0.8865939,4.2636766,4.644895
7,0.66465163,0.4498601,6.0510654,7,0.40414,0.61713606,0.42383015,0.5714536,4.4198127,6.831133
8,0.70462805,0.81816065,4.4604483,8,0.47253203,0.65437233,0.91253066,0.8301315,6.501489,4.4520965
9,0.46403265,0.7836702,1.445514,9,0.3487438,0.4942733,0.74206114,0.70964843,1.3109878,1.4852529
10,0.9158027,0.0103015695,6.19059,10,0.9967576,0.8425188,0.011845887,0.010448646,5.3628254,6.06337
11,0.723853,0.9352746,5.6641083,11,0.6332386,0.6699308,0.74142647,0.7900611,3.794489,3.935704
12,0.062927425,0.6955574,1.6023133,12,0.14233154,0.09893994,0.8605047,0.4127096,1.1600052,1.7131448
13,0.76311815,0.32737857,1.932029,13,0.6870218,0.7306514,0.47082806,0.50793475,2.3359947,3.205565
14,0.91833174,0.93411565,5.4529333,14,0.8686063,0.7297028,0.8195417,0.7655487,6.7158165,3.8414092
15,0.28846347,0.26760337,2.7996218,15,0.33104277,0.5019582,0.27946264,0.28175604,4.5387506,3.8252776
16,0.49444327,0.24472202,2.905707,16,0.5624241,0.5492444,0.2613287,0.34923843,4.2250643,3.556224
17,0.43652242,0.7997543,5.6021986,17,0.36756974,0.3643911,0.6678158,0.65753615,6.2911143,5.859881
18,0.77819973,0.53973264,5.169621,18,0.56673366,0.6414104,0.4935493,0.60782886,6.2266803,6.384915
19,0.71900743,0.43371472,5.610221,19,0.36525118,0.7832188,0.4305175,0.34807324,5.7098384,5.748163
20,0.46002322,0.97984385,2.1810958,20,0.67734647,0.720067,0.96837336,0.7754171,4.5827775,2.121807
21,0.080519766,0.8419945,3.0192158,21,0.09924966,0.09579127,0.7254775,0.77596825,4.08434,2.7196264
22,0.5660961,0.25934508,0.48643738,22,0.7299479,0.44746196,0.9854353,0.82474273,3.2768192,1.8060606
23,0.11492183,0.51449686,2.6813283,23,0.3284108,0.30697182,0.38655478,0.61612403,1.4630959,3.218454
24,0.37663123,0.4238764,5.003992,24,0.34607595,0.555535,0.46726388,0.49447602,5.474063,5.365919
25,0.79143643,0.56797814,1.5812917,25,0.5266521,0.59928834,0.84565115,0.6490554,5.348172,2.0754793
26,0.4044213,0.45483473,4.1018577,26,0.34902954,0.41465127,0.5162457,0.57591313,3.834136,5.045458
27,0.27195495,0.4741147,5.1674943,27,0.34388322,0.25181687,0.24876046,0.31777123,4.2796106,5.4662414
28,0.57510406,0.58303016,4.473685,28,0.995737,0.61374295,0.56150687,0.5636984,3.2495072,4.3197913
29,0.7265184,0.52874696,2.8219886,29,0.78475845,0.7653901,0.40806723,0.3934407,2.2043447,3.3413332
30,0.15649118,0.6935299,3.5558197,30,0.34033376,0.20787859,0.8364211,0.5509571,1.4258704,1.8455272
31,0.4031617,0.74847835,2.3697896,31,0.4354378,0.3857968,0.7419257,0.7432649,4.5399942,4.111136
32,0.51854163,0.40298453,1.6396337,32,0.58802664,0.49312702,0.6615427,0.5020575,2.272096,2.928835
33,0.21969263,0.77114475,2.76362,33,0.18723273,0.21317059,0.9485334,0.74194664,1.5935553,2.7396064
