,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.5918896,0.6971745,0,0.2947213,0.17627853,4.823349,5.077299
1,0.11946831,0.07084012,1,0.33474332,0.29309905,3.375672,2.9423692
2,0.5000791,0.34435105,2,0.3313556,0.31821793,6.488372,6.928856
3,0.27626282,0.2904817,3,0.6410264,0.510046,2.592184,1.7667166
4,0.6646013,0.68747807,4,0.6906399,0.7858152,2.4287846,1.6070533
5,0.36000475,0.3034317,5,0.70322704,0.58498234,2.031152,1.0753139
6,0.58160555,0.3600334,6,0.75232863,0.79764354,3.5292578,4.2636766
7,0.6016021,0.40414,7,0.58564574,0.42383015,6.8585014,4.4198127
8,0.63862056,0.47253203,8,0.73789465,0.91253066,3.7080183,6.501489
9,0.47957757,0.3487438,9,0.70112,0.74206114,1.9775407,1.3109878
10,0.3596515,0.9967576,10,0.4889231,0.011845887,2.1916444,5.3628254
11,0.683042,0.6332386,11,0.72994703,0.74142647,3.6865828,3.794489
12,0.11192244,0.14233154,12,0.53781784,0.8605047,2.1225407,1.1600052
13,0.6952685,0.6870218,13,0.5272114,0.47082806,3.423121,2.3359947
14,0.70344764,0.8686063,14,0.6887947,0.8195417,3.4646516,6.7158165
15,0.46370143,0.33104277,15,0.29239514,0.27946264,4.061549,4.5387506
16,0.533752,0.5624241,16,0.3670475,0.2613287,3.633593,4.2250643
17,0.36136395,0.36756974,17,0.6494755,0.6678158,5.877099,6.2911143
18,0.6219171,0.56673366,18,0.60422415,0.4935493,6.497006,6.2266803
19,0.7519401,0.36525118,19,0.35938367,0.4305175,5.930328,5.7098384
20,0.71505195,0.67734647,20,0.71848965,0.96837336,2.3181882,4.5827775
21,0.11771425,0.09924966,21,0.70876575,0.7254775,2.6492107,4.08434
22,0.43698883,0.7299479,22,0.7531518,0.9854353,2.0780253,3.2768192
23,0.32000685,0.3284108,23,0.6482245,0.38655478,3.4346168,1.4630959
24,0.537402,0.34607595,24,0.5056948,0.46726388,5.636001,5.474063
25,0.56434363,0.5266521,25,0.6828801,0.84565115,2.3803332,5.348172
26,0.40634066,0.34902954,26,0.5924423,0.5162457,5.143765,3.834136
27,0.25829038,0.34388322,27,0.33720002,0.24876046,5.559301,4.2796106
28,0.5998849,0.995737,28,0.58151364,0.56150687,4.404748,3.2495072
29,0.73811924,0.78475845,29,0.4310771,0.40806723,3.3660777,2.2043447
30,0.21410011,0.34033376,30,0.5914296,0.8364211,2.2267437,1.4258704
31,0.3817967,0.4354378,31,0.703125,0.7419257,3.8307035,4.5399942
32,0.48154718,0.58802664,32,0.55425507,0.6615427,3.0624824,2.272096
33,0.21492234,0.18723273,33,0.6874554,0.9485334,2.703798,1.5935553
34,0.47884077,0.5300856,34,0.6487196,0.73607266,3.684803,3.984787
35,0.7357927,0.80511516,35,0.7418462,0.9745663,2.2939887,3.1375382
36,0.28982043,0.34631395,36,0.7406316,0.6624335,2.5864897,1.1217365
37,0.79360175,0.9483747,37,0.6317942,0.38666928,5.5807705,3.5569773
38,0.2881839,0.2494002,38,0.67781025,0.26678115,2.119188,1.9038326
39,0.44046533,0.30127484,39,0.618592,0.6468541,6.769671,6.9849954
40,0.3050494,0.33862227,40,0.46133718,0.41997296,7.064317,6.787513
41,0.69866836,0.6023537,41,0.6444849,0.36571813,2.5280073,1.7365471
42,0.26572964,0.3311504,42,0.6927811,0.78031784,3.6036625,4.6335096
43,0.22733115,0.28171265,43,0.69886714,0.6224529,2.1830697,2.7680154
44,0.42647037,0.57494056,44,0.04564998,0.026441514,5.056469,6.2095337
45,0.48525435,0.4584371,45,0.07477024,0.06749129,6.4156113,6.3760443
46,0.8412933,0.8965924,46,0.7366235,0.5256165,1.9003563,1.0306251
47,0.22502366,0.20233399,47,0.64737433,0.6892997,5.9120293,6.498911
48,0.0628366,0.0028330684,48,0.65742797,0.484596,4.3693175,3.0209198
49,0.64797896,0.9930519,49,0.53050023,0.5519492,5.006427,4.67476
