,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.4819119,0.3397931,0,0.69548315,0.69380856,3.401879,3.7835598
1,0.4531302,0.4364459,1,0.66025823,0.9244819,1.6225705,1.7924104
2,0.74792224,0.8488129,2,0.6946233,0.7839123,5.575834,6.702705
3,0.50929284,0.36346304,3,0.7197889,0.8113988,2.4566078,3.9815714
4,0.041764542,0.019775748,4,0.72492933,0.79558563,3.0883234,3.3321865
5,0.50896704,0.6758484,5,0.6561449,0.6482834,5.035262,5.5089417
6,0.51830703,0.3303479,6,0.40022516,0.3816927,5.1322365,6.133182
7,0.5713635,0.7821088,7,0.8721998,0.9816683,5.4396887,6.925695
8,0.62635523,0.49804765,8,0.28947294,0.40517282,3.7173827,5.102869
9,0.2016937,0.23350656,9,0.75837344,0.97116363,2.0018964,3.603335
10,0.23918216,0.14624453,10,0.09435326,0.11293101,4.9850698,5.4980307
11,0.36261362,0.47296047,11,0.48679987,0.4066822,3.3140078,3.2764945
12,0.18989794,0.16720909,12,0.58010364,0.6693554,4.8478603,5.7694283
13,0.3569476,0.36647028,13,0.43452072,0.30577105,4.36697,4.156131
14,0.8123231,0.8139558,14,0.33526102,0.7302038,2.8699844,3.3271074
15,0.40861678,0.42509866,15,0.46602935,0.5092458,4.9565334,5.0562882
16,0.47768334,0.38468778,16,0.60097647,0.75190675,2.3244843,1.5612118
17,0.18091872,0.36378735,17,0.32313588,0.2701704,4.906086,5.6257834
18,0.30507264,0.53901047,18,0.80573994,0.8850638,3.828212,4.327486
19,0.38870227,0.7314924,19,0.66583216,0.008319199,1.6481878,2.2376008
20,0.572416,0.6788853,20,0.5242163,0.75931364,4.5497246,6.097356
21,0.7766968,0.9056668,21,0.62921494,0.7608832,3.1801212,4.8370247
22,0.6610724,0.70769113,22,0.05338392,0.028253198,2.528558,2.1297674
23,0.7465193,0.75330764,23,0.15175699,0.1341241,3.9897642,4.4033866
24,0.83750635,0.6548798,24,0.585327,0.7455956,2.7172465,2.7881894
25,0.4127987,0.5047844,25,0.79797584,0.9085611,5.2290115,6.7093654
26,0.71866244,0.88994247,26,0.22403036,0.20281142,2.438068,1.327722
27,0.82274497,0.7866973,27,0.7633087,0.7377419,4.024272,2.1267688
28,0.82288736,0.9565209,28,0.39896113,0.34349614,4.3501267,4.6361394
29,0.22697076,0.25618184,29,0.7695454,0.770024,1.9507365,1.5114461
30,0.56112057,0.7908427,30,0.292639,0.36751324,5.4553075,6.359434
31,0.35726205,0.41741365,31,0.15273999,0.1727081,6.758492,6.5216746
32,0.29128447,0.3809024,32,0.58395654,0.4437971,4.173284,3.8883233
