,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp
0,0.48472753,0.3397931,0,0.7130543,0.69380856,3.433686,3.7835598
1,0.46869764,0.4364459,1,0.65586597,0.9244819,1.66371,1.7924104
2,0.75945085,0.8488129,2,0.68906754,0.7839123,5.5302644,6.702705
3,0.58839947,0.36346304,3,0.75031775,0.8113988,2.5895987,3.9815714
4,0.040503703,0.019775748,4,0.73469347,0.79558563,3.0980844,3.3321865
5,0.5146086,0.6758484,5,0.6682904,0.6482834,5.281535,5.5089417
6,0.51994616,0.3303479,6,0.39457673,0.3816927,5.2056856,6.133182
7,0.5998801,0.7821088,7,0.91927516,0.9816683,5.988598,6.925695
8,0.6489338,0.49804765,8,0.27593812,0.40517282,3.399405,5.102869
9,0.21236588,0.23350656,9,0.77260303,0.97116363,1.985314,3.603335
10,0.22396591,0.14624453,10,0.09347441,0.11293101,5.0592794,5.4980307
11,0.35677123,0.47296047,11,0.48893103,0.4066822,3.3283277,3.2764945
12,0.18036452,0.16720909,12,0.5611779,0.6693554,4.7107773,5.7694283
13,0.36276117,0.36647028,13,0.43278775,0.30577105,4.386222,4.156131
14,0.84079087,0.8139558,14,0.32910436,0.7302038,2.9491959,3.3271074
15,0.4106278,0.42509866,15,0.45593688,0.5092458,4.844999,5.0562882
16,0.48776338,0.38468778,16,0.5747188,0.75190675,2.289095,1.5612118
17,0.18289523,0.36378735,17,0.31770205,0.2701704,4.9379096,5.6257834
18,0.31959814,0.53901047,18,0.85136354,0.8850638,4.1913476,4.327486
19,0.40745795,0.7314924,19,0.64881873,0.008319199,1.5944797,2.2376008
20,0.5751234,0.6788853,20,0.5199334,0.75931364,4.567142,6.097356
21,0.7918007,0.9056668,21,0.6401296,0.7608832,3.237959,4.8370247
22,0.6753736,0.70769113,22,0.050300755,0.028253198,2.5197027,2.1297674
23,0.76144886,0.75330764,23,0.1513295,0.1341241,4.088777,4.4033866
24,0.8544824,0.6548798,24,0.5593411,0.7455956,2.5318446,2.7881894
25,0.4073456,0.5047844,25,0.81082016,0.9085611,5.531956,6.7093654
26,0.7389971,0.88994247,26,0.20012301,0.20281142,2.3508482,1.327722
27,0.85383123,0.7866973,27,0.7895564,0.7377419,4.174145,2.1267688
28,0.842012,0.9565209,28,0.39396277,0.34349614,4.3843975,4.6361394
29,0.2266962,0.25618184,29,0.79501086,0.770024,1.968636,1.5114461
30,0.5569804,0.7908427,30,0.3020485,0.36751324,5.4348526,6.359434
31,0.36204988,0.41741365,31,0.1547022,0.1727081,6.769496,6.5216746
32,0.28801182,0.3809024,32,0.5781778,0.4437971,4.213866,3.8883233
33,0.21447605,0.15892524,33,0.6100816,0.54291475,4.529518,4.4945655
34,0.026274147,0.02429688,34,0.11226579,0.11623222,2.6174736,3.8086133
35,0.05234736,0.4172145,35,0.47523034,0.0011839867,2.3350105,4.898367
36,0.12193962,0.08306724,36,0.7112453,0.28502977,1.7007374,1.1321789
37,0.40082318,0.33471537,37,0.12930094,0.074457884,2.7346473,2.6162255
38,0.5219795,0.3730837,38,0.34004265,0.35876012,1.6009446,1.0895225
39,0.3763531,0.30673218,39,0.73926604,0.83173573,2.2215662,2.5456712
40,0.3062664,0.26425952,40,0.8239869,0.8737509,4.4483576,3.743957
41,0.68551964,0.8149148,41,0.79510707,0.96934766,1.645472,1.793313
42,0.79009926,0.6724041,42,0.5747356,0.60613185,3.8214488,3.4723005
43,0.16092995,0.14292777,43,0.14618407,0.14497364,2.5105858,2.2076526
44,0.11120264,0.08464694,44,0.66326904,0.6064656,5.395353,6.8011127
45,0.57074565,0.45149618,45,0.2875648,0.17185652,4.804119,3.8463094
46,0.16644488,0.26168036,46,0.78385645,0.84577006,4.5360136,6.8109655
47,0.7778839,0.8993776,47,0.7874349,0.9367471,2.6284437,3.4738443
48,0.54821736,0.58283216,48,0.6410996,0.67926717,2.2943351,1.9734917
49,0.72407764,0.9021795,49,0.84289443,0.9622658,4.479099,6.910985
50,0.56492454,0.39545637,50,0.68663377,0.40351093,1.9279914,1.6642337
51,0.03091846,0.0055125356,51,0.5152034,0.5745596,4.2501674,5.6461616
52,0.4793669,0.99818605,52,0.5471874,0.54173,2.7998989,2.8000948
53,0.7006427,0.58448887,53,0.42881933,0.4879642,4.4253755,3.8589091
54,0.08550209,0.072740555,54,0.53573805,0.8229109,4.345019,6.4142375
55,0.5230642,0.30377364,55,0.3773028,0.40268677,4.434885,3.9301846
56,0.1640708,0.20934898,56,0.06549621,0.042947173,3.0076191,1.874708
57,0.45201337,0.3880942,57,0.21049578,0.18186325,6.1811514,6.2721577
58,0.8189755,0.78630614,58,0.5292392,0.65841544,4.0055184,5.3761826
59,0.81600356,0.7136247,59,0.091654405,0.07973993,7.1324534,6.675877
60,0.614787,0.5589949,60,0.52509284,0.56308526,3.3058043,3.4545164
61,0.6606337,0.5077183,61,0.020960532,0.020497859,6.9913588,6.578811
62,0.7595706,0.9031047,62,0.8298479,0.71426964,4.456152,4.847742
63,0.7578571,0.5805181,63,0.57085156,0.39051414,2.197364,2.2927868
64,0.8567539,0.9823785,64,0.13669989,0.08234781,5.4375997,5.9532986
65,0.7941722,0.7989824,65,0.54792726,0.48962444,2.968341,2.6155932
66,0.6651449,0.68158185,66,0.2566466,0.28260356,3.409105,3.1112065
67,0.83498716,0.85776913,67,0.6574541,0.3901626,4.096586,3.3693905
68,0.06807795,0.05323541,68,0.5040841,0.81118417,2.9707072,1.2724155
69,0.5476554,0.52771235,69,0.5237018,0.694941,5.607986,6.970026
70,0.70041347,0.6791458,70,0.72566384,0.65916866,1.9946716,1.7747908
71,0.71290857,0.8455823,71,0.45966312,0.44799274,4.675248,6.0913258
72,0.74472666,0.8236337,72,0.18513818,0.18689203,5.7972846,6.2621136
73,0.7668533,0.969091,73,0.58374685,0.5447748,5.341636,3.7501748
74,0.2887911,0.29002917,74,0.6658424,0.8871065,2.7260532,2.422753
75,0.54258937,0.65972215,75,0.83841443,0.91263723,5.6750097,6.287686
76,0.40573877,0.6707572,76,0.24561197,0.23649454,4.873128,5.1085496
77,0.764198,0.72233754,77,0.6790429,0.8313084,5.7564244,6.0250683
78,0.059016723,0.05280012,78,0.55651736,0.54072016,4.1933722,2.3889952
79,0.27849272,0.2980634,79,0.29098016,0.7499096,3.990161,5.6671157
80,0.78890115,0.99950063,80,0.51348704,0.70985305,4.638084,6.351941
81,0.43121028,0.3476665,81,0.4462151,0.7238969,1.8621968,2.5131273
82,0.73311025,0.6492926,82,0.3840769,0.4616269,5.273307,5.473032
83,0.5786565,0.4621181,83,0.012786125,0.013586402,6.3111296,6.2183027
84,0.12606686,0.0926975,84,0.4342758,0.71066517,5.052709,6.8029165
85,0.7872585,0.62953645,85,0.32425502,0.5416684,3.5435252,5.040841
86,0.046635136,0.019811034,86,0.76561546,0.75542176,1.9805896,1.3666687
87,0.12807672,0.14459431,87,0.5316108,0.6207076,6.3784823,6.334497
88,0.31796265,0.46058547,88,0.01923905,0.014240742,4.836343,4.4395833
89,0.6122428,0.57792693,89,0.6714826,0.2973606,3.261468,1.4858882
90,0.29039985,0.41867495,90,0.6485645,0.6456874,5.2420588,4.721292
91,0.36752042,0.59390527,91,0.73737353,0.5465512,4.0178986,3.242452
92,0.32173803,0.23902255,92,0.08304277,0.0794639,6.9779987,6.8674555
93,0.24238373,0.26774663,93,0.42607424,0.7495271,2.5638492,3.7640896
94,0.07576093,0.046625912,94,0.03733658,0.037796497,3.2607923,3.3100648
95,0.26323768,0.24841279,95,0.47698823,0.20117408,2.188513,1.9223691
96,0.4115769,0.19853222,96,0.68629944,0.8999634,2.156148,1.8631642
97,0.5397898,0.6435996,97,0.5531505,0.26406574,2.3088741,2.79889
98,0.045541916,0.0030858517,98,0.111381255,0.114634514,4.2997904,4.1534357
99,0.5480687,0.45104057,99,0.79612887,0.9430764,2.883157,5.6129932
