,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.5980791,0.6410488,0,0.58455086,0.58399266,2.6413531,3.2902987,4.0976,5.366233
1,0.64492786,0.8263866,1,0.35370153,0.32045573,2.457605,1.184869,3.534743,3.7121594
2,0.53702545,0.39379627,2,0.24428833,0.22845888,3.2224393,3.5954294,4.043548,3.193728
3,0.21203804,0.06953454,3,0.4146493,0.41506344,2.0812385,3.7782817,3.4823413,3.468882
4,0.19269624,0.106399715,4,0.27292907,0.27382278,1.9897729,3.1987605,4.8144436,4.837268
5,0.69860214,0.7409941,5,0.17325965,0.13919377,1.2341858,0.6707014,0.59154564,1.080834
6,0.6047079,0.13092268,6,0.1003246,0.01537472,3.9725564,2.886355,3.9544203,0.5765945
7,0.42367846,0.20679069,7,0.6713402,0.6895212,2.8023305,5.08037,3.6451156,4.044692
8,0.8313203,0.85220003,8,0.74369776,0.6781074,4.0564876,4.0762033,1.204835,0.2689923
9,0.30344886,0.17919481,9,0.6830488,0.8367759,2.5771108,5.0932474,1.147693,1.3768784
10,0.47219634,0.25713593,10,0.56437844,0.5573937,2.8290145,4.2207775,1.630939,1.0706999
11,0.6708095,0.4890436,11,0.7876476,0.82658523,3.08406,4.50718,1.1462095,1.3238161
12,0.71957564,0.75484806,12,0.79170644,0.84211445,2.3914044,2.7075756,0.9621944,0.5591433
13,0.22067153,0.04086256,13,0.78751534,0.98049706,1.5597376,4.2487764,0.86220515,0.04073596
14,0.27437416,0.0105654,14,0.7572914,0.77417094,1.4980791,0.744691,4.0006304,4.754095
15,0.3349984,0.8401337,15,0.8327618,0.995173,1.4923226,1.3190682,3.0865018,3.6355004
16,0.15380122,0.21500075,16,0.094989926,0.05694878,2.082745,0.25627792,3.4168994,2.6897407
17,0.54429555,0.6422863,17,0.80906284,0.97737503,2.6671417,2.9761147,2.024159,3.5355415
18,0.18205401,0.05160469,18,0.42955127,0.3873303,1.4058586,0.75986123,1.5508416,1.8743752
19,0.62761474,0.5920608,19,0.62953734,0.58078855,3.0106292,2.5492072,1.8894129,2.5810232
20,0.29488373,0.15519887,20,0.40522513,0.444202,2.7538111,5.27149,3.8123577,2.8143673
21,0.34269574,0.68054724,21,0.5038902,0.43052864,2.7146873,0.7828964,3.9829986,4.3107376
22,0.6159638,0.59475297,22,0.16511603,0.15068495,3.8054507,4.6088953,3.5004463,2.3863857
23,0.78798264,0.7963252,23,0.44269893,0.4825197,4.428761,5.5686154,2.08228,1.8544117
24,0.22951512,0.19661224,24,0.4099378,0.393754,3.5895083,3.8634002,1.1025845,1.6475476
25,0.70193785,0.6636351,25,0.565663,0.575442,4.000543,5.0589557,4.1988606,4.7785335
26,0.43393824,0.195826,26,0.07867851,0.035959125,3.3791873,2.0337563,4.3411574,5.3810716
27,0.50709665,0.32189524,27,0.7687964,0.87413985,2.9485133,5.4042826,2.0887294,3.7207565
28,0.352728,0.20919418,28,0.67410547,0.783902,1.9810612,2.938243,4.368611,3.911042
29,0.73006934,0.7201974,29,0.38670024,0.31644422,4.0227094,2.6970062,2.8325188,1.4969187
30,0.63789636,0.6850283,30,0.26611102,0.23453611,3.6559653,5.188215,2.7419014,0.6321144
31,0.3032915,0.8070304,31,0.79910344,0.9035572,1.4647117,0.16506386,2.2371747,3.1199107
32,0.7117754,0.9785866,32,0.39882568,0.45552194,4.0842385,4.500576,3.6164827,4.920881
33,0.57015365,0.7935861,33,0.7668108,0.8557728,3.225941,4.0045285,2.171753,5.5343733
34,0.5107917,0.84577537,34,0.72433937,0.7548737,2.955357,2.534252,3.2931323,2.4744024
35,0.2287424,0.20158154,35,0.5467356,0.4463898,2.3740137,2.7190218,0.99911964,0.5221975
36,0.5684691,0.27561587,36,0.09398245,0.019993305,3.9506006,1.906115,3.9777198,4.6059256
37,0.5727623,0.25633502,37,0.107275225,0.009676814,3.936166,4.0747166,3.7747974,0.6035453
38,0.6086632,0.9957839,38,0.3226523,0.32564777,3.4462612,3.1435266,3.2011013,5.0696764
39,0.76703256,0.98521364,39,0.39490697,0.4449032,3.8923233,4.216161,1.3343736,2.86451
40,0.40928015,0.8358345,40,0.80107546,0.94244677,1.8221084,1.7179856,3.0383162,3.6352322
41,0.6280444,0.33241826,41,0.2062442,0.20708758,3.9424615,5.23687,3.508086,3.8835478
42,0.34525684,0.28902525,42,0.68379843,0.65995365,1.1501129,1.4585037,0.838584,0.82374394
43,0.4847245,0.28499746,43,0.75071645,0.911849,2.465339,4.695656,2.7931688,4.3815203
44,0.5325241,0.5994977,44,0.2583289,0.29271275,3.733933,4.5078163,2.3102276,1.4441435
45,0.22261332,0.039446414,45,0.63345724,0.6859545,1.9208739,3.6736274,2.624311,3.0627258
46,0.30501398,0.11679745,46,0.18164788,0.15391153,2.9685605,2.4731622,4.7150517,4.706792
47,0.26907268,0.6090315,47,0.6375027,0.4581167,0.94920933,0.010730624,1.1800579,1.8052944
48,0.75786203,0.8570469,48,0.7751747,0.8215654,3.8394637,4.10878,1.7279509,2.303804
49,0.43746382,0.6158405,49,0.38623768,0.36150151,2.2789233,1.227318,2.5493197,3.7689304
50,0.5812958,0.12120497,50,0.10728325,0.051748574,3.9932997,4.4318085,3.896734,5.676654
51,0.28503847,0.115757525,51,0.5884955,0.50771177,2.2384136,1.0953348,3.4315438,3.735001
52,0.66361403,0.63173324,52,0.22935236,0.23696148,3.8917315,3.6837454,3.0495987,1.9565141
53,0.2715627,0.37517595,53,0.470891,0.45596617,1.7723218,0.53533065,4.6614766,4.5738306
54,0.64526916,0.6393466,54,0.2204363,0.28329504,4.0597644,3.831334,3.3032393,4.6547947
55,0.501126,0.65614176,55,0.306656,0.29534632,3.1696973,3.1037207,1.5886137,1.4196203
56,0.5329779,0.5792384,56,0.12276378,0.13271338,3.640287,3.1379824,3.5511901,3.3686392
57,0.30667523,0.3974169,57,0.40050113,0.35577643,2.2300582,1.5093867,4.522035,2.9746614
58,0.26224944,0.2136215,58,0.69741404,0.8753196,2.0247812,2.4204526,1.4256228,2.2577498
59,0.38829535,0.5347535,59,0.49516514,0.5252809,2.865521,2.4889784,3.6185482,4.456683
60,0.6707148,0.567289,60,0.49876812,0.45580804,3.486772,3.3330452,2.6289208,1.4501839
61,0.50617886,0.3461879,61,0.45804927,0.515599,2.6773095,4.393941,3.2590108,3.2005596
62,0.5822483,0.5508375,62,0.58489233,0.59168,3.183188,3.5745678,4.1407833,4.663124
63,0.65115476,0.850227,63,0.18907355,0.22063124,4.1576934,5.656822,2.9210393,5.5075655
64,0.30835772,0.8868963,64,0.4242153,0.37932432,2.19695,0.36326587,3.0643425,3.644894
65,0.5470378,0.82726467,65,0.55788344,0.54695797,2.7273607,2.1404536,2.6217256,3.127643
66,0.30225265,0.21203786,66,0.6968662,0.7002353,2.225714,2.4684215,4.644278,4.085802
67,0.25349978,0.31284052,67,0.47596195,0.44485706,2.295418,1.2787213,4.884732,4.552887
68,0.81726515,0.8242337,68,0.48382977,0.5021787,2.2752602,2.5533953,0.62499017,0.1776706
69,0.6878477,0.9349075,69,0.6172721,0.6371482,3.2065253,2.1821833,1.3232639,1.5643902
70,0.62148935,0.7269303,70,0.29445344,0.2583816,3.7153997,2.7213857,4.2832074,3.397861
71,0.6270806,0.9676935,71,0.112676725,0.06710148,4.059033,1.6026149,3.8881075,2.5704546
72,0.6448004,0.28083754,72,0.23154874,0.21135205,2.8124409,3.2619276,1.4211938,0.36148524
73,0.2924848,0.74288,73,0.1157935,0.071538925,1.908208,0.41879046,3.6113453,4.4209476
74,0.5715845,0.7722537,74,0.774085,0.7729207,2.3951962,2.0101757,3.8012831,3.7724376
75,0.25202644,0.028264642,75,0.60935694,0.5916828,2.3765008,5.013655,2.1368272,2.43399
76,0.25750917,0.15904683,76,0.36633298,0.3846637,3.4314458,5.505865,3.186988,2.6254041
77,0.31829754,0.30224538,77,0.75122523,0.88977855,1.8758984,2.0488806,2.7974887,3.787445
78,0.39502394,0.36741275,78,0.48948342,0.51263875,2.54256,2.4031286,0.9908325,1.0353059
79,0.29435018,0.31872058,79,0.65876305,0.6496073,1.978631,1.5857931,3.9549513,4.3694515
80,0.7512627,0.7413298,80,0.6405853,0.76226246,4.492879,5.7580643,2.7334695,4.025177
81,0.3081186,0.33862925,81,0.6857867,0.4145109,0.8254998,0.17985678,0.8038036,1.4328686
82,0.57491904,0.59566265,82,0.09806317,0.079847276,3.976287,2.7917447,3.7824502,4.442369
83,0.29265967,0.3310147,83,0.75594217,0.8386963,1.5502391,0.83081853,3.1097438,3.1995559
84,0.6339625,0.52456653,84,0.10676442,0.040219486,4.22762,5.9953556,3.3691933,5.8145423
85,0.5876255,0.71706986,85,0.63268065,0.6653212,2.960229,2.6975574,1.9789424,2.187549
86,0.23667197,0.11659318,86,0.7382148,0.7502981,0.7111626,0.16933501,0.6042151,0.972648
87,0.75614816,0.8637611,87,0.6492679,0.62290907,4.116735,3.74846,2.9315946,2.3358197
88,0.37928668,0.40906698,88,0.5809933,0.58666974,1.6241782,1.2643883,1.9202756,1.7184784
89,0.26148003,0.16119331,89,0.48260283,0.54771644,2.134118,2.1044931,4.9371305,5.7281356
90,0.463939,0.73646617,90,0.5645864,0.526171,2.2662997,1.4508394,2.4548273,1.8843706
91,0.5652723,0.907806,91,0.08223364,0.008246422,3.9182613,1.3269829,4.11466,2.840837
92,0.50107515,0.7732958,92,0.5398514,0.55559397,2.9898374,2.0602064,4.41888,5.40234
93,0.8255338,0.9842732,93,0.53337085,0.48684037,4.060445,3.7585425,1.1208184,0.7326772
94,0.26042217,0.36549735,94,0.5825108,0.4384879,1.7975659,0.521346,4.745059,4.6517105
95,0.30681458,0.11068642,95,0.69667137,0.7806792,0.56677395,0.37503576,0.45132086,0.40318215
96,0.5943424,0.7089385,96,0.12383327,0.069283605,4.031709,4.674341,3.691454,0.87929606
97,0.582763,0.6242761,97,0.2924558,0.26748484,3.247977,3.133997,2.8658438,2.3261766
98,0.25018477,0.1909427,98,0.4419696,0.43062198,1.6803653,0.40167975,2.7042546,3.3959763
99,0.55378616,0.4469828,99,0.7039407,0.71384066,3.4299583,3.8029156,1.0137775,0.6624849
100,0.64735633,0.7742203,100,0.3193088,0.3172186,3.7518015,2.0434628,3.1470273,4.0839996
101,0.7121382,0.7482535,101,0.80719113,0.9610952,3.565022,4.9712687,1.5064136,1.2126417
102,0.6756572,0.77051,102,0.41345945,0.3816936,3.8362827,2.7997491,3.089965,3.523118
103,0.6338657,0.5518394,103,0.39157674,0.4249522,2.9206939,3.6757364,4.2292843,3.7083964
104,0.2510392,0.028455794,104,0.70869726,0.7013123,1.6022332,1.1167384,4.39142,4.8481283
105,0.5826658,0.8449771,105,0.10435074,0.09687936,3.8850029,4.454284,3.8110995,5.9259405
106,0.83626926,0.9966086,106,0.6274775,0.728573,4.452088,5.599101,1.6737363,4.3336897
107,0.46895215,0.24561447,107,0.60605675,0.57350564,2.9424677,4.5900745,4.829756,3.7715077
108,0.5984658,0.7607147,108,0.23113106,0.1703211,3.6400278,1.7460809,2.8657691,3.46936
109,0.24690196,0.03391552,109,0.793716,0.9684586,1.3881727,4.9826927,3.760894,5.17778
110,0.6427556,0.79247546,110,0.0945349,0.06653988,4.1559834,5.247982,3.4376187,1.4626522
111,0.15682296,0.0560714,111,0.33241206,0.37208486,1.9300523,4.639314,2.4221377,2.743462
112,0.2635426,0.10413486,112,0.3030287,0.25076026,1.7731953,0.5505266,4.2592745,4.863428
113,0.684801,0.9048412,113,0.8222032,0.9765796,3.0886302,4.766666,1.7277564,5.17652
114,0.7663157,0.97811943,114,0.37729424,0.37189543,4.286652,3.432169,1.8071496,2.5411596
115,0.7822846,0.88653475,115,0.54753006,0.5145742,4.238572,4.3112144,1.7520204,0.118154526
116,0.43910438,0.55817884,116,0.728505,0.7635672,1.2498739,1.3320923,0.83242494,0.4248129
117,0.36742663,0.4620871,117,0.26311868,0.22716087,2.5736852,1.5509613,0.9810575,1.6160431
118,0.7032253,0.5897386,118,0.7796767,0.84011245,3.883831,5.038078,1.5893553,3.4609904
119,0.32628077,0.16947466,119,0.790087,0.9376644,1.7984967,3.2248657,4.4402494,5.10787
120,0.5508739,0.7711015,120,0.114958696,0.115516484,3.7758462,4.463419,3.7693946,4.954163
121,0.23160027,0.31921285,121,0.7891494,0.7667258,1.5000912,0.8069122,3.0931923,3.0958934
122,0.3635727,0.42256975,122,0.7677541,0.983014,1.3303894,1.4289651,0.8394635,1.043438
123,0.39437664,0.6659662,123,0.44008538,0.39402294,2.3504055,0.967167,5.21315,5.2892604
124,0.601574,0.73166966,124,0.11611417,0.10633111,4.085903,3.7291238,3.9027169,5.1589136
125,0.30106625,0.5643442,125,0.60268325,0.681574,1.4046894,0.7560017,1.4786595,1.8482491
126,0.6411063,0.9989296,126,0.296578,0.23869193,1.5488167,0.49537396,0.9822114,1.3193629
127,0.77233255,0.9325143,127,0.8568403,0.97911334,3.4741762,5.749629,1.0948857,1.7392466
128,0.6127528,0.834148,128,0.10404726,0.089861155,3.8956602,1.9060528,3.4634578,1.1105272
129,0.81148595,0.7026779,129,0.65824527,0.6732304,4.21153,5.5600586,1.9964348,0.7599224
130,0.28421476,0.13794988,130,0.64911497,0.39231443,0.7299967,1.1590991,0.49212465,0.076882124
131,0.29400674,0.11969203,131,0.666002,0.6912104,1.393052,1.1125567,2.4638605,2.5408454
132,0.5881916,0.47923726,132,0.76454663,0.8947119,2.6259649,3.0188112,1.2499478,2.3269482
133,0.53252405,0.9663926,133,0.16170718,0.17981696,3.292746,3.67417,3.7513773,3.8367827
134,0.25994644,0.8938708,134,0.15452947,0.15576011,2.4109774,0.6981708,4.436074,5.9217505
135,0.51425266,0.4689198,135,0.6833888,0.7723973,2.9469469,3.0645514,2.8866546,3.923431
136,0.55496055,0.874896,136,0.80118287,0.9207932,2.659204,2.8493524,3.1004488,5.9989796
137,0.5451735,0.41344434,137,0.3149932,0.33277208,3.3225055,4.0802455,4.234922,4.7895756
138,0.29005575,0.030584991,138,0.4990122,0.34237498,1.9659129,0.29044962,3.8166313,4.3356695
139,0.29961127,0.22298467,139,0.7821389,0.98801625,1.6012048,4.126863,1.0617349,0.14479172
140,0.57507557,0.3818823,140,0.101630665,0.032449245,3.7821524,3.0815034,3.775077,5.6340957
141,0.3102247,0.3325405,141,0.62577987,0.5145685,1.5943556,0.09038651,3.8506572,3.594906
142,0.77575415,0.7524028,142,0.7613776,0.7961075,4.20801,5.6937294,1.698068,1.2216421
143,0.79070836,0.98145384,143,0.7270973,0.732063,4.360183,4.515722,2.4894862,4.653178
144,0.6243447,0.2588765,144,0.10066013,0.050490916,3.4725842,1.8103741,1.8437189,1.5262567
145,0.634355,0.8176405,145,0.17967652,0.17087853,4.0019674,3.945207,2.8560834,1.7546178
