,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.38564214,0,0.3890533,2.7174618,4.4649816
1,0.34766585,1,0.6749131,1.9097397,1.9148818
2,0.49077395,2,0.35867906,2.7152853,2.7319372
3,0.74572873,3,0.6499435,3.5029843,1.7335503
4,0.49691364,4,0.22830872,3.018359,3.2438936
5,0.3769085,5,0.6731602,2.1090477,3.6992588
6,0.67940164,6,0.5917888,3.4954507,2.5254982
7,0.40164304,7,0.5429677,2.6867073,4.7040052
8,0.34970728,8,0.7038919,1.9410475,2.7085872
9,0.6303778,9,0.20405772,4.0083094,4.3035326
10,0.41011927,10,0.22807758,2.9173536,4.69949
11,0.47291815,11,0.60984915,1.2367836,1.0499407
12,0.36249658,12,0.67891663,1.9470727,3.1113193
13,0.5710935,13,0.26343304,3.4666724,4.3289876
14,0.3975345,14,0.374971,2.4589427,4.5584188
15,0.3609558,15,0.6698379,2.003935,3.3771021
16,0.67630243,16,0.24281786,3.981755,3.1760325
17,0.36261675,17,0.6968136,1.8311056,2.5489953
18,0.76225144,18,0.57888967,3.8020654,2.4574654
19,0.38407618,19,0.68793917,2.0459774,1.7994347
20,0.48301473,20,0.5682727,2.800664,2.4119627
21,0.74204975,21,0.648801,3.407792,1.8063319
22,0.6296047,22,0.19630182,3.9697092,4.414638
23,0.65453964,23,0.47496948,3.6710987,4.1223283
24,0.3691129,24,0.52404445,2.6045644,4.6124854
25,0.7446126,25,0.57634383,3.723312,1.957156
26,0.7258041,26,0.5478866,3.8690386,3.0775287
27,0.55826926,27,0.6409121,2.6351528,2.7591646
28,0.58918995,28,0.5988298,3.1468647,2.859471
29,0.3397046,29,0.42813358,2.7151415,2.7786322
30,0.75246024,30,0.6356517,3.5796995,1.814572
31,0.55189186,31,0.6983989,2.4248629,1.4988732
32,0.35748658,32,0.6750731,2.1060805,2.627436
33,0.692304,33,0.18640372,4.2161174,3.9509654
34,0.41479498,34,0.6178543,2.2996135,3.3638375
35,0.6116967,35,0.29506096,3.3380854,3.739961
36,0.43478268,36,0.67707026,2.1305635,2.2028646
37,0.6696973,37,0.22724773,3.9177797,3.8634925
38,0.5147396,38,0.6649635,2.5873222,2.2434063
39,0.27860755,39,0.40059307,2.0323567,3.9274552
