,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.49308914,0.5527329,0.77223337,1.2990245,0.20108996,0
1,0.34186482,0.41630816,1.4946455,0.4907428,0.24863285,1
2,0.21781202,0.82840794,3.2692533,1.4319081,0.18593323,2
3,0.13151817,0.50263035,1.2563831,1.0164955,0.4085429,3
4,0.34553626,0.8190972,1.4759346,2.055519,0.5674978,4
5,0.1788646,0.29568532,1.89873,1.49137,0.20672329,5
6,0.56233096,0.70918196,0.9698343,1.6193509,0.16153657,6
7,0.32265574,0.7798496,1.1074286,1.6209087,0.17315334,7
8,0.40156108,0.70102805,1.3208556,0.717581,0.1596628,8
9,0.27467412,0.3507357,0.3336358,1.2219591,0.2904828,9
10,0.4940136,0.8575851,0.82943964,1.5158976,0.24490413,10
11,0.21672346,0.70763534,1.2379456,1.127203,0.12829837,11
12,0.079960264,0.56486595,2.0489354,0.740361,0.32348126,12
13,0.17753008,0.7724139,1.4106565,1.7924323,0.50889266,13
14,0.43885767,0.49905586,1.9441061,0.95696485,0.5501127,14
15,0.49908888,0.59422916,0.70624965,1.5885599,0.18634409,15
16,0.34972343,0.83123267,3.2575312,1.1436093,0.088269755,16
17,0.41427958,0.6918809,1.5859547,1.1339431,0.20081292,17
18,0.36386758,0.8063358,1.870447,2.9303577,0.12829104,18
19,0.1432483,0.7619861,1.7791032,1.0817894,0.2461405,19
20,0.18990327,0.72809196,2.154006,0.6904029,0.17754683,20
21,0.6062575,0.85992247,2.1930304,3.2112927,0.12154511,21
22,0.24781315,0.7987018,1.642478,0.8822549,0.32851174,22
23,0.14065035,0.61478657,2.1114068,0.88262796,0.32970783,23
24,0.38655594,0.79650724,2.380963,0.98008114,0.2308233,0
25,0.32128686,0.48325205,1.2183802,0.85983306,0.25252217,1
26,0.09027052,0.51078176,2.3436725,0.31292146,0.38355497,2
27,0.33255902,0.61873543,1.2434123,1.3440166,0.22029093,3
28,0.24501792,0.7773879,2.796619,0.9498359,0.09807692,4
29,0.17859434,0.3201729,1.9246498,1.2274386,0.345799,5
30,0.60951453,0.6769506,1.0060471,1.0520964,0.043643866,6
31,0.2615324,0.67197484,1.8738792,1.195918,0.27213156,7
32,0.1237334,0.7685618,1.4359579,1.7236114,0.42144063,8
33,0.09763808,0.82793015,3.6947079,0.6647185,0.28176054,9
34,0.4390893,0.79604155,1.1458938,1.1968598,0.11507984,10
35,0.31998178,0.89502704,1.4404919,1.324577,0.115903445,11
36,0.35009295,0.5737995,1.0143046,0.5648869,0.13996042,12
37,0.1753972,0.57395095,1.5796659,1.0166256,0.35971388,13
38,0.2834553,0.3971571,1.4574579,0.95060825,0.77810395,14
