,locs0,locs1,locs2,locs3,locs4,subject
0,-1.3597003,-0.31974098,-1.7134145,-1.7852618,-1.9315441,0
1,-0.64081645,1.3320694,-1.3788309,-2.7245326,-1.6662209,1
2,0.334522,1.1197344,-2.4819446,-1.0745852,-1.1011031,2
3,-1.7162778,1.4365537,-2.4943752,-2.271569,-0.5288938,3
4,-0.008252382,0.28360438,-1.9028933,-1.6263647,-2.673772,4
5,-1.4233707,-2.2008307,-2.8078177,-1.6254075,-1.4216858,5
6,-1.5543444,-0.08300823,-1.458707,-2.4850597,-1.9439049,6
7,0.014056921,0.92259943,-2.268785,-1.9645232,-1.2918518,7
8,-1.5699188,1.035377,-1.8210105,-2.6072066,-1.4844043,8
9,-0.5292538,-0.19430526,-2.5109818,-2.0811825,-0.86563647,9
10,-1.3117715,0.8980002,-2.6863055,-1.6839055,-1.5348191,10
11,0.060092807,1.0689956,-3.1545942,-1.4109881,-1.7469378,11
12,-1.6147836,1.3426781,-1.386312,-2.2658067,-0.7435789,12
13,-1.9388733,-0.039160073,-1.4890368,-1.9635891,-1.9634062,13
14,-1.1041017,-1.7241951,-2.0281274,-2.691533,-2.2446492,14
15,0.10902679,0.24754566,-2.07342,-2.9965963,-0.7858922,15
16,-1.1011432,1.1452329,-1.4325645,-1.977428,-1.5880915,16
17,-1.0300835,0.41936457,-1.753221,-3.1670363,-1.0388978,17
18,-0.35159492,1.121559,-1.3815427,-1.0763334,-2.400754,18
19,-2.2400026,1.1724515,-1.9154829,-2.5933492,-1.267683,19
20,-1.2678756,0.9857653,-1.1976137,-2.1855097,-2.2518024,20
21,-1.5496234,-0.10021074,-1.1421268,-0.6587833,-1.5532957,21
22,-0.9651344,0.059768677,-1.730308,-2.056709,-2.1669037,22
23,-0.67633945,0.57273865,-2.3291483,-2.65193,-1.55916,23
24,-1.2268767,1.7849829,-0.64811796,-2.561561,-2.2164254,0
25,-1.812195,-0.29113352,-2.3988566,-2.4882374,-2.094384,1
26,-1.4988272,0.64017034,-1.5208402,-1.471767,-0.7551921,2
27,-1.7969337,1.7944405,-1.9426298,-2.578799,-1.389776,3
28,-2.616287,0.26548502,-1.632042,-2.2285895,-1.6538196,4
29,-1.3483975,-0.9114895,-0.9435702,-1.5405996,-2.6668222,5
30,-0.27900922,0.8894636,-2.0953398,-2.3288467,-2.4041293,6
31,-2.0641294,1.0739548,-1.4708138,-2.5201097,-1.521417,7
32,-1.5713274,-0.5228174,-2.7855976,-2.6201463,-1.9263372,8
33,-1.2485806,0.37642938,-1.9112208,-2.2080772,-2.5870793,9
34,-1.8436446,0.21277773,-1.3484432,-1.7399638,-0.9324093,10
35,-1.7851964,-0.54124415,-2.9623597,-2.1624463,-1.4463398,11
36,-0.35064536,0.17649359,-2.0190177,-2.1769433,-1.4578611,12
37,-1.8733385,1.7981689,-1.5456848,-1.2854722,-1.8395739,13
38,-0.09860146,-1.2872529,-2.066471,-2.2440288,-1.1362803,14
39,-0.20836419,1.0958638,-1.2864294,-2.2067814,-2.031033,15
40,-1.8234073,0.06364298,-0.9745242,-2.293101,-1.6108265,16
41,-1.0724348,0.52767193,-2.0177593,-2.094514,-2.680666,17
42,-2.2304435,-0.1849727,-2.133892,-0.7808711,-2.089346,18
43,-0.9899838,0.36182642,-2.3816226,-1.7464275,-1.2714634,19
44,-0.4590454,1.1495662,-1.9889948,-1.4059864,-2.2201114,20
45,-1.9999812,-0.5457165,-1.6201919,-0.8642675,-2.707343,21
46,-0.5167307,0.98307085,-1.474944,-2.0180914,-2.783835,22
47,0.041428566,0.9707473,-2.7011986,-2.5865915,-1.2699286,23
48,-1.564225,0.59747154,-1.495776,-2.4543185,-1.4276614,0
49,-0.19853288,0.61502385,-2.698186,-2.080528,-0.7965226,1
50,-0.03611225,0.5760935,-1.760334,-1.8822337,-3.580978,2
51,-1.9771001,1.4642847,-1.8318769,-3.026229,-2.0332954,3
52,-2.3462977,1.2327516,-1.0636909,-2.072764,-1.5897865,4
53,-2.0455067,-1.3153443,-0.8319222,-1.5751987,-2.418299,5
54,-0.63443923,1.3513589,-2.1279187,-1.7836646,-0.9031249,6
55,-0.5894525,1.581969,-2.2657347,-2.045396,-0.50454867,7
56,-1.3579855,1.0039599,-2.3235748,-2.5499463,-1.8735614,8
57,-1.0221462,-0.30370933,-1.9992042,-2.0748727,-2.860681,9
58,0.42627418,0.9862112,-2.0003781,-2.1251934,-1.3854594,10
59,-0.86839646,1.0933329,-1.9154553,-2.777469,-2.361865,11
60,-0.58235765,-0.43522227,-2.3162668,-1.826441,0.18169606,12
61,-1.1342659,0.93608487,-1.4984225,-2.3546264,-0.5590131,13
62,-0.79302794,-1.677276,-2.4979904,-1.8688481,-1.974649,14
63,-0.7403613,0.98929644,-2.2844012,-1.9203739,-1.3438933,15
64,-1.3232002,0.09056938,-2.156651,-1.6958921,-2.1518095,16
65,-1.1700934,0.60978997,-1.6385843,-2.4988062,-2.8993979,17
66,-0.7720586,1.4945841,-0.9661814,-1.2273742,-2.4641774,18
67,-0.35921657,1.0754895,-1.5687042,-2.2185626,-2.299408,19
68,-1.804779,1.5475835,-0.46095705,-2.123379,-1.2112546,20
69,-1.354038,-0.094917566,-0.7491816,-1.1073756,-2.5976927,21
70,-1.084627,0.4942382,-1.7116396,-1.7654339,-0.8235495,22
71,-1.748873,0.91361606,-1.6924126,-2.4009848,-1.4674338,23
72,-1.65704,0.8325044,-0.7404709,-2.3368678,-3.3782697,0
73,-1.6064852,0.24793494,-1.4725779,-2.5425677,-1.9619806,1
74,-2.0069451,1.3391912,-0.3469019,-1.6676059,-1.1404915,2
75,-1.2660851,0.9442147,-2.1486852,-2.4599376,-1.0021597,3
76,-2.2348828,0.88171107,-1.6793029,-1.5491605,-1.4982166,4
