,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.13286589,0.74926335,2.8102605,0.6247232,0.103917964,0
1,0.33191812,0.887463,0.86657435,0.6024119,0.11775714,1
2,0.05425055,0.8566786,2.6871455,4.217369,0.2660342,2
3,0.41618186,0.6769549,0.67712915,2.7114458,0.31600824,3
4,0.21466942,0.5275964,0.68725014,2.4650474,0.201279,4
5,0.14597183,0.44961673,0.594799,0.5186007,0.19381,5
6,0.22122015,0.20003562,0.99237657,0.7061981,0.27347168,6
7,0.17189798,0.5616114,0.96209383,0.48714465,0.07334113,7
8,0.1055931,0.6315088,1.9035504,0.35294926,0.11365808,8
9,0.3758209,0.60196424,2.1078105,0.95772976,0.21609591,9
10,0.13253036,0.58086926,1.1425285,0.8891274,0.20425075,10
11,0.14384378,0.42453384,1.8241572,1.5683017,0.42768052,11
12,0.2268973,0.5891596,1.6053553,2.1995692,0.5576044,12
13,0.3894897,0.7722155,1.3837128,4.2414303,0.13492326,13
14,0.42685607,0.5749605,0.6563065,1.3988059,0.12902391,14
15,0.73707813,0.6701578,2.432361,0.52119297,0.7998014,15
16,0.49442324,0.74845517,1.333382,1.2021009,0.19878095,16
17,0.28275013,0.729377,1.4648736,4.098645,0.22088742,17
18,0.19657646,0.62571245,0.67302895,0.6550989,0.19141375,18
19,0.12162903,0.73172677,0.7989632,3.3317046,0.5864198,19
20,0.29208818,0.54842013,0.5356558,2.4345016,0.51002663,20
21,0.113556385,0.7230635,2.3981485,2.2040248,0.17071387,21
22,0.38829425,0.8876669,1.0605028,2.9791114,0.36579597,22
23,0.45200813,0.5789401,1.3736885,0.6019198,0.5707603,23
24,0.33057562,0.7147282,0.88230526,0.9941962,0.14645961,0
25,0.07835934,0.84367716,1.054051,1.354495,0.13075054,1
26,0.2771782,0.68262166,0.6623706,2.1765313,0.3401719,2
27,0.22141008,0.8327875,2.7866712,3.9979944,0.14694816,3
28,0.3434958,0.8318975,0.8499593,3.8377697,0.2642413,4
29,0.3073726,0.6161355,0.6326964,0.4481974,0.13973081,5
30,0.30643687,0.18031281,0.5890937,0.85763526,0.21690784,6
31,0.1995974,0.7847802,1.3469334,0.57994026,0.35188803,7
32,0.25275514,0.8335984,1.2181637,0.75871986,0.11648005,8
33,0.5191755,0.91454947,4.3474283,3.3081512,0.12771025,9
34,0.13751389,0.5480592,0.8385569,0.52528226,0.15942352,10
35,0.5264185,0.63739765,0.93217635,4.3934193,0.64067084,11
36,0.37260863,0.66015065,2.07101,1.9493237,0.25861284,12
37,0.37435764,0.7370245,1.9403973,2.9551427,0.1292778,13
38,0.23340279,0.67596644,1.1446172,1.0404211,0.19604619,14
39,0.53436404,0.4709463,1.8193517,0.7096673,0.82331175,15
40,0.12273679,0.6718791,2.113584,0.6471231,0.17252395,16
41,0.09810639,0.79960406,3.0330255,5.2006063,0.06780776,17
