,locs0,locs1,locs2,locs3,locs4,subject
0,-0.8841796,1.4745786,-1.8391901,-1.1588237,-1.7601124,0
1,-1.1582217,2.1125922,-1.6727186,-2.320109,-2.6761796,1
2,0.9007412,1.7154065,-2.4944625,0.9073867,-2.3657408,2
3,-1.0864283,1.0971124,-1.5084431,0.82264084,-1.5889943,3
4,-1.7764199,1.2076125,-0.6877006,-0.43030608,-1.353104,4
5,-0.6868795,0.41946414,-2.682631,-2.87703,-1.6824477,5
6,-1.2361362,-1.6816643,-1.89347,-2.2348068,-2.7566714,6
7,-2.4958913,0.26381505,-1.6101251,-2.775164,-0.6377255,7
8,-1.1996778,0.2045357,-2.7401373,-3.2156687,-0.93976235,8
9,-0.28960067,2.3308191,1.0463324,-1.0387642,-2.5462484,9
10,-3.1875558,0.85208404,-0.77738297,-3.375133,-2.3312316,10
11,0.34668267,1.2855252,-0.6915489,0.016299069,-0.6656431,11
12,-0.9336642,0.09499124,-1.9983907,-0.12245965,0.6030357,12
13,-0.90167505,2.04909,-1.9360242,1.5097897,-1.8032646,13
14,-2.4040318,-0.05124028,-0.8562031,-2.6919312,-1.7261622,14
15,1.4258153,1.6761506,0.22189546,-0.8552296,2.2407293,15
16,-1.0155791,0.94010454,-0.6425078,-2.0222826,-3.4862757,16
17,-0.4831707,1.0735261,-2.4068403,2.2314324,-1.1971905,17
18,-0.68623185,1.0567378,-2.1500173,-2.6288488,-0.4820937,18
19,-0.91071546,1.3818384,-0.27957392,0.70025265,-2.2405183,19
20,-1.1666074,2.5015419,-0.053408384,1.5267084,-2.2676709,20
21,0.05280614,0.8387689,-1.8433483,-0.46548688,-3.6187606,21
22,-0.75952417,1.2644361,-1.9692729,-1.7410641,1.7263134,22
23,-0.01618887,2.1173525,-0.87771654,-1.5291567,0.7350856,23
24,-1.4452465,1.2587317,-1.6739931,-1.312749,-1.8073292,0
25,-0.86384505,1.6106263,-2.33081,-2.4521396,-1.8773341,1
26,-2.9365487,0.9291732,-2.1726542,0.7548322,-1.5192056,2
27,-0.58379966,2.2020335,0.039385915,1.9693711,-1.1512388,3
28,-1.3991683,1.6764553,-1.2418627,-0.007975996,-2.2804554,4
29,-0.6030557,0.91658854,-3.0493271,-2.8020055,-1.3501803,5
30,-0.8960287,-1.5429406,-2.0955217,-1.6915482,-4.2112145,6
31,0.2558366,2.4711647,-1.7035801,-0.95545757,-2.894467,7
32,-1.6948054,-0.39485216,-2.5408146,-2.9749346,-3.1055179,8
33,0.5777603,1.8621876,-0.62298876,0.07095891,0.008596778,9
34,-2.8400156,0.7512309,-0.7381315,-2.7646143,-2.7741406,10
35,-0.21846789,0.21151993,-2.172927,0.2444663,1.645123,11
36,-1.0745635,1.001086,-0.66271865,-0.26405644,0.9000866,12
37,-1.6118815,1.1275382,-1.7790048,0.94931304,-1.6326156,13
38,-0.6498982,-0.2128513,-1.931505,-2.2330682,-3.3099558,14
39,0.9411138,1.1739073,0.41439375,-0.83137697,1.9475377,15
40,-0.78075343,0.012567986,-1.4217724,-2.4523804,-1.9663846,16
41,-1.0706303,0.35740423,-2.276053,0.87267554,-2.8112912,17
42,-0.13508666,0.48235616,-2.8842187,-1.9523569,-2.7075362,18
43,-0.7989516,2.2656589,-0.61026824,1.5120099,-1.1604543,19
44,-2.260859,0.3392353,-2.7593184,0.09211981,-0.07207823,20
45,0.5980562,0.79369664,-2.7956486,-0.35452637,-2.4539638,21
46,-0.43849605,1.366352,-1.6546705,-0.6745349,-0.47926182,22
47,0.32079166,0.89940596,-1.3477441,-2.0368845,2.0022283,23
48,-0.3876949,0.68896866,-1.3886929,-1.9110427,-2.076526,0
49,-1.9972368,0.582113,-2.163139,-1.9178014,-1.639896,1
50,-2.8180742,1.3809862,-1.6345975,0.6634267,-0.9578015,2
51,-0.7659445,1.0716696,-1.5712619,0.2750885,-0.6618358,3
52,-1.5855316,1.6918609,-1.6229151,0.5790056,-1.0058466,4
53,-1.4216282,0.7347878,-3.0186782,-3.0900278,-1.5016842,5
54,-1.6953791,-1.5981815,-1.0231079,-3.0622685,-4.458231,6
55,-1.8304708,2.430388,-1.2756404,-1.8979324,-0.8116468,7
56,-1.9664841,1.840231,-2.6288621,-2.2643566,-2.5666394,8
57,-0.56066406,0.83425665,-0.46796003,-1.28129,-2.6637268,9
58,-1.6485711,0.47149652,-1.4415653,-2.7706294,-2.8052912,10
59,-1.514571,0.78901494,-0.7182735,0.13766247,1.1384014,11
60,-1.0677963,0.95909804,-0.8050115,-0.47661987,0.5438523,12
61,-0.9271862,1.0894176,-1.5122457,0.5694227,-2.1285565,13
62,-0.8580467,-0.23218404,-1.9265074,-1.8949523,-2.9122257,14
63,1.3813024,0.28873786,-0.62195396,-2.942936,2.586978,15
64,-1.4982791,-0.122556224,-1.0699434,-2.1571686,-1.9564092,16
65,-2.761808,1.0772531,-0.4666531,0.107905865,-2.94929,17
66,-2.4005744,1.0932914,-1.9282758,-2.8116326,-2.7674637,18
67,-1.1918619,2.2819777,-1.2099644,0.83656,-2.506243,19
68,-1.3767593,1.6587371,-0.97941554,0.76572895,-2.3152678,20
69,-3.3748608,0.90222204,-0.48210502,0.35954458,-1.3653238,21
70,-0.8977063,2.194706,-1.1835105,-1.1349372,1.2529248,22
71,-0.02611068,0.7076514,-1.0845231,-1.7080438,0.93496346,23
72,-0.1416058,1.2263219,-1.3786168,-2.2260356,-2.437998,0
73,-2.6627707,1.4910218,-1.8794543,-1.9364378,-0.9490298,1
74,-1.3734641,1.107559,-1.6351739,1.4974978,-1.4407091,2
75,0.2801273,2.168764,-0.5502087,1.3449633,-0.7536661,3
76,-0.50144225,1.6154505,-1.3958124,0.5185338,-2.7538693,4
77,-1.7709932,-0.1459496,-2.6184382,-2.9841135,-2.2302766,5
78,-1.3006743,-1.3452489,-1.4108729,-1.8707099,-0.8443303,6
79,-1.5206504,1.3452214,-2.141621,-1.8431125,-1.1263796,7
80,-1.6162558,1.6528964,-2.5019286,-2.4307845,-1.9334025,8
81,0.5111143,2.1886072,0.2106759,-0.32870936,-2.5523124,9
82,-2.040615,1.1053457,-1.5354111,-2.5332088,-3.3049219,10
83,1.2271711,0.27622873,-2.6758244,0.59510386,-0.2120072,11
84,-0.1301452,1.1940322,-0.61160874,-0.2751266,-0.773412,12
85,-0.8183567,2.498544,-0.23442733,1.4116027,-2.9492958,13
86,-0.62477523,0.96530807,-1.7742224,-2.429953,-2.8251657,14
87,0.5904012,1.1765704,-0.09830752,-2.1242852,2.844718,15
88,-0.77803195,-0.58357424,-1.369201,-2.7314012,-1.1015662,16
89,-0.49500322,0.99855125,-2.530006,1.22342,-3.0569243,17
90,-2.1705704,-0.0058398247,-2.5198796,-2.3284285,-1.8292403,18
91,-0.6886699,0.71387696,-2.3578994,0.898734,-2.2087603,19
92,-2.03317,1.1283762,-1.8537223,0.9537008,-1.358198,20
93,-1.5629137,0.5281676,-0.7324864,-0.5849904,-2.2019622,21
94,-0.8636487,0.76495236,-1.5015961,-1.9847765,-0.006151974,22
95,0.33705035,1.2870481,-1.177597,-0.7055229,0.24622035,23
96,-1.400405,0.1352889,-2.3081079,-1.5484235,-2.4199665,0
97,-1.3577385,1.5525742,-1.6201003,-1.5787659,-2.748671,1
98,-2.091064,1.1753244,-1.8930937,1.4668536,-0.48254317,2
99,-1.2698114,1.9099878,-0.9378234,1.1289238,-0.22679955,3
100,-1.1275213,1.3734143,-2.0523415,0.5176595,-1.0856512,4
101,-0.82076955,0.17853564,-2.5477016,-3.0166116,-1.6240356,5
102,-1.5413418,-1.9144397,-2.1789057,-1.9840213,-2.489438,6
103,-2.2366347,0.68116105,-1.8005269,-1.9913132,0.30829966,7
104,-0.9182243,0.21348038,-2.7042396,-2.4686706,-3.5104475,8
105,0.5096784,0.78680176,-1.632103,-1.1367444,-1.3196747,9
106,-1.7058055,0.6505651,-2.0361896,-2.1472414,-1.9382862,10
107,-0.4112205,1.4943252,-0.5409206,0.9912684,-0.026800245,11
108,0.8552065,0.5591838,-1.6262324,-0.020889997,-0.3496711,12
109,-0.60783696,1.420727,-1.7278204,0.3016948,-1.6211636,13
110,-0.4177665,0.3586324,-2.4230406,-1.8796964,-2.3145833,14
111,1.287285,1.0838208,-0.05519831,-0.77631414,2.3237576,15
112,-1.3068702,-0.92319256,-1.9026961,-1.7260468,0.38155365,16
113,-1.5980496,1.618262,-0.5333395,1.5327679,-2.802251,17
114,-1.3328217,-0.32738543,-2.4101214,-2.2115796,-2.8184328,18
115,-0.6466559,1.800379,-2.883445,1.2251754,-2.045853,19
116,0.8802196,1.8779955,-1.6297287,1.0340358,-2.2265363,20
117,-1.0257313,0.17759162,-1.7332988,-0.2532498,-2.6205087,21
118,-2.260312,1.6236465,-1.1629107,-1.6826313,2.0804641,22
