,locs0,locs1,locs2,locs3,locs4,subject
0,0.40301055,0.9214868,-1.2185267,-0.21400851,-0.76461625,0
1,-0.28077203,0.82450783,-1.3000588,-0.9350393,-1.2265624,1
2,0.84364456,-0.16653311,-1.3988407,-1.3992808,-2.0086117,2
3,-0.191369,1.1112134,-1.6093824,0.40413153,-0.55566764,3
4,0.09477025,1.3511705,-0.7210409,0.56477475,-0.72311616,4
5,-0.81384385,0.91879654,-0.7179575,-1.4160717,-1.4310391,5
6,-0.08337569,0.062319934,-1.0964375,-1.488363,-0.95038545,6
7,-0.07793045,0.29386336,-0.99217176,-1.421473,-0.68219453,7
8,-0.29781926,-0.58298504,-1.684568,-1.2286146,-0.38058144,8
9,-0.27759248,-0.27002633,-1.4618617,-2.140142,0.41296768,9
10,-0.107338786,0.9995458,-1.139967,-1.2192552,-1.7697589,10
11,0.44646323,-0.7242266,-1.7402508,-1.4278625,-1.3127359,11
12,-0.027540267,0.6813564,-0.29072794,0.47132862,-1.1229196,12
13,-1.0934612,-0.11769658,-1.3262835,-0.5889375,-0.48678243,13
14,-0.4208653,1.6534897,-0.5642518,-0.23616701,-1.7700539,14
15,1.2482936,0.56111133,-0.28209922,-0.1239692,2.329936,15
16,-0.5496961,2.4908125,-1.0549068,0.83801943,-0.5608293,16
17,-0.8820938,0.27195203,0.21597677,-0.78770334,-0.24554783,17
18,-1.2387717,1.9590702,1.6047907,0.5171903,-1.0760504,18
19,-1.2150677,0.6028564,-1.1538414,-1.3125588,-0.76855874,19
20,-1.7511548,-0.32540548,-0.9289708,-1.2228857,-0.7670438,20
21,-0.41496643,0.64788413,-0.8281732,-0.5453198,-0.36385983,21
22,-0.75818026,0.35659933,-0.78578806,-1.6738436,0.07178062,22
23,0.864213,0.8481448,-1.5475479,-0.52453965,1.2526872,23
24,-1.9919989,1.0270643,0.67545545,-0.2461642,-0.17215312,0
25,-0.69087386,0.963759,-0.32415026,-0.5532194,-1.692318,1
26,-0.71554023,0.9382769,-0.23237076,-0.4626525,0.095449924,2
27,0.50126034,0.68742436,-2.228134,0.40503865,-1.5381596,3
28,-0.43559346,0.27505302,-2.0203228,-1.4946921,0.20229286,4
29,-0.67386305,-0.09766638,-0.7405031,-1.3935472,-0.487665,5
30,-1.7303897,-0.39029425,-0.067156374,-0.45940283,-0.2550122,6
31,-0.65523237,2.342152,-0.8247279,0.12561637,-1.9777198,7
32,0.3929304,0.69800836,-1.5392952,-0.5629113,-1.7582612,8
33,1.6835605,1.1716821,0.03797257,-1.1846135,-1.9254001,9
34,-1.3520067,0.028259635,-0.440553,-1.6439352,-0.60569346,10
35,0.87679446,0.81388795,-1.90184,0.30670896,0.3448657,11
36,-0.120776415,0.87265897,-0.5351718,-0.41166112,-0.22109585,12
37,0.35521108,0.7325972,-2.4764893,-0.14131811,0.1025126,13
38,0.35128105,2.4325507,-0.3868092,0.10772681,-1.1394193,14
39,1.7790635,2.0744998,0.729908,0.90289706,0.5435335,15
40,-1.1818588,0.05264324,-0.8325532,-0.299262,-0.3752511,16
41,-0.116271615,0.20701405,-1.7731173,0.117374286,-1.8489809,17
42,-0.051500976,0.677872,-1.9843581,-1.2483677,-0.57028294,18
43,-0.7435106,1.3944702,0.11433995,0.32119948,-1.411977,19
44,-1.0256336,-0.2817514,-2.2986789,-0.47312093,-1.6516731,20
45,-0.7983134,0.3072473,-1.5018528,-0.6034362,-1.1992171,21
