,discount,learning rate,mf weight,mb weight,repetition,subject
0,0.5994108,0.71534497,1.369175,2.6802068,0.31764486,0
1,0.4302645,0.6951924,1.2849307,1.6914208,0.22678366,1
2,0.6992322,0.4584627,1.1880009,1.1875817,0.11830171,2
3,0.45230326,0.7523553,1.0000463,3.5980792,0.36455047,3
4,0.52367485,0.79432094,1.9629829,3.8253398,0.32670715,4
5,0.30707198,0.7147968,1.9670575,1.171669,0.19293684,5
6,0.47916815,0.51557493,1.502448,1.1050053,0.2788073,6
7,0.48052722,0.5729417,1.6228999,1.1665846,0.33577168,7
8,0.42609066,0.35824603,0.9389492,1.358544,0.40598664,8
9,0.4310441,0.4329006,1.1290965,0.63153607,0.60179925,9
10,0.47319105,0.7309693,1.4539585,1.3684053,0.14557232,10
11,0.609798,0.32646292,0.8956865,1.1605916,0.21202937,11
12,0.49311534,0.66404134,2.566954,3.694189,0.24547014,12
13,0.2509671,0.47060978,1.2586486,2.141272,0.38065183,13
14,0.3963097,0.83936214,2.1753855,2.6473868,0.14553563,14
15,0.77700436,0.63670963,2.5796354,2.8142843,0.91132617,15
16,0.3659349,0.92349523,1.5497038,4.1882877,0.3633556,16
17,0.29274407,0.56757206,3.322712,1.875972,0.43891966,17
18,0.22464988,0.8764323,4.9961214,3.758943,0.25425416,18
19,0.2288056,0.64630955,1.4387288,1.2723539,0.31679097,19
20,0.14790161,0.41935894,1.6988014,1.364574,0.3171189,20
21,0.39772186,0.6565335,1.824189,2.2017055,0.4100255,21
22,0.3190415,0.58821696,1.8784425,0.9474744,0.5179374,22
23,0.70354015,0.70017785,1.0526443,2.230748,0.7777647,23
24,0.12004555,0.73634636,3.976342,2.632607,0.45706773,0
25,0.3338387,0.7238738,2.517988,2.190707,0.15547125,1
26,0.3283758,0.7187515,2.653004,2.3181407,0.52384436,2
27,0.62275547,0.6653937,0.5835141,3.5993862,0.17680298,3
28,0.39279145,0.56833297,0.70251375,1.0993111,0.55040145,4
29,0.3376324,0.4756028,1.9373649,1.1930525,0.3804438,5
30,0.15053773,0.40364644,2.8993032,2.3227649,0.43659022,6
31,0.3418114,0.9123084,1.8285658,3.1881773,0.121562116,7
32,0.5969879,0.66774607,1.0598265,2.1772447,0.14700824,8
33,0.8433754,0.7634489,3.056952,1.4053422,0.1272606,9
34,0.2055425,0.5070644,2.3496554,0.9715818,0.35304222,10
35,0.7061575,0.6929374,0.7794022,3.4564905,0.585372,11
36,0.46984252,0.70529866,2.2158687,2.3910832,0.4449501,12
37,0.5878807,0.6753749,0.46513733,2.788375,0.52560574,13
38,0.5869282,0.91927606,2.426914,3.161434,0.24242699,14
39,0.85558116,0.88839984,4.0487103,4.269267,0.632634,15
40,0.23471816,0.5131578,1.8186328,2.5544274,0.4072728,16
41,0.4709648,0.55156946,0.87093055,3.1758595,0.1359926,17
42,0.4871276,0.6632636,0.7251302,1.3378971,0.36117154,18
43,0.32223693,0.80130494,3.1713233,3.4776993,0.19592242,19
44,0.2639315,0.43002447,0.54739463,2.303267,0.16088296,20
45,0.31038642,0.57621324,1.0928961,2.1213477,0.23161454,21
46,0.2671617,0.76434934,2.4720514,2.0931756,0.4728296,22
47,0.51695716,0.3481698,0.31652993,0.8568287,0.6740865,23
48,0.1387254,0.53327346,3.64439,0.6957837,0.19715238,0
49,0.3302308,0.56070375,2.54523,2.0734482,0.23663428,1
50,0.35827875,0.76828283,2.5556602,2.9493766,0.14841127,2
51,0.34496176,0.67126286,1.8698726,2.2318168,0.28481472,3
52,0.11058941,0.7887574,2.4830399,3.5993865,0.5364304,4
53,0.33240223,0.40895748,0.50915927,1.9165367,0.52785546,5
54,0.24451052,0.4405273,2.5912497,1.2216783,0.59916943,6
55,0.5936421,0.76864064,1.8020444,3.1786141,0.34111774,7
56,0.5263551,0.7381231,1.3046274,1.3095117,0.40600047,8
57,0.32975432,0.69710577,2.933023,3.4405427,0.054551758,9
58,0.1293837,0.74766505,4.0867176,1.600973,0.21016784,10
59,0.5805686,0.7205646,1.0187376,3.2399144,0.21216026,11
60,0.80966866,0.37528262,0.51482993,1.7629977,0.1259921,12
61,0.26123762,0.66655904,3.2451296,1.7789736,0.1874771,13
62,0.25728217,0.5494729,2.5282774,2.0522177,0.40880412,14
63,0.5937972,0.59249365,2.0583887,1.603467,0.69903165,15
64,0.25451082,0.6583792,2.4672666,1.5613314,0.25085923,16
65,0.45372334,0.53907037,0.8447896,2.939552,0.15585579,17
66,0.4017989,0.8996442,2.6263359,2.366423,0.16228983,18
67,0.5964237,0.6551448,1.50842,1.2433727,0.2791291,19
68,0.06889514,0.37006408,1.561028,0.77870405,0.59482545,20
69,0.2907844,0.6480603,2.8673024,1.1294932,0.43128833,21
70,0.19193405,0.36237645,0.7771155,0.8845943,0.7694092,22
71,0.29015192,0.59431696,3.5538375,1.3746645,0.48470628,23
72,0.28744292,0.7917598,2.9741993,1.226149,0.14157267,0
73,0.53896415,0.7558047,1.8494132,1.4456099,0.3108558,1
74,0.1138865,0.5102341,2.151391,0.8547149,0.49374524,2
75,0.30482075,0.52355,0.6238529,3.0442414,0.23156068,3
76,0.5358934,0.7732244,1.822367,3.947608,0.4661728,4
77,0.32340258,0.85433704,1.4923418,2.540795,0.3542348,5
78,0.63597566,0.3211854,1.0816313,1.109659,0.14018156,6
79,0.39734772,0.5050264,0.86890554,0.894539,0.2064625,7
80,0.36778408,0.7518257,1.4516398,1.8263752,0.26056156,8
81,0.63282627,0.7678669,1.3864307,2.2623503,0.18125449,9
82,0.41324663,0.6859458,1.2636492,1.7261376,0.338408,10
83,0.2951482,0.64537007,2.016444,3.3481128,0.46663147,11
84,0.25420496,0.8542083,4.0489264,1.4133898,0.5852149,12
85,0.5287313,0.67864877,0.87554824,3.3350966,0.49556178,13
86,0.5351527,0.8381115,2.448906,1.9189414,0.33322704,14
87,0.7068893,0.44657558,2.1141405,0.6311047,0.79648143,15
88,0.37732998,0.595798,1.8647254,1.5154506,0.31361297,16
89,0.28758496,0.7645933,4.335223,3.7806191,0.24427228,17
90,0.23395218,0.8778679,3.3147922,2.4492621,0.20838659,18
91,0.5329789,0.7038597,1.6568359,2.20725,0.24338967,19
92,0.2061512,0.64515823,2.6232533,3.08478,0.30114356,20
93,0.5190299,0.6596104,1.3077316,2.4739177,0.1114455,21
94,0.13801768,0.7488356,4.4109592,1.7345204,0.4252647,22
95,0.43877557,0.7697842,3.0996442,3.1485562,0.38095993,23
96,0.39862633,0.54004574,2.6956327,1.1730131,0.19163431,0
97,0.43806785,0.7760043,2.6953776,1.9850657,0.14674266,1
98,0.55782354,0.7947189,1.24066,2.0684862,0.15983397,2
99,0.71025264,0.542993,1.4720361,1.0035263,0.096376926,3
100,0.37008372,0.6383014,3.536903,3.8227215,0.08077035,4
101,0.20831272,0.7080163,2.793354,1.0534576,0.15341939,5
102,0.36196667,0.41757128,2.226626,1.670394,0.4248165,6
103,0.31138784,0.66264904,2.46598,1.5835085,0.14211889,7
104,0.40196872,0.5394826,0.5889772,2.6975234,0.58508253,8
105,0.27103704,0.4803619,1.2115383,3.2277374,0.74800986,9
106,0.5829875,0.71965486,0.70945376,0.9723209,0.2810077,10
107,0.25514278,0.4981095,3.6605868,0.97387993,0.15192844,11
108,0.40306437,0.56036246,2.0027657,1.0107696,0.413127,12
109,0.15845759,0.7033529,2.6899571,2.4222784,0.45290586,13
110,0.38089275,0.8930365,3.8230956,2.1832287,0.13087875,14
111,0.44785982,0.37080026,1.6486813,0.8127121,0.56264037,15
112,0.20901164,0.52907914,1.241792,3.4435968,0.58767915,16
113,0.64820987,0.6737602,0.35123596,2.9981036,0.5072319,17
114,0.103412665,0.74330145,3.0365295,1.740051,0.32641572,18
115,0.28796825,0.48298404,2.9170246,2.6082106,0.23249108,19
116,0.34132168,0.74660546,2.486717,2.077442,0.5302807,20
117,0.53671664,0.79246545,1.4046931,3.665695,0.31734875,21
118,0.43100283,0.87373686,3.621233,4.351756,0.06630042,22
119,0.19935502,0.36878034,2.9600918,0.37578848,0.48441708,23
120,0.27984843,0.6656378,1.9248838,2.0035727,0.32304958,0
121,0.58316064,0.6214732,0.6427342,1.4580566,0.20976642,1
122,0.18519042,0.7064075,2.7946668,2.7133737,0.41791886,2
123,0.22772223,0.72862136,2.508184,0.86729586,0.369961,3
124,0.22377193,0.73821366,2.7459433,1.950269,0.34981135,4
125,0.39421275,0.75582904,1.0986876,2.1084487,0.4202061,5
126,0.5340439,0.5952713,1.9678643,2.0822287,0.43888292,6
127,0.29785132,0.5135703,1.7097552,1.0270016,0.2998869,7
128,0.10779925,0.69335914,2.458322,1.8501477,0.178926,8
129,0.50144905,0.7610536,2.2417927,2.5378842,0.35073858,9
130,0.2691386,0.7529144,2.977455,2.4797235,0.27649656,10
131,0.47684214,0.6598463,3.134634,3.4557803,0.39250135,11
132,0.34557194,0.6770692,3.291802,2.6340847,0.66203666,12
133,0.5229478,0.7142148,0.64483356,2.9971266,0.23992947,13
134,0.2493169,0.45871392,2.346696,1.2745591,0.2937504,14
135,0.79746485,0.76762587,2.0571342,2.409418,0.84797466,15
136,0.40619314,0.8144902,1.9399815,2.381033,0.26079163,16
137,0.5847737,0.6178593,0.8059844,2.9108999,0.25025272,17
138,0.3848415,0.82463557,3.3936706,1.6873326,0.19255453,18
139,0.5402057,0.7439397,2.048182,2.7294505,0.26019955,19
140,0.14389287,0.59595823,1.5043287,1.2568576,0.18659547,20
141,0.56122476,0.69087255,1.4942298,2.6747665,0.21742958,21
142,0.35387003,0.629162,1.2922373,1.2986624,0.68075687,22
143,0.4886776,0.72796696,3.664424,1.5255203,0.29695407,23
144,0.25963494,0.6884331,1.8355331,2.8499973,0.3988713,0
145,0.5591685,0.6567534,0.6359677,2.584308,0.58269244,1
146,0.2699294,0.72949344,2.6147583,2.923412,0.42998832,2
147,0.24729247,0.7062019,2.0454834,3.0315127,0.4416259,3
148,0.123433374,0.75301754,3.0039632,1.7496018,0.6839697,4
149,0.48958328,0.8234862,2.8962054,0.8820414,0.094689004,5
150,0.14764063,0.41173807,3.7145033,1.6312437,0.3734589,6
151,0.44504175,0.7304822,1.3226968,1.5807254,0.25514272,7
152,0.23607197,0.6137904,2.0842962,1.0863223,0.23003356,8
153,0.26125616,0.668683,2.0693502,1.3801708,0.5587785,9
154,0.34440663,0.56427085,0.9128725,2.3316646,0.35432506,10
155,0.15391839,0.78559864,3.2237277,3.8330984,0.75220406,11
156,0.77096033,0.54475963,0.4753335,4.0545483,0.43512207,12
157,0.43714336,0.65514225,1.8785974,0.459524,0.33695132,13
158,0.5386192,0.74145156,2.0034173,2.1144855,0.17617466,14
159,0.76206756,0.42975792,1.0421451,1.9325237,0.52634716,15
160,0.4496323,0.7517878,2.7739239,3.4523313,0.36462358,16
161,0.16691992,0.6837474,3.9805484,2.003639,0.20377055,17
162,0.096736416,0.5132626,2.9665658,1.0215693,0.1431886,18
163,0.32581878,0.6835905,1.625124,1.9812267,0.36668825,19
164,0.35127416,0.57757276,0.50414103,1.424633,0.7653072,20
165,0.1564174,0.6199278,1.2937293,2.17148,0.50000376,21
166,0.68329746,0.6483359,1.0969479,2.358958,0.28870046,22
167,0.123872705,0.8197075,3.2024224,2.3519955,0.9328303,23
168,0.22951943,0.42426494,1.0827758,1.4860476,0.37283245,0
169,0.21991116,0.5008962,1.5019151,1.1870114,0.3617531,1
170,0.14929153,0.65204215,2.3881595,1.9691044,0.6012428,2
171,0.31430143,0.83192337,2.420775,3.7544854,0.5352605,3
172,0.21746895,0.4038242,1.9403969,0.9379436,0.13897386,4
173,0.32352495,0.6234874,2.049495,2.4281065,0.19360602,5
174,0.41579312,0.50311005,2.853743,2.0748851,0.3867378,6
175,0.38552797,0.67027766,1.3650289,2.877942,0.3064551,7
176,0.2385369,0.62340254,1.4375112,1.7315679,0.3062028,8
177,0.37780622,0.7705122,2.6394875,3.1748414,0.3991043,9
178,0.052793678,0.4566678,2.3321319,2.051097,0.22039816,10
179,0.60421824,0.68389964,2.1279368,2.9261732,0.12456628,11
180,0.5181259,0.56754434,0.89592844,1.2376359,0.6337142,12
181,0.4506545,0.7861639,2.1405807,4.150532,0.16795677,13
182,0.20856766,0.4712439,0.83619493,1.0932902,0.4691237,14
183,0.3806183,0.7365107,2.9930139,2.933481,0.77022594,15
184,0.1817924,0.8014726,3.203515,1.981662,0.28401184,16
185,0.45680708,0.48970285,1.5540316,2.5775862,0.26623642,17
186,0.22891013,0.41273907,1.5192213,1.795865,0.35885915,18
187,0.23108095,0.548479,3.1825862,1.530172,0.3452873,19
188,0.407343,0.7448443,3.2710905,2.3024163,0.045729753,20
189,0.1561979,0.5456298,2.0784907,1.5006849,0.3091881,21
190,0.43382972,0.56610477,1.4943547,1.3211,0.29463714,22
191,0.72917926,0.7477163,1.4158584,2.8031101,0.65808153,23
192,0.254734,0.7264333,2.4765904,1.7394469,0.319786,0
193,0.295776,0.7115727,2.3219743,1.912891,0.24780454,1
194,0.11547998,0.56806105,0.769129,1.4908379,0.72279024,2
195,0.66075486,0.45231622,0.66151404,2.0515654,0.09940401,3
196,0.55963105,0.7319415,1.8975899,2.1511045,0.08671367,4
197,0.57534033,0.56538796,0.6360505,1.0197495,0.53692496,5
198,0.2647941,0.32803568,2.223657,0.69448483,0.32810247,6
199,0.52708536,0.8621519,2.8800905,2.0832448,0.32820603,7
200,0.25703216,0.79012734,1.8754432,1.8910371,0.22992854,8
201,0.23855318,0.6221737,2.1702685,1.1703421,0.62822235,9
202,0.61055475,0.46948734,0.2837338,1.2337656,0.23529802,10
203,0.16036522,0.49881643,1.0876722,2.9862747,0.71258664,11
204,0.3216867,0.7035069,3.2574768,2.924,0.6055364,12
205,0.24603435,0.6832607,0.723827,4.097172,0.49504185,13
206,0.18785988,0.42101535,2.2778945,0.8560544,0.21968131,14
