,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.30938154,0,0.68541026,1.6489598,1.3371075,0.20536074
1,0.2730184,1,0.70431715,1.3923799,1.1287609,0.2175044
2,0.30007526,2,0.71475536,1.7094233,3.246932,0.26316583
3,0.33801946,3,0.70279825,1.8507786,2.7375424,0.32484624
4,0.29618365,4,0.69932055,1.8037162,2.5219307,0.2293297
5,0.33886915,5,0.6599315,1.0105854,0.9684397,0.2093447
6,0.27630293,6,0.2674411,1.6264441,1.0502148,0.24791662
7,0.29500365,7,0.71743846,1.46966,1.2768061,0.21553122
8,0.2607589,8,0.6666123,1.2526524,1.0026541,0.1816391
9,0.39053681,9,0.681253,2.0639918,1.9313701,0.3305484
10,0.2629508,10,0.6459606,1.4668344,1.0438225,0.18047796
11,0.36091357,11,0.6431919,2.1704116,3.069785,0.515624
12,0.3761443,12,0.61186254,1.7690585,1.9478478,0.5588136
13,0.30215192,13,0.7045896,1.7963715,2.7622478,0.22359766
14,0.28433803,14,0.6030226,1.4713105,1.0819472,0.18845163
15,0.7391005,15,0.63001543,2.486584,1.6134124,0.7163991
16,0.29763255,16,0.60776466,1.6632974,1.2399422,0.20801091
17,0.30061537,17,0.676345,1.8888582,3.4959128,0.20966995
18,0.2655817,18,0.67553097,1.265535,1.043689,0.19205743
19,0.30427969,19,0.6913452,1.7589295,2.716904,0.24294083
20,0.30545714,20,0.6821018,1.9001132,2.871043,0.2390329
21,0.29362866,21,0.66409165,1.7505593,2.2512398,0.19703041
22,0.33340472,22,0.7022227,1.6487849,1.547532,0.46983993
23,0.39600244,23,0.6652628,1.6680017,1.3762687,0.69235635
