,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.3760606,0,0.5832778,2.2902665,2.2876797,0.39321184
1,0.40269312,1,0.6007568,2.3842032,2.7558086,0.5457382
2,0.34947273,2,0.63503224,2.0435221,1.8776875,0.31244233
3,0.41594025,3,0.56851244,2.0461638,1.7559656,0.6660857
4,0.4010605,4,0.6071406,2.095933,1.954899,0.51740676
5,0.3692786,5,0.57252294,2.205933,1.9582202,0.34220627
6,0.369626,6,0.5981541,2.2484272,2.16958,0.3831269
7,0.33506972,7,0.63488173,2.0839248,1.8539083,0.3111467
8,0.37704498,8,0.585637,2.151623,2.3324385,0.47593787
9,0.3596239,9,0.6124347,2.1085029,1.9974394,0.3348924
10,0.41679022,10,0.58111036,2.4666357,3.1372056,0.5714278
11,0.3874072,11,0.59994656,2.3170252,2.243791,0.45508143
12,0.39739692,12,0.5886418,2.4230108,2.7108784,0.46977264
13,0.3795017,13,0.60403293,2.2741122,2.3984985,0.45746118
14,0.38832486,14,0.5738428,2.0916767,1.8836915,0.38556013
15,0.3798573,15,0.6223292,2.1484458,2.0323532,0.33078852
16,0.4008661,16,0.5463064,2.2593462,1.9345852,0.4957968
17,0.35279804,17,0.6241556,2.1579595,1.9781926,0.35068598
18,0.45183963,18,0.60617685,2.5016396,2.0999856,0.65975416
19,0.34779117,19,0.6167672,2.0503116,1.8468628,0.30758274
20,0.35804725,20,0.59466183,1.9472805,1.7982031,0.32787123
21,0.34975636,21,0.60901016,2.0249307,1.9203724,0.29976004
22,0.3719068,22,0.59455717,2.2487106,1.9242388,0.5696828
23,0.38191062,23,0.612833,2.228898,2.3428211,0.4306947
24,0.32857886,24,0.615553,2.0375261,1.9188511,0.2996305
25,0.41869617,25,0.5809148,2.2725089,2.3755162,0.57942396
26,0.34635925,26,0.62059027,2.0644228,1.695663,0.3097596
27,0.37037823,27,0.588671,2.2610865,3.1585429,0.35117427
28,0.36561397,28,0.63170177,1.9915118,1.8187456,0.31087428
29,0.3435077,29,0.59805655,2.0982049,1.8794227,0.33349332
30,0.40628186,30,0.6043263,2.2516265,2.007899,0.36812684
31,0.3363009,31,0.60457,2.0417578,1.9155252,0.30894974
32,0.34004208,32,0.6407578,1.9978828,1.87797,0.31413254
33,0.3908275,33,0.62277156,2.1343267,1.9688215,0.4235379
34,0.3441499,34,0.634926,1.9227492,1.7673261,0.30284193
35,0.4310099,35,0.6083981,2.2044303,1.9492251,0.68278074
36,0.35060608,36,0.62232715,2.0349565,1.8779883,0.32156536
37,0.40540075,37,0.5952688,2.212352,1.9392933,0.50162905
38,0.41073066,38,0.58626604,1.9795724,1.8954074,0.5782137
39,0.35364747,39,0.5658503,2.1124268,1.9222561,0.34667003
40,0.39049047,40,0.63213104,1.9893856,1.8820701,0.34959614
41,0.35661,41,0.6282539,2.0657408,1.8250765,0.29916668
42,0.37919745,42,0.6023454,2.0424824,1.9313862,0.4559908
43,0.39629412,43,0.6323459,2.371085,2.3631473,0.40886897
44,0.34438214,44,0.6142496,2.0572953,1.8430737,0.28640404
45,0.3632945,45,0.6300626,2.1840127,2.0708332,0.32649824
46,0.36408514,46,0.60932314,2.2185395,2.0956962,0.3785539
47,0.39352128,47,0.5921097,2.2852037,2.1973941,0.53055966
48,0.39297298,48,0.6354009,2.1098046,2.029375,0.38171864
49,0.35271487,49,0.5937451,2.2246451,1.9849185,0.3094116
50,0.3635917,50,0.62504995,2.1603234,2.0837495,0.36705345
