,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight,inferred repetition
0,0.27439502,0,0.6964781,0.85006464,0.69937086,0.20794354
1,0.24109375,1,0.6659155,1.0626312,0.8032285,0.1482104
2,0.35991102,2,0.6705929,1.1537058,0.8750401,0.36040887
3,0.25866517,3,0.6730791,0.97820634,0.75377333,0.13390084
4,0.2504154,4,0.6468551,1.0109447,0.7580577,0.16193828
5,0.28800896,5,0.69348496,1.0502136,0.84126854,0.42561668
6,0.31563288,6,0.60319984,1.088727,0.82331693,0.16698468
7,0.33258948,7,0.6914832,1.3138375,0.92021865,0.272095
8,0.28319618,8,0.6635542,1.5313401,1.1241572,0.18143211
9,0.2613447,9,0.63294715,1.4004165,1.1369486,0.15355031
10,0.28490344,10,0.6511913,1.2857342,0.9222227,0.30683804
11,0.27627775,11,0.6522476,1.4803499,1.0704176,0.15580009
12,0.26292494,12,0.6709089,1.3339219,1.1147195,0.13674764
13,0.28425178,13,0.628234,1.37703,1.2311385,0.22178422
14,0.24329343,14,0.6699406,1.0919857,0.8217918,0.18015254
15,0.271338,15,0.6915482,1.0196779,0.80223715,0.28017253
16,0.28755078,16,0.62911886,1.4923869,1.4926633,0.20434918
17,0.25456,17,0.70124817,1.0201169,0.814375,0.18406893
18,0.317164,18,0.7189683,1.4083548,1.2854939,0.25639996
19,0.26717946,19,0.67754084,1.2548486,0.9659287,0.20558767
20,0.25534394,20,0.69811577,1.1786765,0.91909266,0.18948124
21,0.2836493,21,0.60655844,1.1901793,0.94581354,0.21990246
22,0.3182397,22,0.6190186,1.502403,1.2578791,0.1794555
23,0.26112482,23,0.63373476,0.894631,0.7396125,0.24454018
24,0.29357478,24,0.67175496,1.4515598,1.2033306,0.21163233
25,0.30616492,25,0.7355106,1.2670423,1.0745697,0.18381305
26,0.23511952,26,0.49043375,1.5881462,1.0704826,0.1886221
27,0.2542812,27,0.6218561,1.3881189,0.8828034,0.18755963
28,0.28165796,28,0.6338918,1.3722273,1.000674,0.23737247
29,0.25779408,29,0.5746013,1.3580965,0.99162257,0.19221237
30,0.26698312,30,0.45584136,1.3259728,1.0302968,0.1895997
31,0.27331597,31,0.70354867,1.2140232,1.0389823,0.20929457
32,0.2451941,32,0.7103635,1.2817265,1.0145288,0.18706736
33,0.2384307,33,0.52500415,1.200078,0.8806317,0.13635288
34,0.2781333,34,0.67367494,1.178511,1.0487492,0.17433548
35,0.29509148,35,0.6835015,1.060751,0.8317824,0.1837023
36,0.3015816,36,0.6702818,0.9732647,0.79518044,0.22904974
37,0.28327844,37,0.7165113,1.2042961,0.86953074,0.19519077
38,0.2439434,38,0.7302459,1.2332692,1.0113851,0.11980363
39,0.2555672,39,0.6495335,1.2228523,0.8426311,0.1478019
40,0.26194414,40,0.699449,1.4452367,1.1903954,0.17503019
41,0.25364986,41,0.6458385,0.9638715,0.76074743,0.13417836
42,0.2809195,42,0.7120929,1.1351986,0.93492895,0.14726883
43,0.23792404,43,0.6719592,1.031267,0.8271911,0.1829386
44,0.31470054,44,0.6718706,1.1222303,0.86890864,0.30629665
45,0.26193312,45,0.67657286,1.1915892,0.88900805,0.18847074
46,0.2891396,46,0.6070192,1.3347511,1.0216486,0.21941626
47,0.288546,47,0.7098002,1.3918648,1.2504437,0.21675564
48,0.3347955,48,0.544288,1.1654708,0.88612014,0.3948931
49,0.334286,49,0.6378167,1.2658956,0.98916966,0.21649493
50,0.29260218,50,0.65967894,1.128678,0.8743458,0.23301463
51,0.27434045,51,0.6086958,1.0987849,0.77250695,0.22934166
52,0.2831311,52,0.49942467,1.4844593,1.0508704,0.20492226
53,0.23690586,53,0.68904895,1.4182996,1.1506383,0.14335528
54,0.24885346,54,0.640923,1.1819456,0.79686755,0.24222763
55,0.31671458,55,0.5866546,1.3254385,0.99163854,0.17447977
56,0.26085943,56,0.6610237,1.110184,0.859339,0.196521
57,0.24428439,57,0.695666,1.3154327,1.0593586,0.16055791
58,0.26432353,58,0.55948174,1.0810069,0.773203,0.18440299
59,0.29909638,59,0.4038557,1.3901278,1.0278667,0.19898364
60,0.25627556,60,0.70150536,0.9859341,0.7911093,0.21372513
61,0.25743952,61,0.6576698,0.9696504,0.7661039,0.16333248
62,0.28284356,62,0.7505374,1.255968,1.0503359,0.20408021
63,0.28916815,63,0.6116798,1.232178,1.0707877,0.1706497
64,0.2782385,64,0.60275954,1.1275901,0.89796203,0.15291241
65,0.38586828,65,0.676949,0.92751,0.7482462,0.3383403
66,0.30113104,66,0.6216195,0.9133387,0.6978009,0.26371068
67,0.30613026,67,0.69932705,1.5128977,1.098178,0.21031973
68,0.2650198,68,0.6383765,1.546954,1.2687941,0.21649982
69,0.2629264,69,0.64577794,1.0696398,0.82517236,0.2020252
70,0.28020203,70,0.71420723,1.1387087,0.9538402,0.16434026
71,0.3137744,71,0.6943127,1.0694102,0.9997928,0.20189692
72,0.29441229,72,0.7278265,1.1473088,0.8835222,0.22224225
73,0.32284674,73,0.72024626,1.2216629,1.0012779,0.18398175
74,0.28043568,74,0.5408328,1.5994741,1.0941875,0.23213029
75,0.27738637,75,0.6429735,1.0345632,0.92374283,0.17928538
76,0.3964781,76,0.6923856,1.578599,1.0950657,0.23651019
77,0.2797315,77,0.7245516,1.0793582,0.87227327,0.22800228
78,0.27726862,78,0.7002359,1.1280786,1.0123484,0.20158488
79,0.2899915,79,0.722535,1.432243,1.1091267,0.15472522
80,0.2845088,80,0.703233,1.1069405,0.8448383,0.16531846
81,0.28496355,81,0.6690138,0.9796011,0.714103,0.16231515
82,0.28711474,82,0.6626948,1.4335928,1.1517996,0.17328931
83,0.27514875,83,0.7368793,1.3094712,1.1279362,0.19174206
84,0.2569756,84,0.67488617,0.9929021,0.8316705,0.20842865
85,0.3316622,85,0.6646383,1.1798862,0.9458497,0.18699083
86,0.30310985,86,0.66354775,1.1115716,0.86551297,0.18509348
87,0.25720796,87,0.6708208,1.287898,1.0030366,0.16107585
88,0.24784552,88,0.6455846,1.3399968,1.039725,0.16821423
89,0.2469838,89,0.60405964,1.4708045,1.3858672,0.2022376
90,0.29593417,90,0.6568475,1.4221938,1.0178763,0.21880808
91,0.3225304,91,0.5182648,1.1015495,0.80631334,0.19922554
92,0.2993432,92,0.68129736,1.141288,0.8933405,0.19377032
93,0.27925012,93,0.38411283,1.4804963,0.96318895,0.3780584
94,0.2864698,94,0.6762074,1.0618367,0.8688464,0.18918408
95,0.3059898,95,0.59596324,1.2409344,1.0510089,0.17821597
96,0.3214967,96,0.682585,0.9144099,0.7626117,0.28549185
97,0.2867041,97,0.6737324,1.1426235,0.9477453,0.17188989
98,0.30925068,98,0.70641875,0.97486466,0.76469654,0.2295994
99,0.27977228,99,0.7179535,1.0152867,0.82666594,0.19765244
100,0.26911446,100,0.69414353,1.1868002,0.90904456,0.168994
101,0.3057217,101,0.5510825,1.3488109,0.84535915,0.2327553
102,0.32752636,102,0.60474265,1.2545203,0.88966,0.21761289
103,0.28118914,103,0.6567138,1.2039536,0.8401793,0.30189672
104,0.24752453,104,0.7507365,1.1664706,0.97261095,0.18281238
105,0.2913659,105,0.69307053,1.0545021,0.85811317,0.19161567
106,0.26243326,106,0.7010654,1.187595,1.0516083,0.14516144
107,0.2969029,107,0.6368152,1.1780066,0.9039414,0.20539278
108,0.31583184,108,0.7207878,1.4410874,1.0520463,0.20370345
109,0.27552363,109,0.63441586,1.1425606,0.82831895,0.20347995
110,0.2788204,110,0.62606835,1.0528013,0.8037123,0.295361
111,0.25724128,111,0.69523984,1.0311242,0.76731247,0.17130257
112,0.29751384,112,0.4138484,1.2061098,1.0872433,0.36532488
113,0.26149192,113,0.7109553,1.1825604,0.8367135,0.18588544
114,0.28234947,114,0.63337743,1.0801157,0.8162517,0.21901982
115,0.37481537,115,0.5297548,1.5199548,1.0565572,0.31899732
116,0.3270705,116,0.6293563,1.4428083,1.0927485,0.25160968
117,0.33235162,117,0.5641138,1.8085837,1.4733413,0.2431672
118,0.28897062,118,0.616941,1.4698493,1.5451154,0.21877234
119,0.27810645,119,0.7259641,1.4974384,1.4141589,0.16476843
120,0.29631993,120,0.6741975,1.0819949,0.7780473,0.19043174
121,0.2783208,121,0.6261945,1.0979388,0.8893661,0.19476068
122,0.3013118,122,0.50266063,1.1483566,0.80146164,0.2500182
123,0.2942475,123,0.5930679,1.1831465,0.8802089,0.25590804
124,0.2666256,124,0.6744429,1.5532588,1.0412383,0.20521985
125,0.26953587,125,0.6405541,1.1458137,0.8923304,0.17870125
126,0.2733639,126,0.7384015,1.2261572,0.9330939,0.18247601
127,0.33567718,127,0.68776137,1.3134382,1.0732199,0.26450947
128,0.27393338,128,0.71349627,1.2946093,1.1341454,0.22582114
129,0.28564367,129,0.670542,1.6719689,1.2123615,0.16517252
130,0.28112626,130,0.6188827,1.0390397,0.84154177,0.23499036
131,0.23666492,131,0.6887065,1.2810432,1.1087719,0.15492627
132,0.26160377,132,0.61812526,1.2080393,0.9090973,0.14436255
133,0.25893664,133,0.66331697,1.2732937,1.0684812,0.15630993
134,0.29335573,134,0.70252043,1.2295964,0.856415,0.1654569
135,0.3210186,135,0.58070254,1.5149399,1.2054968,0.302078
136,0.255881,136,0.68556076,1.0113175,0.79958653,0.17354892
137,0.28160188,137,0.5250158,1.3471104,1.0155526,0.26046082
138,0.2524782,138,0.6690891,1.3293035,1.0745342,0.1798734
139,0.27995318,139,0.71861476,1.2252886,0.96714205,0.25633338
140,0.256877,140,0.59033775,1.3715649,1.0902805,0.23171018
141,0.26293615,141,0.6555181,1.0097927,0.77480567,0.20152017
142,0.2628125,142,0.6240209,1.3322619,1.1763743,0.16662562
143,0.32228228,143,0.65674245,1.0557344,0.8075894,0.27958876
144,0.28231344,144,0.6552451,0.9702555,0.8039989,0.19903433
145,0.24118584,145,0.68036133,1.0725125,0.8026763,0.14691706
146,0.28342816,146,0.68134856,1.1339525,0.9807192,0.16885495
147,0.26502305,147,0.64555764,1.1836038,0.90106297,0.24688095
148,0.33139238,148,0.5855434,1.4171662,0.93122774,0.27636638
149,0.3394564,149,0.7054857,1.1346239,0.96525824,0.20136741
150,0.25922215,150,0.6802886,1.0437268,0.89708275,0.14487074
151,0.30423856,151,0.7264367,1.3110242,1.3390844,0.19166844
152,0.3021797,152,0.69303614,1.313628,1.1199487,0.15611228
153,0.24107553,153,0.6220209,0.90909034,0.72896266,0.16738278
154,0.25471717,154,0.47894543,1.269306,0.8717438,0.17792676
155,0.3418578,155,0.6188258,0.93976283,0.77178305,0.37270626
156,0.27589998,156,0.71724206,1.1830223,0.98003453,0.23707089
157,0.27733245,157,0.6490159,0.9933306,0.78417754,0.1613789
158,0.29006365,158,0.46577045,1.3557167,1.2178657,0.29215053
