,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.60716075,0,0.7794053,5.077797,0.7859275
1,0.77359045,1,0.41211075,2.0368385,0.25584704
2,0.70596105,2,0.8017079,9.00652,0.5343247
3,0.6391327,3,0.5650072,7.5631633,0.81242174
4,0.52170676,4,0.7656045,8.957902,0.73333603
5,0.32853928,5,0.51899254,0.82066965,0.15019919
6,0.035789676,6,0.406764,4.110333,0.8770796
7,0.8902017,7,0.7816656,4.7803497,0.5088057
8,0.6209446,8,0.044996962,2.4660559,0.08745234
9,0.59638274,9,0.5412369,8.797801,0.88097525
10,0.22383176,10,0.5629529,4.085394,0.2626153
11,0.6181904,11,0.39483875,7.453616,0.9034966
12,0.36996996,12,0.40462893,3.9533129,0.9096021
13,0.8316897,13,0.67002285,8.103861,0.6406285
14,0.16755319,14,0.3207972,4.044831,0.63172495
15,0.03429316,15,0.52053416,8.538418,0.88844436
16,0.036146622,16,0.5645344,5.1540537,0.6144663
17,0.81464183,17,0.44949952,7.462819,0.7979696
18,0.15443188,18,0.6573019,1.4593688,0.2806412
19,0.8007235,19,0.61242175,8.90866,0.6219633
20,0.66918814,20,0.5655146,7.9929843,0.72826993
21,0.81458235,21,0.021331998,3.455771,0.5112215
22,0.83403844,22,0.74484193,7.4873223,0.882028
23,0.07165539,23,0.57364917,7.01572,0.85294056
