,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.5910506,0,0.7712294,5.094559,0.75486594
1,0.76495045,1,0.4195266,2.1149225,0.25794172
2,0.70512354,2,0.79109734,8.891428,0.5031486
3,0.64437914,3,0.55732554,7.4379144,0.7841565
4,0.55237645,4,0.760761,8.714713,0.7049104
5,0.34658387,5,0.54105824,1.0352646,0.15809245
6,0.043959778,6,0.43213633,4.162414,0.8669796
7,0.8716393,7,0.7680366,4.804585,0.48382726
8,0.5965448,8,0.0590372,2.383935,0.108269416
9,0.5759255,9,0.53327096,8.671006,0.8690918
10,0.22861262,10,0.5645833,4.1067367,0.2611356
11,0.60951835,11,0.40012562,7.4043117,0.8854
12,0.36301968,12,0.422226,3.9394178,0.88756216
13,0.82929933,13,0.66612077,8.0328455,0.5851898
14,0.16020255,14,0.32130426,3.9979124,0.6286775
15,0.038827736,15,0.5384708,8.354996,0.87723374
16,0.041475717,16,0.56169873,5.1034484,0.63118726
17,0.76881975,17,0.4442619,7.3998027,0.7649775
18,0.18738692,18,0.66931933,1.6014097,0.27414957
19,0.7985841,19,0.60915786,8.764881,0.6062621
20,0.654032,20,0.56346464,7.952567,0.69053954
21,0.7597924,21,0.0731995,3.8365073,0.47457162
22,0.8048203,22,0.7419709,7.32871,0.8669377
23,0.07629485,23,0.5687974,6.9205966,0.8348313
