,locs0,locs1,locs2,subject
0,-0.38162953,3.0161257,-0.9572618,0
1,-3.623028,-0.40293795,-0.034420848,1
2,0.37204403,-2.0967062,-0.9134954,2
3,-0.76796544,1.2297316,-0.13586256,3
4,-3.4856572,0.15688652,0.26239827,4
5,-2.4149947,2.818162,-0.042009264,5
6,3.7156773,-0.8555944,0.5099114,6
7,-0.98178494,0.46277592,0.7075921,7
8,-1.829145,-0.89003855,-1.372426,8
9,-1.6413877,-2.6779718,-0.526566,9
10,-2.5316942,0.051223516,-2.0819683,10
11,1.9216702,-0.10947502,0.23822944,11
12,0.4774189,-0.24879634,-1.9386398,12
13,-1.7129028,2.441347,0.18803102,13
14,0.9877325,-2.0382345,-0.3349961,14
15,-1.9912055,-4.716678,-0.8989168,15
16,1.4425278,-0.9412374,0.9582119,16
17,4.1347904,1.5173767,-1.1321849,17
18,2.116504,0.6228288,-0.43028152,18
19,-1.4695773,1.2265519,-1.5373085,19
20,2.4608922,3.513555,0.4234929,20
21,0.4559603,0.30828166,-0.2893747,21
22,0.3614822,-3.2000165,-0.05803907,22
23,2.4338615,2.9054089,0.8532678,23
24,1.0565991,1.8720617,-1.5465214,0
25,-4.14186,-0.12252207,-0.053953364,1
26,-0.062455446,-2.9738598,-1.3171532,2
27,-1.6882694,2.0491986,0.21556054,3
28,-3.8959346,0.7355922,0.093517214,4
29,-3.495226,2.0199678,0.5621225,5
30,2.7022305,-0.39468202,0.9482714,6
31,-0.3511303,0.16104293,0.97924376,7
32,-1.5872518,-1.3080652,-0.9326445,8
33,-3.1662848,-2.377268,0.04113795,9
34,-2.531357,0.9618507,-1.5330749,10
35,-2.027643,0.25441417,0.18404877,11
36,0.039036304,1.6027901,-0.6095525,12
37,1.9288807,1.7582359,-0.27708814,13
38,1.259431,-2.423438,-0.4699389,14
39,-3.895071,-0.19615841,-2.3501546,15
40,1.0439084,-0.8588713,0.7438264,16
41,2.5076454,1.3335501,-1.2144744,17
42,1.0170177,0.5611919,-0.38792515,18
43,-1.598886,1.7081218,-1.6374004,19
44,2.0156667,2.893875,-0.8111199,20
45,0.24371916,-1.1425394,-0.491271,21
46,0.20810981,-3.156786,0.45303428,22
47,1.160643,1.9476849,0.50839704,23
48,-0.22752535,1.5383542,-1.6886827,0
49,-3.0730417,0.24290814,-0.15348808,1
50,0.45622176,-3.0580285,-1.4486153,2
51,-0.887378,2.3714347,-0.38769135,3
52,-4.0845256,-0.04627811,-0.3255297,4
53,-2.0597894,3.1487663,0.16961658,5
54,2.4322278,-0.6700562,0.80241597,6
55,0.6233813,0.24136937,0.53959006,7
56,-1.7124062,-1.3542274,-1.0622659,8
57,-3.2981615,-2.068873,-0.5952895,9
58,-1.9701784,-1.4542727,-2.5884027,10
59,-1.6865509,0.50350714,-0.25193036,11
60,-0.37751472,0.36720288,-1.7755275,12
61,-3.2534769,1.7843608,-0.23540875,13
62,0.4713272,-2.4809914,-0.9909668,14
63,-1.5031005,-5.4660244,-1.2669611,15
64,0.8937125,-1.086755,0.58805984,16
65,3.0226264,2.6155734,-1.3731612,17
66,1.6925952,0.72245014,-0.536016,18
67,-1.1053015,1.0882754,-1.3873445,19
68,3.478306,2.0146294,-0.45647937,20
69,1.3569065,-0.75769436,-0.8991173,21
70,0.78926104,-2.8355892,0.05580032,22
71,2.879198,2.2574494,0.69643533,23
72,-0.34876084,-0.7811111,-1.7772673,0
73,-3.029524,-0.7841342,0.039858133,1
74,-0.6801477,-2.0377073,-1.0151509,2
75,1.9438121,2.0886366,-0.5505821,3
76,-4.3957224,0.57282054,0.23327568,4
77,-3.820867,1.1797864,0.34304282,5
78,2.9631834,-0.9124205,0.7609416,6
79,-0.23836121,-0.31627786,1.3181992,7
80,-1.1634071,-1.8055315,-1.3864617,8
81,-3.6667428,-2.3505604,0.20766705,9
82,-2.6907332,-1.6018729,-2.1244538,10
83,1.802737,0.5629493,0.45047644,11
84,-0.43747097,-0.07071221,-1.9477695,12
85,-1.0311935,0.84200656,-0.44758788,13
86,1.0506339,-2.5285838,-0.8195401,14
87,-3.0928497,-3.849379,-1.4916215,15
88,1.2961285,-1.1260011,0.524156,16
89,0.6991068,2.1648798,-1.2439313,17
90,0.8113023,0.33889034,-0.2291084,18
91,-1.7409766,0.70286846,-1.5227914,19
92,3.094222,1.9825513,-0.64933455,20
93,0.9260807,0.38463563,-0.026852846,21
94,0.25775093,-2.8073936,0.51521516,22
95,2.3119483,2.046799,0.28587687,23
96,-0.14370872,0.9630115,-1.9121253,0
97,-5.284578,-0.08825225,0.24383363,1
98,0.4922598,-2.9590614,-1.0710378,2
99,-2.2637582,1.5162847,-0.0906097,3
100,-3.9818687,-0.25252455,-0.6611556,4
101,-1.5342226,2.1749613,0.5775866,5
102,2.8450189,-0.6848147,1.1779847,6
103,-0.27518564,0.37083483,0.45098677,7
104,-1.098359,-0.8207159,-1.0302666,8
105,-2.092189,-2.8542175,-0.27166617,9
106,-1.9815493,-2.0277965,-1.7596622,10
107,-1.9906394,0.10188812,0.2765815,11
108,-0.8886803,1.7768023,-1.493759,12
109,-0.8577683,1.5560756,-0.55672884,13
110,0.85114044,-2.421568,-0.23204188,14
111,-2.467947,-2.6597424,-1.9707801,15
112,0.17410594,-0.7409922,0.6362128,16
113,2.3453162,0.46213174,-1.0146923,17
114,2.7034333,0.22568381,-0.05666247,18
115,-1.5618292,0.40589803,-1.1132776,19
116,3.3986459,2.4839342,-0.20769744,20
117,0.69461924,0.90388846,-0.1949411,21
118,-0.4393068,-3.1941524,0.48619163,22
119,-0.28369904,2.819636,0.9834604,23
120,0.35643113,0.66674644,-1.7086596,0
121,-2.9479694,-0.59991956,-0.39018464,1
122,0.58273196,-3.1293454,-1.4542884,2
123,-1.9113141,1.6861309,-0.43896997,3
124,-4.3733926,0.10750656,-0.1517498,4
125,-3.1253936,2.0329533,0.38093054,5
126,0.87012005,-0.9902894,0.40931928,6
127,0.87484705,0.054166645,0.76331043,7
128,-1.5579621,-1.0744773,-0.9938201,8
129,-2.376694,-2.3448706,-0.7400411,9
130,-2.5014982,-2.325884,-1.8683233,10
131,0.2663855,0.7589034,0.08446668,11
132,-0.8082298,1.0025171,-1.6032034,12
133,-0.095543146,1.5744553,-0.36054638,13
134,0.628544,-2.4463475,-0.2925084,14
135,-2.745887,-1.9859517,-2.0409477,15
136,0.68556786,-0.9190165,0.90970933,16
137,1.702056,1.5655653,-0.9922768,17
138,1.5503896,0.6051458,-0.26103225,18
139,-1.5197165,1.5224366,-1.5603753,19
140,2.7663984,2.9435506,-0.3179241,20
141,2.1002936,-0.2469202,-0.3100637,21
142,-0.39255822,-2.7430315,-0.3106712,22
143,1.423635,1.3736784,0.26210088,23
144,-0.58970857,1.3267623,-1.6807271,0
145,-3.722675,-0.7901639,-0.47095287,1
146,-0.06949304,-2.350002,-1.4984764,2
147,-0.15275466,2.4952564,-0.45468515,3
148,-4.2547145,0.19713756,-0.10286257,4
149,-1.7414976,2.673038,0.23160493,5
150,3.822697,-0.863019,0.90726435,6
151,-1.3552958,0.5766619,0.43284804,7
152,-1.7301056,-0.9302832,-1.262008,8
153,-3.885155,-2.8630984,0.12858237,9
154,-2.143525,-2.6059175,-2.9241354,10
155,0.9440593,0.84508586,-0.3243243,11
156,-0.4452226,1.2730947,-1.7175839,12
157,-6.5222797,2.4151545,-0.25635105,13
158,1.1149154,-2.229709,-0.34566393,14
159,-0.7562015,-5.7398024,-0.7044486,15
160,0.69836396,-0.9537212,0.55857646,16
161,2.0829265,0.5222509,-1.1443497,17
162,1.217261,0.90946233,-0.29451668,18
163,-1.4974084,0.40641367,-2.0883672,19
164,1.8057954,2.7187946,-0.544384,20
165,0.7247063,0.07187131,-0.47945255,21
166,-1.0192723,-3.1610632,-0.20934153,22
167,0.16855335,1.6068914,0.618216,23
168,0.19186208,2.5478227,-2.2696078,0
169,-4.0955048,-0.29330602,-0.13759182,1
170,-1.2371012,-2.8321848,-1.2121736,2
171,-1.7822006,1.9461496,-0.12874313,3
172,-3.9711304,-0.84505326,-0.17884828,4
173,-1.6339207,3.3828998,0.60007006,5
174,3.0702562,-1.0250212,0.63869303,6
175,-0.38555288,0.48837236,0.8611569,7
176,-1.0218853,-0.26137882,-0.65398324,8
