,inferred policy rate,subject,inferred reward rate,inferred dec temp
0,0.4833359,0,0.75975513,1.575843
1,0.021753604,1,0.45237294,4.359046
2,0.46394798,2,0.06584815,2.266227
3,0.32098743,3,0.88876086,4.4346933
4,0.018776597,4,0.52602375,4.793276
5,0.12100586,5,0.89678395,5.8737307
6,0.81989586,6,0.343081,6.9972453
7,0.43009827,7,0.6250344,6.8124228
8,0.21409525,8,0.31155932,2.8741045
9,0.07560114,9,0.06790668,4.9813957
10,0.09612615,10,0.38790238,1.0171355
11,0.41742322,11,0.64276415,5.025372
12,0.42373016,12,0.7020658,1.7157053
13,0.29071563,13,0.8470891,4.2662735
14,0.7389867,14,0.083691604,3.9399045
15,0.08970776,15,0.14097017,1.6520917
16,0.68030626,16,0.2581033,6.647912
17,0.8839846,17,0.7189182,2.4835987
18,0.78925085,18,0.6341109,4.388315
19,0.21888763,19,0.72374636,1.9292513
20,0.8777397,20,0.9113811,4.055079
21,0.65935385,21,0.4689662,4.3241034
22,0.4748613,22,0.05098495,5.6200905
23,0.79491395,23,0.90041465,6.302228
