,locs0,locs1,locs2,subject
0,0.22009987,0.75532,-0.36239684,0
1,-1.324087,-0.9752036,-0.89963293,1
2,-0.31346476,-0.80256885,-0.41838542,2
3,-0.2471514,-0.54449046,-1.7719743,3
4,-0.52130455,-0.010061324,-0.7390965,4
5,-1.3406136,0.8508476,0.14240018,5
6,0.51708114,-0.66049594,-0.17014873,6
7,0.29905945,1.2621107,1.1684102,7
8,-1.0762452,-0.25091577,-0.69663656,8
9,-0.68874395,0.031157196,-0.9112071,9
10,-0.20203692,0.095617086,-0.49122936,10
11,0.111796066,0.011075735,0.6274479,11
12,-0.340045,1.059484,-0.18836886,12
13,0.30746043,0.76959497,-0.8594858,13
14,-0.4772284,-2.5851202,-0.76460904,14
15,0.992385,-2.9835672,-0.29326814,15
16,1.1764231,-0.4493551,0.532017,16
17,0.780494,-0.09375572,-0.07867473,17
18,1.046813,0.9407698,-0.4819067,18
19,-0.7563377,1.3909913,-0.40962872,19
20,0.7570354,1.7252957,-0.05303687,20
21,0.74792355,0.6773365,-1.0912199,21
22,-1.7633464,1.2622067,-1.8177428,22
23,0.13102168,1.6606498,0.3910762,23
24,-0.8253878,2.0851297,0.1772039,0
25,-1.8673239,-0.42627907,-0.46216255,1
26,0.17936833,-1.48119,-0.68693167,2
27,-1.1206269,-0.064362526,-0.7879838,3
28,-4.0193977,0.43171704,0.65079224,4
29,-1.355984,2.0454288,-0.09721338,5
30,0.6023865,-0.30119795,1.6440035,6
31,0.6624822,1.2765772,1.4354901,7
32,-0.7784345,-0.31609172,-0.5787026,8
33,-0.7126767,1.5177916,-1.7109346,9
34,-0.48652956,0.27718508,-1.8719922,10
35,1.1375507,0.42612392,-0.6419596,11
36,0.20203352,-0.5632925,-2.2149248,12
37,-1.0385265,0.40742618,-0.8139412,13
38,-0.007743448,-0.08132571,-0.8908489,14
39,0.17030513,-0.15367907,-0.9465167,15
40,0.3479736,-0.64241827,0.4492936,16
41,0.37556386,0.9366708,-0.41924518,17
42,1.2287765,0.8323387,0.029827058,18
43,-0.22269678,2.1255894,-0.74811316,19
44,1.1596189,0.74866897,-0.7751261,20
45,0.27968404,0.033109665,0.40184623,21
46,-0.842304,-2.9523425,1.0165353,22
47,1.802037,-0.81597334,-0.67496747,23
48,-0.149231,0.8020962,-0.4815151,0
49,-2.4540567,-0.6394217,-0.9740547,1
50,-0.37602758,-2.8449316,-0.84114313,2
51,1.0004522,0.48508263,-0.087833345,3
52,-0.567263,0.34400773,0.12823173,4
53,-1.2083769,0.5395673,-0.55739844,5
54,-0.5307677,0.12348312,0.1462245,6
55,0.27578288,0.1289323,0.7007906,7
56,-0.9262586,0.17311496,-0.48131666,8
57,-3.129524,0.48041272,0.11331594,9
58,-3.6572447,0.4630913,-0.3871892,10
59,1.3532538,0.8705175,-0.40598464,11
60,-0.43686026,1.3517036,-0.5786439,12
61,-1.2450929,0.09924692,-0.8486136,13
62,-0.6744775,-0.0067445636,-0.8157353,14
63,2.8693671,-0.8329844,-1.4145585,15
64,0.57063997,-0.93440443,0.6171252,16
65,1.402914,0.57327366,-0.37506998,17
66,0.37062508,-0.2086286,-0.37876385,18
67,-1.3182328,-0.30727738,-1.5311756,19
68,-0.08387554,0.8792193,-0.17426395,20
69,0.7723982,0.1491812,1.1597214,21
70,-0.11155516,-0.010258913,-1.1275089,22
71,0.039862394,1.2303028,-0.22960536,23
72,0.94891375,0.5747239,-1.147762,0
73,-0.5850331,0.7699263,-0.03963992,1
74,-0.19181578,-2.0809436,-1.0958403,2
75,-1.8580304,0.05495304,-1.9416981,3
76,-1.9901445,-0.10913685,0.5214851,4
77,-1.2344592,1.5492805,0.57600015,5
78,2.0165,0.94647294,1.0885884,6
79,0.6002793,0.93671393,0.826424,7
80,-0.62301373,-0.1017082,-0.351106,8
81,-1.4070005,0.85272205,-1.111456,9
82,-0.052850902,0.38671923,-0.463023,10
83,1.8937194,0.96379447,-0.4212988,11
84,-0.8665098,1.31281,-1.0449815,12
85,-0.9930584,1.8221116,-0.17154044,13
86,0.5875796,-0.9202839,-0.31436563,14
87,-1.2568355,-2.2316527,-2.0981398,15
88,1.2396458,-1.3204522,0.67018557,16
89,0.47659254,1.3492341,-0.92289627,17
90,0.35429475,0.29976273,-1.2424865,18
91,-1.7240286,1.6154392,0.18166989,19
92,1.1568983,-0.42261374,-1.2154574,20
93,0.31978196,-0.5359566,0.75215024,21
94,-0.043180436,-1.3651476,-1.6048567,22
95,1.58845,1.1761128,0.38071513,23
96,-1.0713056,1.4825782,-0.05907774,0
97,2.3444097,0.30715227,-0.52334523,1
98,-0.15758279,-1.7983527,-0.97689474,2
99,-1.3721702,1.8716468,-0.16587692,3
