,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.30735007,0,0.6982845,0.69701827,0.5317949
1,0.24188362,1,0.65619123,0.91583765,0.69250196
2,0.48680422,2,0.6897003,1.1585703,0.76178306
3,0.25250542,3,0.6592427,0.7569169,0.62027526
4,0.25894007,4,0.6122169,0.7817167,0.63310105
5,0.36272877,5,0.6987533,0.89930433,0.67923903
6,0.37404147,6,0.55432045,0.94908375,0.6880613
7,0.41290388,7,0.7008972,1.3223078,0.7752317
8,0.30358624,8,0.65944004,1.4461602,1.0562882
9,0.27565894,9,0.60678625,1.2517248,1.1067783
10,0.31037506,10,0.6270723,1.2042683,0.7666262
11,0.27030057,11,0.64131975,1.4886855,0.9881119
12,0.26115045,12,0.68163574,1.2536399,1.0406501
13,0.32592568,13,0.5995569,1.2281624,1.1733869
14,0.26878607,14,0.66474694,0.9412507,0.7481793
15,0.29624352,15,0.6908173,0.8774387,0.6422915
16,0.33704334,16,0.6147761,1.3387297,1.4612666
17,0.27055937,17,0.7042201,0.85567456,0.6888678
18,0.39737448,18,0.7276588,1.3712968,1.2058387
19,0.27112573,19,0.6993872,1.1486933,0.8642229
20,0.2657496,20,0.69455653,1.0548697,0.8074249
21,0.30265465,21,0.5575086,1.0930169,0.82873654
22,0.37165406,22,0.5901623,1.3680546,1.1456685
23,0.2934141,23,0.61354053,0.72912914,0.5981966
24,0.3403321,24,0.6865067,1.4836526,1.1566441
25,0.3450067,25,0.7524658,1.1272154,1.0212039
26,0.20305829,26,0.38220897,1.3990673,0.9462511
27,0.26689798,27,0.59453887,1.2198166,0.7675188
28,0.3046482,28,0.60989076,1.363421,0.90157455
29,0.28001192,29,0.49744835,1.2737746,0.84770745
30,0.25613752,30,0.36685494,1.1650354,0.9313532
31,0.30694586,31,0.7200656,1.1613001,0.91219175
32,0.23982647,32,0.7213735,1.1108869,0.9154629
33,0.24168073,33,0.46527982,1.0568286,0.77068883
34,0.30065158,34,0.6655815,1.0876426,0.9358147
35,0.32403004,35,0.6678064,0.9348363,0.70722365
36,0.32451063,36,0.6807889,0.8184635,0.652046
37,0.3092941,37,0.72356176,1.0054518,0.75006145
38,0.23885694,38,0.7299557,1.0829163,0.9029456
39,0.26759169,39,0.6432,1.0650551,0.73648036
40,0.29014832,40,0.7145994,1.2832522,1.1192266
41,0.26317468,41,0.6451509,0.78352493,0.6072751
42,0.2990495,42,0.72311014,0.96066433,0.81444603
43,0.22447231,43,0.6804102,0.8973788,0.6999485
44,0.38930658,44,0.6485045,0.9628539,0.7294506
45,0.263927,45,0.66470665,1.1409583,0.7489337
46,0.3535891,46,0.5879029,1.3082913,0.8873921
47,0.3239273,47,0.73969054,1.2681057,1.2352351
48,0.45388046,48,0.42716113,1.0593833,0.72482294
