,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.34876892,0,0.63582546,1.8851738,1.8082707
1,0.34521568,1,0.61781627,2.0634391,1.8092976
2,0.3956015,2,0.63464355,2.053317,1.8413056
3,0.3375555,3,0.6385912,2.0219142,1.7866645
4,0.35228074,4,0.6289602,2.0096529,1.7511735
5,0.373145,5,0.64300466,2.029575,1.9222039
6,0.36298233,6,0.6060371,2.022347,1.8611667
7,0.3852746,7,0.62649596,2.0019238,1.8691175
8,0.3712442,8,0.61519575,2.1220694,1.9367149
9,0.35226086,9,0.6094964,2.1105201,1.9682491
10,0.3620105,10,0.6277738,2.085624,1.8857162
11,0.3725168,11,0.6276287,2.1493917,1.9931854
12,0.34430155,12,0.6307275,2.0630732,1.9320786
13,0.35733807,13,0.610516,2.1837754,1.9837693
14,0.35322285,14,0.6209506,1.935177,1.7934041
15,0.3522956,15,0.6384015,2.0470371,1.90166
16,0.36344567,16,0.6042844,2.0834622,1.9731404
17,0.34880584,17,0.6364704,1.983922,1.8372334
18,0.38488823,18,0.63771534,2.0737956,2.0223672
19,0.34957275,19,0.62705564,2.1012585,1.8361975
20,0.34821025,20,0.64176375,2.0389442,2.004231
21,0.35944617,21,0.6133317,2.0017295,1.861692
22,0.38318944,22,0.61739653,2.162615,1.9900548
23,0.3665304,23,0.62027395,1.8583074,1.8490025
24,0.35499212,24,0.6442773,2.1747134,2.0310206
25,0.35985705,25,0.6487156,2.069116,1.9221486
26,0.34628326,26,0.57443166,2.1553032,1.8560386
27,0.37599,27,0.6171897,2.0763338,1.9119267
28,0.35400644,28,0.619426,2.143305,1.8789402
29,0.36750323,29,0.6114834,2.0472105,1.8488849
30,0.36251643,30,0.5894904,2.0924838,1.9156249
31,0.36831585,31,0.6360701,2.014358,1.9909043
32,0.35123518,32,0.6298167,2.0737183,1.9276952
33,0.35558453,33,0.59760815,2.0293388,1.843542
34,0.3497019,34,0.6334248,2.1123977,1.9445616
35,0.3622738,35,0.6205136,2.0111125,1.8839465
36,0.34583634,36,0.63465583,2.0755973,1.8648808
37,0.3546942,37,0.6444997,2.104853,1.9429455
38,0.35146174,38,0.6511044,2.0427046,1.9236615
39,0.3448029,39,0.6326835,2.0580304,1.9333777
40,0.3585258,40,0.64515567,2.050649,1.9191685
41,0.33616358,41,0.64051527,1.9838208,1.801408
42,0.37323657,42,0.62189126,1.9144123,1.8851253
43,0.34145942,43,0.64128274,1.9690055,1.9154041
44,0.36410645,44,0.6290651,2.0891786,1.8963742
45,0.34124827,45,0.63505846,2.089874,1.8525922
46,0.37470356,46,0.60855556,2.0301378,1.8605666
47,0.3586989,47,0.6347815,2.1105556,1.9465184
48,0.3705757,48,0.6027296,2.1196358,1.8061185
49,0.38197374,49,0.6176028,2.049333,1.8727617
50,0.3551814,50,0.62263536,2.0101697,1.827059
51,0.34045342,51,0.60231954,2.0362954,1.7549683
52,0.35790604,52,0.59859896,2.1193945,1.9299519
53,0.3367712,53,0.6278277,2.1674256,1.9366615
54,0.34115317,54,0.6233952,2.1008542,1.8407879
55,0.3775957,55,0.61605006,2.0584662,1.9387915
56,0.3605514,56,0.6197371,2.000897,1.8496121
57,0.36310986,57,0.6165635,1.9858536,1.9147937
58,0.3642209,58,0.60517025,1.9697806,1.8565725
59,0.3691634,59,0.5652589,2.0787787,1.8612822
60,0.35805693,60,0.6347682,1.9629133,1.8930755
61,0.34428617,61,0.6251804,1.9330587,1.8288919
62,0.3510573,62,0.6598855,2.086784,1.9554467
63,0.38085073,63,0.60151464,1.9190085,1.8547214
64,0.35826087,64,0.60620576,1.9226441,1.8173119
65,0.39510462,65,0.61215127,1.9108429,1.7944492
66,0.3579967,66,0.6165605,1.9345907,1.8013651
67,0.36398682,67,0.63149774,2.1735675,1.9301484
68,0.34387422,68,0.59921855,2.1322176,1.9672167
69,0.36509845,69,0.6201614,1.9252621,1.8351121
70,0.36431375,70,0.6480111,2.0197718,1.9353583
71,0.3743073,71,0.6350908,2.0208895,1.9148676
72,0.36761248,72,0.6548448,2.0034115,1.872426
73,0.36586004,73,0.6374882,2.0106058,1.916848
74,0.35961264,74,0.6110659,2.2118783,1.9286003
75,0.35018262,75,0.632346,1.9898689,1.8708056
76,0.40104017,76,0.61475486,2.0400586,1.9182701
77,0.3570103,77,0.6361746,1.9270027,1.8339579
78,0.36493835,78,0.64660335,2.0605063,1.9607795
79,0.364132,79,0.6493023,2.0629072,1.9900403
80,0.36139032,80,0.6407217,1.9821943,1.8717468
81,0.3515702,81,0.6452313,2.0239813,1.833871
82,0.3675834,82,0.6358158,2.1647422,1.9469118
83,0.36257017,83,0.63180953,2.0765758,1.8988811
84,0.34356892,84,0.6342607,2.0631998,1.9192731
85,0.37278643,85,0.6161599,2.0003114,1.8367534
86,0.35754848,86,0.622712,1.9393654,1.8754342
87,0.363964,87,0.6212462,2.029882,1.8941475
88,0.3662283,88,0.6276277,2.0745957,1.9836638
89,0.35442093,89,0.611373,2.1273355,1.9960375
90,0.37159142,90,0.6248811,2.1209965,1.9133171
91,0.35785657,91,0.6078679,2.0481489,1.8066938
92,0.3574065,92,0.64569825,2.0802314,1.8954799
93,0.38173658,93,0.5536372,2.1310172,1.8692335
94,0.35735697,94,0.6333341,1.9794756,1.8866879
95,0.36512145,95,0.6187962,2.089399,1.8956432
96,0.3736899,96,0.6149505,1.969718,1.78058
97,0.35585347,97,0.62356126,2.1535919,1.8632115
98,0.3563322,98,0.634933,2.0105553,1.8361104
