,inferred policy rate,subject,inferred reward rate,inferred dec temp,inferred habitual tendency
0,0.20654604,0,0.7108101,1.7021163,0.79002285
1,0.73789954,1,0.29827973,2.6859918,0.6853039
2,0.6862099,2,0.638092,2.8098948,0.85704994
3,0.5037974,3,0.5794282,2.1003535,0.7458614
4,0.7201118,4,0.16702147,2.8316891,0.66156745
5,0.63524497,5,0.71378136,2.115892,0.81364346
6,0.23798516,6,0.19254117,2.5583384,0.77706206
7,0.46160948,7,0.6163088,5.6605263,0.7971394
8,0.6844023,8,0.3864526,5.1597853,0.82131356
9,0.63928044,9,0.2893066,6.8198977,0.6603672
10,0.7858618,10,0.23578502,4.408423,0.83570075
11,0.61891264,11,0.37431952,6.438667,0.67378277
12,0.44434643,12,0.60403806,6.0903654,0.62657434
13,0.5096687,13,0.38598296,6.6401033,0.8041795
14,0.32186404,14,0.55207384,2.5568242,0.80535924
15,0.76158506,15,0.6108506,1.7358195,0.86720616
16,0.553308,16,0.34743235,7.330788,0.7584254
17,0.50477225,17,0.73440564,2.0627198,0.7196636
18,0.45138887,18,0.80964565,6.4774003,0.8410485
19,0.7682555,19,0.13082182,3.2658827,0.8108262
20,0.31567803,20,0.6983709,1.8605186,0.8234745
21,0.07437393,21,0.06390696,2.2138603,0.79569274
22,0.1324928,22,0.4562098,6.4458447,0.8256907
23,0.2717962,23,0.59359235,1.4538746,0.7918706
24,0.72511375,24,0.36517414,5.95934,0.79737705
25,0.7381409,25,0.86278766,5.64392,0.7827771
26,0.17494091,26,0.08148098,3.464023,0.77535313
27,0.60171586,27,0.2492121,3.8450737,0.76674503
28,0.67694384,28,0.38080725,5.0186224,0.79724926
29,0.13947603,29,0.31086946,4.8565,0.82063055
30,0.2373035,30,0.13152134,5.599133,0.7202342
31,0.42133942,31,0.7615051,4.5292473,0.8003928
32,0.5067019,32,0.78362954,6.2791395,0.63561314
33,0.11205903,33,0.2622199,3.7225156,0.76040506
34,0.1506213,34,0.65545917,6.9067917,0.7276382
35,0.31249326,35,0.6672916,1.7919551,0.8218909
36,0.45683092,36,0.58706,2.0417862,0.8122445
37,0.57271445,37,0.7106466,2.0213513,0.82461965
38,0.16857132,38,0.86911106,6.739783,0.693072
39,0.29800367,39,0.5314351,2.4319263,0.80742484
40,0.72302073,40,0.46919927,5.2456403,0.8154299
41,0.1343638,41,0.6543822,1.72482,0.800598
42,0.68742734,42,0.6711894,3.5883794,0.6998417
43,0.77338964,43,0.17237958,2.6382499,0.77290833
44,0.50086814,44,0.49467328,2.0556982,0.81352335
45,0.6839626,45,0.23261108,2.3241005,0.8060028
46,0.71400213,46,0.20800889,4.823097,0.81056654
47,0.69777656,47,0.75155777,6.3924766,0.81767833
48,0.18186432,48,0.10890638,2.7653308,0.8141179
49,0.6706026,49,0.31239924,4.286603,0.80151623
50,0.44027764,50,0.2908194,2.8939252,0.818506
51,0.7634306,51,0.107188046,2.3032212,0.81662107
52,0.4605173,52,0.10941414,3.8839028,0.8194741
53,0.3171732,53,0.5523622,6.7830577,0.6983228
