,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.51737034,0.2778393,0,0.70410436,0.85766894,2.6071675,4.3729954,3.011306,4.2971163
1,0.69047743,0.90978396,1,0.47190535,0.5609567,3.6016152,3.9111905,2.1403725,3.6823826
2,0.70315796,0.81770366,2,0.21110037,0.19480616,4.2185493,4.9249787,2.9909933,5.412927
3,0.6056511,0.6117283,3,0.18018712,0.1475519,3.9018178,4.3351746,3.6236172,1.3150681
4,0.48195398,0.39798945,4,0.569527,0.62945044,3.1786914,4.5646896,4.2433643,3.9179485
5,0.6003714,0.26871377,5,0.11557093,0.019268632,3.281912,2.7008162,2.5764468,2.152595
6,0.68345606,0.7431718,6,0.30185992,0.2859015,2.9902158,1.9283609,1.4034526,2.1323261
7,0.26944453,0.20240778,7,0.23045047,0.2578621,2.648581,4.5580854,4.253462,3.0691187
8,0.30269116,0.0736869,8,0.5522967,0.49062008,2.0935574,4.013076,5.184959,5.395713
9,0.66260976,0.8088732,9,0.65099025,0.72178787,3.311319,3.2032194,4.233565,4.1609025
10,0.37889498,0.5666925,10,0.40998688,0.349536,1.9654212,0.80041766,3.7949336,3.4465585
11,0.31466997,0.11963928,11,0.314671,0.3288533,2.7639928,5.669581,4.0491858,4.4998617
12,0.28223217,0.14625138,12,0.27996776,0.29490024,2.490338,5.55591,3.5350196,1.1152786
13,0.40285143,0.23014462,13,0.64429307,0.6974092,2.5528245,5.6299505,3.7323296,3.4224515
14,0.58634716,0.48298275,14,0.6123994,0.6429822,3.5746017,5.5312386,1.6506565,0.88582885
15,0.38401455,0.23260534,15,0.7360742,0.8359926,2.0400093,5.284362,4.2121286,5.076332
16,0.35858765,0.28217536,16,0.40673023,0.39702612,3.012,3.1202855,2.3970828,2.2378764
17,0.54258275,0.43347424,17,0.19774057,0.18543136,3.5201142,5.6847715,2.4831464,0.015579343
18,0.37989178,0.75955456,18,0.6485293,0.635806,2.2863276,0.84988046,4.4071064,4.500819
19,0.300993,0.9222781,19,0.66005695,0.44284928,0.8011116,0.20169818,0.65628266,0.24364007
20,0.4333313,0.25867146,20,0.68634254,0.69464856,2.0920854,2.7863646,1.0609043,1.0741825
21,0.5858212,0.9781409,21,0.78619117,0.949165,2.6336713,2.6880198,2.1546912,3.3827126
22,0.7578468,0.9071941,22,0.37202758,0.39818978,4.0727224,5.7892957,2.837578,3.9452398
23,0.59506506,0.5089691,23,0.10638067,0.054305553,4.009705,5.2233057,4.030047,0.29815006
24,0.26720208,0.07573533,24,0.69153714,0.65899247,0.7967661,0.26210833,0.6907629,0.6105459
25,0.397513,0.21085083,25,0.51290756,0.4909461,2.5995097,3.7573237,1.2110081,1.2475959
26,0.2916082,0.19713217,26,0.721404,0.76614004,1.1714802,1.608525,1.1106431,1.3234874
27,0.50775194,0.39198685,27,0.72626185,0.8347286,2.9277153,4.821347,1.4119754,2.3921704
28,0.3714028,0.32573134,28,0.7203447,0.8881022,2.0049522,3.059039,1.2529871,1.9442911
29,0.6437526,0.90001255,29,0.18736906,0.14938313,3.9526987,4.902891,3.2887022,3.4403396
30,0.35444275,0.36325735,30,0.708619,0.54197294,1.0445086,1.0278243,0.9398719,0.55724466
31,0.64198977,0.7918626,31,0.114708036,0.08687782,2.5030694,0.62411,0.87079173,1.3918959
32,0.62869227,0.65528744,32,0.109774396,0.015032351,4.103985,2.8478422,4.108151,0.37774658
33,0.5512468,0.30909938,33,0.4027915,0.3930018,3.6537442,5.735486,4.326171,3.79557
34,0.649406,0.6823665,34,0.7766733,0.90684605,3.2708726,5.064447,1.9127753,3.1820521
35,0.30761328,0.20925993,35,0.48572895,0.48170066,2.4807978,3.7572849,4.392134,4.8602123
36,0.7463032,0.7231989,36,0.45695326,0.4233657,3.9041557,3.0944462,2.236873,3.0743413
37,0.14027448,0.009661555,37,0.17514904,0.16297054,1.5999318,3.1104498,4.5923724,3.943961
38,0.25360286,0.89687383,38,0.46901527,0.47105908,1.8593469,0.39853978,4.732352,5.5322633
