,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.49001637,0.2778393,0,0.67966455,0.85766894,2.494183,4.3729954,2.8738832,4.2971163
1,0.7005764,0.90978396,1,0.47408172,0.5609567,3.6406188,3.9111905,2.1959248,3.6823826
2,0.6874831,0.81770366,2,0.21387056,0.19480616,4.1963615,4.9249787,3.1695948,5.412927
3,0.61692995,0.6117283,3,0.18858084,0.1475519,3.8363693,4.3351746,3.7765796,1.3150681
4,0.5011213,0.39798945,4,0.5651506,0.62945044,2.973065,4.5646896,4.0645895,3.9179485
5,0.61239284,0.26871377,5,0.1697211,0.019268632,3.5579138,2.7008162,2.9260285,2.152595
6,0.69210416,0.7431718,6,0.30529216,0.2859015,2.9661193,1.9283609,1.5021272,2.1323261
7,0.3042104,0.20240778,7,0.24729933,0.2578621,2.7639244,4.5580854,4.3613467,3.0691187
8,0.32137683,0.0736869,8,0.5685498,0.49062008,2.1073396,4.013076,5.0253935,5.395713
9,0.64230114,0.8088732,9,0.63640356,0.72178787,3.2806284,3.2032194,3.924623,4.1609025
10,0.36116764,0.5666925,10,0.43068993,0.349536,2.2640035,0.80041766,3.9220579,3.4465585
11,0.33068144,0.11963928,11,0.32037878,0.3288533,2.6697407,5.669581,4.1447196,4.4998617
12,0.31218916,0.14625138,12,0.29554656,0.29490024,2.6488223,5.55591,3.6324897,1.1152786
13,0.3883141,0.23014462,13,0.624148,0.6974092,2.4576077,5.6299505,3.4787817,3.4224515
14,0.5990344,0.48298275,14,0.60415906,0.6429822,3.3516543,5.5312386,1.759905,0.88582885
15,0.3736401,0.23260534,15,0.70615596,0.8359926,1.9846703,5.284362,3.8977242,5.076332
16,0.38954216,0.28217536,16,0.4326321,0.39702612,3.035506,3.1202855,2.612698,2.2378764
17,0.5717815,0.43347424,17,0.20528741,0.18543136,3.6816359,5.6847715,2.7249994,0.015579343
18,0.3886284,0.75955456,18,0.6362718,0.635806,2.2038417,0.84988046,4.124803,4.500819
19,0.29664212,0.9222781,19,0.66410315,0.44284928,0.9848762,0.20169818,0.78295505,0.24364007
20,0.4197211,0.25867146,20,0.6685342,0.69464856,1.9770356,2.7863646,1.1737776,1.0741825
21,0.51811147,0.9781409,21,0.7456522,0.949165,2.597137,2.6880198,1.9945526,3.3827126
