,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.78894275,0.92978925,0,0.60424674,0.72846437,4.367573,5.8300567,2.0449388,2.053999
1,0.19254394,0.10158658,1,0.76746005,0.8516699,1.0811421,1.6539434,0.9987305,0.82444847
2,0.32172656,0.5100246,2,0.41077548,0.3487808,3.1556473,1.0886478,4.3026,3.8731656
3,0.3963529,0.20072603,3,0.5408689,0.4966032,3.3596792,5.106858,2.1040518,1.2571095
4,0.3925783,0.5636237,4,0.601865,0.5915639,2.468888,1.1047064,4.6369314,5.057411
5,0.1469367,0.08224088,5,0.24182153,0.2007947,1.1349522,0.3191929,1.7610418,1.8089586
6,0.8198199,0.6974948,6,0.7354259,0.7855255,4.406196,5.360653,1.5112929,2.7254667
7,0.08178629,0.010758042,7,0.2141841,0.15983975,1.8033463,4.6170077,1.4751121,0.893319
8,0.3133302,0.2935878,8,0.5453427,0.5445034,2.6598554,3.1822925,4.9850626,5.1143513
9,0.55055004,0.5453103,9,0.11868097,0.13225424,3.7854135,5.209705,3.8135858,2.3316028
10,0.5222429,0.46085912,10,0.6473517,0.64375603,2.7624862,3.4229932,4.4083204,5.552685
11,0.57188565,0.5410338,11,0.09436606,0.043361664,3.8692944,5.8079586,3.7143378,2.8920698
12,0.3809151,0.2832759,12,0.61317664,0.5831162,2.7474194,4.439723,2.7381802,0.9243032
13,0.1231681,0.04219389,13,0.22710027,0.24903256,2.1126642,5.5317655,2.803738,2.523285
14,0.2348912,0.1154325,14,0.6442192,0.5955821,1.6141045,0.95203936,3.2021906,2.8950095
15,0.2444907,0.055960655,15,0.74986476,0.9656323,0.8605891,0.64943147,0.974002,1.2614079
16,0.54305536,0.98046404,16,0.73257375,0.75334513,1.4301602,0.7787311,1.211533,1.4876801
17,0.77096,0.53191257,17,0.70054823,0.7061634,4.3021965,5.435806,1.866012,1.4676597
18,0.7277784,0.74617314,18,0.50321966,0.5468628,4.2259035,4.5158668,2.9804244,4.8820777
19,0.56596106,0.65906227,19,0.12118025,0.10355556,3.8536084,2.9790888,3.819109,1.6721281
20,0.23971482,0.1317761,20,0.40060094,0.3572244,1.8182312,0.51346743,4.7777715,4.579872
21,0.23712501,0.18148541,21,0.70021826,0.72801006,2.0588903,3.9245682,3.4251957,3.0931678
22,0.3473608,0.73351324,22,0.12548968,0.14316458,2.7001362,1.5965724,4.192943,5.654798
23,0.6148339,0.6785201,23,0.52611387,0.5490863,3.4285688,3.822877,4.6042986,5.6972275
24,0.3854734,0.33290517,24,0.60734576,0.5827464,4.1655264,4.74405,0.93369305,1.7128347
25,0.31265968,0.32370323,25,0.768915,0.76958376,1.6826153,0.45333695,5.2902784,5.1483293
26,0.5167723,0.3787797,26,0.4088772,0.42750794,2.6030147,3.6476984,4.795316,5.7759023
27,0.34053656,0.33786625,27,0.54866076,0.5738422,1.9814699,1.8184544,1.3488644,1.0659735
28,0.53211194,0.6622398,28,0.078369744,0.07255471,3.758939,3.6662445,3.9842603,4.6678104
29,0.5716581,0.6026847,29,0.09969513,0.013551712,3.8907301,4.815852,3.9100451,4.093859
30,0.21971622,0.20085877,30,0.30071002,0.31683046,2.9937272,3.5731754,1.05805,1.0855039
31,0.4456247,0.28801745,31,0.8029714,0.83391553,2.1910894,2.5248003,2.8626952,3.813152
32,0.57848895,0.98874456,32,0.07971,0.061059773,4.0226583,2.2658393,3.7563906,3.0043058
33,0.5684982,0.63672537,33,0.42181668,0.40588617,3.318094,2.7018304,4.953619,5.830438
34,0.40639806,0.3341614,34,0.46762726,0.48286033,2.9738376,2.835773,4.2493124,3.9866977
35,0.3805696,0.41077733,35,0.7151254,0.65266,2.2912085,1.919069,3.6620815,3.3615708
36,0.6728835,0.733877,36,0.7309257,0.74258584,4.0941954,4.926414,3.3530488,5.643794
37,0.22389871,0.30139792,37,0.68495595,0.6694874,1.3482319,1.3996736,2.838416,2.4276152
38,0.37778166,0.7226378,38,0.42830986,0.39211148,1.2523366,0.4595307,2.333457,2.1772208
39,0.28460404,0.5337058,39,0.64132476,0.5798341,0.5119357,0.24203753,0.4534656,0.34667838
40,0.2141113,0.068210185,40,0.3543134,0.40949064,1.918273,5.263585,5.1370397,5.10722
41,0.68544185,0.5762577,41,0.6278406,0.7048342,2.3128726,3.3352942,1.6167543,0.37677133
42,0.45156512,0.3977363,42,0.6364376,0.586761,2.9825733,2.9976969,3.8705432,3.272117
43,0.59315234,0.45615906,43,0.09189308,0.04345858,4.06365,5.4495735,3.7222886,4.153381
44,0.6193781,0.5961824,44,0.81484044,0.986593,2.5218208,3.0212722,1.271025,1.872198
45,0.7651932,0.90195507,45,0.71116346,0.65988433,4.3361154,3.8244696,2.0998693,0.20849097
46,0.3313898,0.124061644,46,0.1348091,0.10732764,3.2052445,4.0994177,2.741388,0.005280733
47,0.22255571,0.06435162,47,0.7607583,0.860598,1.0925525,1.0809935,0.9965055,0.55274
48,0.48587117,0.22109681,48,0.7280911,0.89868003,2.9276357,5.815591,1.4735606,2.117046
49,0.6567626,0.9583124,49,0.24729547,0.31414592,3.9538496,5.165711,3.1563706,4.4634795
