,discount,learning rate,mf weight,mb weight,subject,true discount,inferred discount,true learning rate,inferred learning rate,true mf weight,inferred mf weight,true mb weight,inferred mb weight
0,0.46060014,0.6455247,3.7181032,2.1541014,0,0.9829884,0.5332651,0.47848475,0.54285437,1.6576867,2.9755433,4.3667755,3.0359263
1,0.555519,0.3882265,4.8397226,4.818042,1,0.61656094,0.6351493,0.2470802,0.30468744,1.3058506,3.6922572,5.949393,3.7259216
2,0.6423719,0.52209437,1.6445022,2.1063786,2,0.23095,0.40088075,0.532337,0.5927987,4.02785,2.4342265,0.13669789,2.0087254
3,0.46442145,0.26867932,3.4386706,2.2265563,3,0.790405,0.65147704,0.22195351,0.29984015,2.800931,3.8240073,3.941258,3.7194335
4,0.34643126,0.66852146,2.758393,4.9476748,4,0.6639364,0.46900246,0.56027466,0.5819229,2.3841615,2.7375777,4.3270607,3.8808305
5,0.25526085,0.49577874,2.1353264,5.3338475,5,0.18000948,0.36518842,0.31612843,0.49388117,1.1920656,2.3751543,4.510578,4.0497556
6,0.670714,0.22986732,4.3866954,2.9599032,6,0.68390745,0.66227126,0.28112847,0.30412018,4.9196944,3.925547,4.600932,3.7875907
7,0.1819,0.47931617,1.439205,0.8024963,7,0.54244363,0.39262938,0.81480956,0.64291114,1.8621172,2.1281776,1.3098457,1.9770161
8,0.5019763,0.68252563,1.9246255,4.2899017,8,0.37329632,0.40495643,0.80570126,0.61909556,4.727664,2.2952666,2.6880789,2.5215595
9,0.7411197,0.6175644,3.0808673,4.452528,9,0.9218949,0.59230703,0.6164606,0.56774354,4.056998,3.2619934,2.7463324,2.7273781
10,0.896535,0.36595044,2.195241,4.4037538,10,0.47008914,0.6131308,0.27640182,0.3460143,2.7581916,3.5352414,4.031617,3.409185
11,0.24837582,0.5416989,3.0796173,2.8001752,11,0.6495362,0.38667548,0.6205095,0.60328066,0.296471,2.182852,5.637012,3.363452
12,0.6412958,0.78903073,2.5979056,1.8570104,12,0.49000013,0.36588085,0.9947763,0.64931947,1.6288916,2.0927088,3.3968275,2.0964756
13,0.45083097,0.73905534,5.011856,2.219138,13,0.7808682,0.50103855,0.7337718,0.62048864,5.8339,2.758826,0.026806712,2.3644805
14,0.1250241,0.58469,2.1567,2.237773,14,0.8261998,0.38399458,0.7894722,0.6374824,1.3022976,2.24167,3.6221395,2.4447339
15,0.80363405,0.44068304,2.9174812,2.4308512,15,0.8501941,0.6826423,0.5599444,0.5426975,4.9033823,3.7832227,0.5986197,2.176522
16,0.56193227,0.7327913,2.5322723,2.139738,16,0.104120255,0.3443173,0.53214264,0.61238027,3.0727801,2.2153506,1.8841839,2.07593
17,0.39538026,0.4260134,0.6437707,1.0505732,17,0.27003968,0.39456713,0.91631216,0.6395292,5.786466,2.1224663,5.397137,2.2867627
18,0.4893662,0.7704713,3.0904691,5.2208014,18,0.6402712,0.40637347,0.40282887,0.55516344,0.975312,2.4304738,4.3866415,3.9793909
19,0.34705004,0.7495982,2.5682678,2.5902464,19,0.39357847,0.40120897,0.71100646,0.6278212,3.420011,2.3181262,0.42469168,2.1543682
20,0.5523348,0.44596392,2.8292875,2.2303524,0,0.9829884,0.5332651,0.47848475,0.54285437,1.6576867,2.9755433,4.3667755,3.0359263
21,0.69528204,0.3166453,5.2688947,3.5966027,1,0.61656094,0.6351493,0.2470802,0.30468744,1.3058506,3.6922572,5.949393,3.7259216
22,0.24969603,0.26248735,1.2722694,0.5077281,2,0.23095,0.40088075,0.532337,0.5927987,4.02785,2.4342265,0.13669789,2.0087254
23,0.86243457,0.27368048,2.9819949,5.319205,3,0.790405,0.65147704,0.22195351,0.29984015,2.800931,3.8240073,3.941258,3.7194335
24,0.45093876,0.56681734,2.683255,4.732746,4,0.6639364,0.46900246,0.56027466,0.5819229,2.3841615,2.7375777,4.3270607,3.8808305
25,0.3655143,0.6929636,3.0239887,4.2863984,5,0.18000948,0.36518842,0.31612843,0.49388117,1.1920656,2.3751543,4.510578,4.0497556
26,0.44471937,0.21635564,2.8746696,1.8241975,6,0.68390745,0.66227126,0.28112847,0.30412018,4.9196944,3.925547,4.600932,3.7875907
