,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.6489119,0.92978925,0,0.58180016,0.72846437,3.327366,5.8300567,2.303206,2.053999
1,0.3347318,0.10158658,1,0.63719904,0.8516699,2.05458,1.6539434,1.8913621,0.82444847
2,0.43491724,0.5100246,2,0.49829346,0.3487808,3.0781631,1.0886478,3.8719,3.8731656
3,0.43545377,0.20072603,3,0.56620234,0.4966032,2.597169,5.106858,2.3853457,1.2571095
4,0.38192913,0.5636237,4,0.59750456,0.5915639,2.4507453,1.1047064,3.7120001,5.057411
5,0.37299743,0.08224088,5,0.5519041,0.2007947,2.1573234,0.3191929,2.3766649,1.8089586
6,0.63133025,0.6974948,6,0.6252045,0.7855255,2.8280094,5.360653,2.1922653,2.7254667
7,0.3605646,0.010758042,7,0.5659175,0.15983975,2.1841495,4.6170077,2.4486098,0.893319
8,0.38990027,0.2935878,8,0.59377307,0.5445034,2.5031786,3.1822925,4.0226655,5.1143513
9,0.65323067,0.5453103,9,0.30697575,0.13225424,3.8369415,5.209705,3.9593463,2.3316028
10,0.40766707,0.46085912,10,0.6129098,0.64375603,2.5761085,3.4229932,3.2031736,5.552685
11,0.6680888,0.5410338,11,0.2866253,0.043361664,3.891642,5.8079586,4.016968,2.8920698
12,0.3893152,0.2832759,12,0.60832185,0.5831162,2.4716997,4.439723,2.5366766,0.9243032
13,0.36369842,0.04219389,13,0.4298469,0.24903256,2.4437535,5.5317655,3.788653,2.523285
14,0.3655017,0.1154325,14,0.6111896,0.5955821,2.176256,0.95203936,2.4025335,2.8950095
15,0.35329998,0.055960655,15,0.62949157,0.9656323,2.033013,0.64943147,1.8363872,1.2614079
16,0.37555125,0.98046404,16,0.6348017,0.75334513,2.075311,0.7787311,1.994286,1.4876801
17,0.5700762,0.53191257,17,0.60521746,0.7061634,2.7850826,5.435806,2.2282016,1.4676597
18,0.6615559,0.74617314,18,0.5227028,0.5468628,3.8232121,4.5158668,2.5415523,4.8820777
19,0.6467369,0.65906227,19,0.29780573,0.10355556,3.9405057,2.9790888,3.9736063,1.6721281
20,0.38601825,0.1317761,20,0.54795754,0.3572244,2.3714585,0.51346743,4.047965,4.579872
21,0.36896792,0.18148541,21,0.6313883,0.72801006,2.200354,3.9245682,2.5324519,3.0931678
22,0.6428004,0.73351324,22,0.28340748,0.14316458,3.734923,1.5965724,4.1043386,5.654798
23,0.5439559,0.6785201,23,0.54419714,0.5490863,3.1531088,3.822877,3.3245294,5.6972275
24,0.46485254,0.33290517,24,0.602991,0.5827464,2.8836133,4.74405,2.0215735,1.7128347
25,0.35726157,0.32370323,25,0.6294233,0.76958376,2.1919048,0.45333695,3.0524125,5.1483293
26,0.50593126,0.3787797,26,0.49423912,0.42750794,3.2112489,3.6476984,3.995756,5.7759023
27,0.37709197,0.33786625,27,0.60419255,0.5738422,2.1890674,1.8184544,2.0670707,1.0659735
28,0.6374117,0.6622398,28,0.29913026,0.07255471,3.9476695,3.6662445,3.9293604,4.6678104
29,0.6625019,0.6026847,29,0.28804353,0.013551712,3.9663236,4.815852,4.061819,4.093859
30,0.392401,0.20085877,30,0.46810955,0.31683046,2.817207,3.5731754,2.275605,1.0855039
31,0.38047987,0.28801745,31,0.6366554,0.83391553,2.2373421,2.5248003,2.1245546,3.813152
32,0.6636164,0.98874456,32,0.29569146,0.061059773,3.9328198,2.2658393,3.9447608,3.0043058
33,0.57349396,0.63672537,33,0.48528832,0.40588617,3.5496185,2.7018304,3.938908,5.830438
34,0.4398404,0.3341614,34,0.5330152,0.48286033,2.8817232,2.835773,3.8052852,3.9866977
35,0.35446626,0.41077733,35,0.6128794,0.65266,2.3374262,1.919069,2.5820231,3.3615708
36,0.4757164,0.733877,36,0.6108416,0.74258584,2.6974423,4.926414,2.4432387,5.643794
37,0.33418584,0.30139792,37,0.62048537,0.6694874,2.251727,1.3996736,2.2597373,2.4276152
38,0.37536657,0.7226378,38,0.5884854,0.39211148,2.2389784,0.4595307,2.466026,2.1772208
39,0.344867,0.5337058,39,0.63679934,0.5798341,1.9226512,0.24203753,1.7921736,0.34667838
40,0.39124158,0.068210185,40,0.54148936,0.40949064,2.5087383,5.263585,4.2262597,5.10722
41,0.47746068,0.5762577,41,0.5842038,0.7048342,2.39395,3.3352942,1.9992468,0.37677133
42,0.41504925,0.3977363,42,0.5983892,0.586761,2.500459,2.9976969,3.0088074,3.272117
43,0.65702134,0.45615906,43,0.29373607,0.04345858,4.0074396,5.4495735,4.0392656,4.153381
44,0.4314645,0.5961824,44,0.64586794,0.986593,2.2855299,3.0212722,2.1371963,1.872198
45,0.5645709,0.90195507,45,0.6125938,0.65988433,2.990572,3.8244696,2.2138505,0.20849097
46,0.632917,0.124061644,46,0.29483214,0.10732764,3.9169497,4.0994177,3.745118,0.005280733
47,0.34959865,0.06435162,47,0.63647324,0.860598,2.042863,1.0809935,1.955695,0.55274
48,0.41762096,0.22109681,48,0.61759204,0.89868003,2.3386452,5.815591,2.0895495,2.117046
49,0.6503204,0.9583124,49,0.31076393,0.31414592,3.922169,5.165711,3.6017563,4.4634795
