,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.5181366,0.2778393,0,0.71226317,0.85766894,2.7049797,4.3729954,3.089287,4.2971163
1,0.67556655,0.90978396,1,0.46151036,0.5609567,3.5373528,3.9111905,1.9753536,3.6823826
2,0.69421864,0.81770366,2,0.20936075,0.19480616,4.32117,4.9249787,2.9407735,5.412927
3,0.58633065,0.6117283,3,0.17428404,0.1475519,3.7980108,4.3351746,3.4298491,1.3150681
4,0.47935432,0.39798945,4,0.56361616,0.62945044,3.112362,4.5646896,4.2457128,3.9179485
5,0.56649476,0.26871377,5,0.07847173,0.019268632,3.0369277,2.7008162,2.2397835,2.152595
6,0.6949773,0.7431718,6,0.29537952,0.2859015,2.8282602,1.9283609,1.3876245,2.1323261
7,0.2609057,0.20240778,7,0.22630604,0.2578621,2.5771577,4.5580854,4.267581,3.0691187
8,0.27582034,0.0736869,8,0.5420624,0.49062008,2.0763192,4.013076,5.258625,5.395713
9,0.6776111,0.8088732,9,0.66349494,0.72178787,3.4519389,3.2032194,4.329094,4.1609025
10,0.38980567,0.5666925,10,0.416348,0.349536,1.9814137,0.80041766,3.8937125,3.4465585
11,0.28997853,0.11963928,11,0.31130505,0.3288533,2.8152883,5.669581,3.9932525,4.4998617
12,0.2714584,0.14625138,12,0.26557794,0.29490024,2.3330078,5.55591,3.4435952,1.1152786
13,0.39675245,0.23014462,13,0.65532094,0.6974092,2.7303421,5.6299505,3.7967193,3.4224515
14,0.5544356,0.48298275,14,0.6063379,0.6429822,3.6974077,5.5312386,1.4314568,0.88582885
15,0.41215882,0.23260534,15,0.76233727,0.8359926,2.0991719,5.284362,4.408916,5.076332
16,0.34221253,0.28217536,16,0.40042573,0.39702612,3.024483,3.1202855,2.2252057,2.2378764
17,0.5237563,0.43347424,17,0.19543536,0.18543136,3.5405204,5.6847715,2.4703488,0.015579343
18,0.3976987,0.75955456,18,0.6486172,0.635806,2.1853802,0.84988046,4.544044,4.500819
19,0.29189974,0.9222781,19,0.6646968,0.44284928,0.73058087,0.20169818,0.5454344,0.24364007
20,0.45769542,0.25867146,20,0.6908572,0.69464856,2.0789154,2.7863646,0.96155983,1.0741825
21,0.6142847,0.9781409,21,0.82566696,0.949165,2.8770723,2.6880198,2.375542,3.3827126
22,0.7610046,0.9071941,22,0.37839898,0.39818978,4.1997957,5.7892957,2.8932607,3.9452398
23,0.60896397,0.5089691,23,0.07937317,0.054305553,3.9670146,5.2233057,3.9401348,0.29815006
24,0.27699685,0.07573533,24,0.6947541,0.65899247,0.7257607,0.26210833,0.61557716,0.6105459
25,0.3841108,0.21085083,25,0.5039479,0.4909461,2.6426628,3.7573237,1.138633,1.2475959
26,0.3059868,0.19713217,26,0.73050284,0.76614004,1.0608171,1.608525,1.136554,1.3234874
27,0.5138708,0.39198685,27,0.75471216,0.8347286,3.0984213,4.821347,1.3697507,2.3921704
28,0.3927629,0.32573134,28,0.7365464,0.8881022,2.0247111,3.059039,1.1347246,1.9442911
29,0.6507588,0.90001255,29,0.18452533,0.14938313,4.0445685,4.902891,3.1700265,3.4403396
30,0.384872,0.36325735,30,0.71863884,0.54197294,0.9360624,1.0278243,0.9120808,0.55724466
31,0.6181978,0.7918626,31,0.10461699,0.08687782,2.1399508,0.62411,0.9842811,1.3918959
32,0.5790915,0.65528744,32,0.09267798,0.015032351,3.942162,2.8478422,3.9380147,0.37774658
33,0.53168684,0.30909938,33,0.4002004,0.3930018,3.7377183,5.735486,4.3291035,3.79557
34,0.68513316,0.6823665,34,0.80949306,0.90684605,3.5712287,5.064447,1.9371142,3.1820521
35,0.28521344,0.20925993,35,0.48000222,0.48170066,2.5068727,3.7572849,4.3951573,4.8602123
36,0.75202453,0.7231989,36,0.46413246,0.4233657,3.9893615,3.0944462,2.1918983,3.0743413
37,0.12452811,0.009661555,37,0.16894223,0.16297054,1.5944132,3.1104498,4.606169,3.943961
38,0.23216297,0.89687383,38,0.45824295,0.47105908,1.7982261,0.39853978,4.8346443,5.5322633
39,0.6143286,0.35508835,39,0.10934787,0.04500562,3.9735065,5.403675,3.6524103,0.47077274
40,0.22629398,0.39025486,40,0.27253473,0.20893484,0.9500096,0.00775373,2.3595502,2.6495483
41,0.35668492,0.9430648,41,0.7475461,0.7871682,1.7856598,0.55839336,3.9251492,5.4464417
42,0.42341036,0.58633053,42,0.46849993,0.46320707,2.5526059,1.495863,5.118156,5.498028
43,0.68792504,0.8406463,43,0.29986492,0.28369457,3.0634575,2.6059446,1.0750271,1.6765434
44,0.27723986,0.16531098,44,0.26360223,0.27423388,3.3179595,5.103519,2.2785552,1.4064664
45,0.44357282,0.6933099,45,0.2082202,0.1532734,3.0105321,0.86403036,4.0702024,3.8710835
46,0.13095523,0.021223426,46,0.29559684,0.38948703,2.1209333,5.873902,1.8844784,2.4009557
47,0.591624,0.90362275,47,0.09436675,0.041718602,3.9492538,5.36915,3.698482,4.7932825
48,0.7397594,0.89693785,48,0.74107766,0.71489185,4.0831366,3.0194998,2.7884502,1.7677671
49,0.5735729,0.7211106,49,0.09649303,0.0044534802,4.0440426,1.1961787,3.9903188,0.85288346
50,0.60291946,0.6126882,50,0.115002364,0.08874673,4.0325785,5.897362,3.7687256,3.9241834
51,0.82181937,0.95756334,51,0.6432384,0.64920217,4.6068835,5.6486626,2.4178514,3.191778
52,0.65245235,0.67834526,52,0.12837094,0.13606346,4.2759104,4.066394,3.0614386,4.732366
53,0.6790426,0.7428499,53,0.5153133,0.48858315,2.3318331,2.2772906,1.7941828,1.3929584
54,0.812492,0.93434584,54,0.6683923,0.7446926,4.7167416,5.4506416,2.72355,4.811048
55,0.7389172,0.84349847,55,0.8250873,0.95529425,3.4884822,4.992862,1.2548915,1.0887909
56,0.759453,0.7253882,56,0.84264773,0.99060494,3.5321467,5.540114,1.3651694,3.4235196
57,0.51863784,0.57339495,57,0.6323319,0.5989912,3.3638487,2.9496264,1.5524956,1.254579
58,0.3987742,0.32719773,58,0.5139484,0.5375556,3.1524634,4.1263447,0.6749246,0.011943698
59,0.345277,0.94122833,59,0.63142145,0.5737576,1.9545201,0.23666382,5.1828055,5.7449327
60,0.35255828,0.31759268,60,0.6681886,0.661169,2.282245,1.7056446,3.8969061,4.251959
61,0.69265383,0.98525226,61,0.7576244,0.8263329,3.9300356,4.8824944,2.4374213,4.9192085
62,0.26513526,0.18071425,62,0.6624553,0.49390763,1.8833283,0.9562454,3.248919,2.4334795
63,0.30639932,0.55918044,63,0.6405988,0.6540752,1.8157148,0.7498158,4.183751,3.9917755
64,0.47891417,0.58582383,64,0.6402805,0.6516088,2.7829175,2.1989417,3.7416298,5.1612177
65,0.2502013,0.6711859,65,0.51506793,0.4357372,1.3437421,0.16669643,2.0728579,2.1855006
66,0.5120549,0.80369866,66,0.6830649,0.69882107,2.8530128,1.7909267,4.138783,4.0893865
67,0.69220555,0.7437892,67,0.48507503,0.41400403,4.016231,2.4039721,2.1817856,0.5899923
68,0.4651037,0.84131396,68,0.5544296,0.42482883,1.904309,0.61045575,1.7800237,1.691897
69,0.7297312,0.7387386,69,0.5460332,0.57692534,4.1698933,3.6255856,3.412639,4.102407
70,0.7054027,0.7045775,70,0.25431186,0.25828642,3.4953356,3.962358,1.0116174,0.8930272
71,0.23168701,0.14826453,71,0.5839877,0.603756,2.1567397,3.9747305,2.7481499,1.9364387
72,0.62720865,0.604027,72,0.10673396,0.023997128,4.212379,4.8114166,3.517185,1.7369488
73,0.27714947,0.49953854,73,0.6649812,0.6567206,1.8376945,1.2179611,3.8184671,3.9751606
74,0.5137089,0.6840117,74,0.6382185,0.7028725,2.3685894,2.4528344,4.043959,5.0126114
75,0.72926193,0.99251944,75,0.4706921,0.42733932,3.7561762,2.342226,2.2782426,3.0113134
76,0.26929864,0.1873833,76,0.53842306,0.5023417,1.4062109,0.44019055,2.4886973,2.6499357
77,0.83608377,0.6846798,77,0.73461753,0.7514028,4.2935987,5.5014706,1.397782,0.063271165
78,0.667053,0.8006349,78,0.23248507,0.19774199,3.2337182,3.2746973,1.0982603,0.03902793
79,0.4151563,0.29750627,79,0.7544251,0.7740746,2.442218,3.4152799,2.322622,2.326787
80,0.6343683,0.724293,80,0.5917848,0.60931784,3.9305131,3.922031,4.07189,5.0036845
81,0.5121025,0.46643287,81,0.65169626,0.687549,3.0874522,4.52889,4.919292,5.9071016
82,0.6001184,0.42554116,82,0.5161779,0.47737825,2.2732153,2.4823558,1.5963838,0.45809913
83,0.66729236,0.7926891,83,0.14031865,0.14825708,4.117429,5.592637,3.1838193,3.9621506
84,0.29139966,0.907188,84,0.3433747,0.35162508,2.0469174,0.7270818,4.7488604,5.5960364
85,0.24999829,0.1054374,85,0.6195036,0.44517875,0.76576054,0.16856503,0.9020808,0.9175676
86,0.29708856,0.31555063,86,0.7988581,0.84806365,1.5018489,0.56803465,4.770421,4.7797956
87,0.24938476,0.8365747,87,0.5002335,0.3693663,1.7106731,0.20480776,2.0037098,2.388138
88,0.71487534,0.8047164,88,0.6551542,0.69802994,4.2511816,5.2848024,3.2665284,2.7896452
89,0.23431899,0.061513722,89,0.72092086,0.8282829,1.4503752,2.835679,1.5927998,2.3159058
