,discount,learning rate,mf weight,mb weight,subject,true discount,inferred discount,true learning rate,inferred learning rate,true mf weight,inferred mf weight,true mb weight,inferred mb weight
0,0.6775643,0.5795964,3.303434,2.1625278,0,0.92978925,0.74000406,0.72846437,0.59042966,5.8300567,3.8426046,2.053999,2.1998982
1,0.17013507,0.77514756,2.6495378,1.0882465,1,0.10158658,0.27585,0.8516699,0.6945845,1.6539434,1.6296304,0.82444847,1.3625749
2,0.42454958,0.5687484,4.5640144,4.8255777,2,0.5100246,0.41174856,0.3487808,0.43290395,1.0886478,2.8798702,3.8731656,4.3503213
3,0.41353112,0.34779754,1.3558862,0.7961706,3,0.20072603,0.45927343,0.4966032,0.5612328,5.106858,2.9364371,1.2571095,2.2836401
4,0.5572937,0.70222896,2.4400952,4.704591,4,0.5636237,0.37063867,0.5915639,0.6130608,1.1047064,2.4406781,5.057411,4.314716
5,0.42332506,0.5913542,2.1617022,1.449535,5,0.08224088,0.291437,0.2007947,0.43426728,0.3191929,1.8694072,1.8089586,2.149608
6,0.81187254,0.83147794,5.055215,2.2035468,6,0.6974948,0.74814194,0.7855255,0.6612955,5.360653,3.440579,2.7254667,1.7853142
7,0.1381341,0.350432,3.283953,1.8051705,7,0.010758042,0.28099096,0.15983975,0.4638389,4.6170077,1.9702278,0.893319,2.45811
8,0.31896418,0.42682216,1.6882313,3.4117534,8,0.2935878,0.37089798,0.5445034,0.57220525,3.1822925,2.5477672,5.1143513,4.587841
9,0.4356566,0.23042198,4.694746,5.2045374,9,0.5453103,0.64544684,0.13225424,0.21116158,5.209705,4.02047,2.3316028,4.2222404
10,0.5264712,0.5801375,2.1520834,2.7520742,10,0.46085912,0.46517795,0.64375603,0.6073422,3.4229932,2.571332,5.552685,3.7302496
11,0.68851835,0.16134848,3.2887406,4.560338,11,0.5410338,0.68148756,0.043361664,0.18932748,5.8079586,4.1056085,2.8920698,4.3752527
12,0.47132465,0.83493537,3.5468566,4.717296,12,0.2832759,0.40163565,0.5831162,0.61807185,4.439723,2.487749,0.9243032,2.7800112
13,0.35838136,0.16001092,0.36807543,2.1897616,13,0.04219389,0.2539012,0.24903256,0.2953977,5.5317655,2.0776358,2.523285,3.5138428
14,0.284622,0.35523203,0.7879313,1.8554692,14,0.1154325,0.32582378,0.5955821,0.63108975,0.95203936,1.9602787,2.8950095,2.6233366
15,0.33993256,0.75789344,1.5226347,1.7266135,15,0.055960655,0.27749228,0.9656323,0.698401,0.64943147,1.540653,1.2614079,1.3423283
16,0.21987198,0.69746095,2.0977786,0.79248726,16,0.98046404,0.3749124,0.75334513,0.6816071,0.7787311,1.7565899,1.4876801,1.483856
17,0.6512624,0.7717696,4.433548,2.6533372,17,0.53191257,0.6950364,0.7061634,0.64362794,5.435806,3.4215674,1.4676597,2.0777502
18,0.6308277,0.78282654,5.857293,4.7101617,18,0.74617314,0.7202117,0.5468628,0.4997423,4.5158668,3.956907,4.8820777,2.6884732
19,0.34515515,0.14524144,3.789744,4.389208,19,0.65906227,0.65505016,0.10355556,0.1973854,2.9790888,4.0241203,1.6721281,4.2880363
20,0.46849734,0.39862105,0.8811426,3.9625068,20,0.1317761,0.33454505,0.3572244,0.49508017,0.51346743,2.3215036,4.579872,4.6048145
21,0.36592135,0.6907969,2.7039104,2.8913271,21,0.18148541,0.3261962,0.72801006,0.66207093,3.9245682,1.9513469,3.0931678,2.9363804
22,0.4194569,0.15554643,3.1980453,4.6858625,22,0.73351324,0.583501,0.14316458,0.20066388,1.5965724,3.7010329,5.654798,4.529403
23,0.682793,0.2688884,1.052886,2.1866894,23,0.6785201,0.5917586,0.5490863,0.53221816,3.822877,3.3698924,5.6972275,4.0302606
24,0.50379896,0.5436937,3.3292036,1.3171898,24,0.33290517,0.49491096,0.5827464,0.6174674,4.74405,3.3066163,1.7128347,1.5807598
25,0.3330218,0.50414723,1.357321,3.408761,25,0.32370323,0.34376678,0.76958376,0.6818547,0.45333695,1.8807837,5.1483293,4.133588
26,0.55798316,0.40733796,2.393964,4.3837547,26,0.3787797,0.49398693,0.42750794,0.42229232,3.6476984,2.8696046,5.7759023,4.4511905
27,0.48527202,0.30744824,0.8010333,0.62763596,27,0.33786625,0.35575405,0.5738422,0.5894854,1.8184544,1.9738955,1.0659735,1.6525381
28,0.4218615,0.2059408,5.3607054,4.1866317,28,0.6622398,0.64490604,0.07255471,0.20190258,3.6662445,3.9654052,4.6678104,4.146905
29,0.86641556,0.1671014,3.9739902,4.752384,29,0.6026847,0.68941313,0.013551712,0.17885676,4.815852,4.19604,4.093859,4.548792
30,0.2958632,0.35827443,2.943563,1.7750492,30,0.20085877,0.31702837,0.31683046,0.3517968,3.5731754,2.7520432,1.0855039,1.6818789
31,0.32445222,0.5288269,0.4874705,1.8877053,31,0.28801745,0.3829103,0.83391553,0.68586683,2.5248003,2.0833483,3.813152,2.1769798
32,0.5209919,0.11199478,2.9120283,4.159524,32,0.98874456,0.68002343,0.061059773,0.1825077,2.2658393,4.140392,3.0043058,4.4678464
33,0.56774235,0.3760908,2.2415268,3.3450046,33,0.63672537,0.59215134,0.40588617,0.42586556,2.7018304,3.299288,5.830438,4.495976
34,0.53064483,0.57109714,4.4421806,3.40394,34,0.3341614,0.43680614,0.48286033,0.48432836,2.835773,2.9099715,3.9866977,4.1551356
35,0.34416753,0.64176655,2.3262804,2.9543214,35,0.41077733,0.35878894,0.65266,0.652339,1.919069,2.1484652,3.3615708,3.005141
36,0.5496475,0.7778397,3.8257432,3.5315866,36,0.733877,0.5790545,0.74258584,0.64514637,4.926414,3.1776178,5.643794,2.5094266
37,0.06963344,0.455026,2.218078,1.5649585,37,0.30139792,0.29398894,0.6694874,0.660404,1.3996736,1.870213,2.4276152,2.3120527
38,0.29730114,0.38832444,1.7694402,1.4848593,38,0.7226378,0.33850157,0.39211148,0.554359,0.4595307,1.9873086,2.1772208,2.488202
39,0.22114131,0.66329646,0.929691,1.2445343,39,0.5337058,0.28472188,0.5798341,0.64235145,0.24203753,1.2657132,0.34667838,1.0521089
40,0.41428098,0.47648835,1.2755775,5.448839,40,0.068210185,0.3497035,0.40949064,0.45690238,5.263585,2.365145,5.10722,4.7727814
41,0.5691503,0.68599874,2.833099,1.5481119,41,0.5762577,0.57137334,0.7048342,0.6203995,3.3352942,2.550352,0.37677133,1.7750292
42,0.35600406,0.51978666,2.9334378,2.3590634,42,0.3977363,0.44161096,0.586761,0.60115266,2.9976969,2.575873,3.272117,3.413414
43,0.7315125,0.12122929,4.342184,2.792707,43,0.45615906,0.6798473,0.04345858,0.17487474,5.4495735,4.1668587,4.153381,4.498989
44,0.792648,0.79014647,1.6814928,2.1188827,44,0.5961824,0.49992037,0.986593,0.68707263,3.0212722,2.163577,1.872198,1.6564785
45,0.691351,0.7579156,4.911085,1.9713347,45,0.90195507,0.6813258,0.65988433,0.65318274,3.8244696,3.5900126,0.20849097,1.9617395
46,0.7029128,0.1841926,3.222856,4.540264,46,0.124061644,0.5983845,0.10732764,0.19760102,4.0994177,3.772047,0.005280733,4.0781355
47,0.3395541,0.7889734,0.9627762,1.3121915,47,0.06435162,0.27798632,0.860598,0.69914204,1.0809935,1.6603767,0.55274,1.351731
48,0.63224614,0.45773828,0.7737129,1.0121824,48,0.22109681,0.460019,0.89868003,0.66404605,5.815591,2.4785962,2.117046,1.8275428
49,0.6337684,0.2159802,4.198161,2.1173372,49,0.9583124,0.6725553,0.31414592,0.25416192,5.165711,3.8843405,4.4634795,3.284475
50,0.78628004,0.8268366,5.296667,4.114923,0,0.92978925,0.74000406,0.72846437,0.59042966,5.8300567,3.8426046,2.053999,2.1998982
51,0.44789937,0.7737181,0.949085,1.0139972,1,0.10158658,0.27585,0.8516699,0.6945845,1.6539434,1.6296304,0.82444847,1.3625749
52,0.56963664,0.45395234,2.0683618,4.2277894,2,0.5100246,0.41174856,0.3487808,0.43290395,1.0886478,2.8798702,3.8731656,4.3503213
53,0.43855,0.56456196,2.8141384,2.6242685,3,0.20072603,0.45927343,0.4966032,0.5612328,5.106858,2.9364371,1.2571095,2.2836401
54,0.4397655,0.75759274,3.549943,5.1936073,4,0.5636237,0.37063867,0.5915639,0.6130608,1.1047064,2.4406781,5.057411,4.314716
55,0.3407869,0.5526774,1.7375102,2.3431914,5,0.08224088,0.291437,0.2007947,0.43426728,0.3191929,1.8694072,1.8089586,2.149608
56,0.8256775,0.83053356,4.3170724,3.723588,6,0.6974948,0.74814194,0.7855255,0.6612955,5.360653,3.440579,2.7254667,1.7853142
57,0.26681906,0.4148797,1.8169811,2.1485107,7,0.010758042,0.28099096,0.15983975,0.4638389,4.6170077,1.9702278,0.893319,2.45811
58,0.34043172,0.4260779,1.262549,3.4699037,8,0.2935878,0.37089798,0.5445034,0.57220525,3.1822925,2.5477672,5.1143513,4.587841
59,0.46733192,0.2031597,4.462923,5.173925,9,0.5453103,0.64544684,0.13225424,0.21116158,5.209705,4.02047,2.3316028,4.2222404
60,0.3471745,0.5961014,1.2062591,3.6827679,10,0.46085912,0.46517795,0.64375603,0.6073422,3.4229932,2.571332,5.552685,3.7302496
61,0.7856719,0.19754058,4.9773707,3.6162336,11,0.5410338,0.68148756,0.043361664,0.18932748,5.8079586,4.1056085,2.8920698,4.3752527
62,0.36379066,0.69885594,3.1093535,2.513946,12,0.2832759,0.40163565,0.5831162,0.61807185,4.439723,2.487749,0.9243032,2.7800112
63,0.14931205,0.41763467,4.5700164,2.462839,13,0.04219389,0.2539012,0.24903256,0.2953977,5.5317655,2.0776358,2.523285,3.5138428
64,0.09101992,0.48590666,1.9707795,1.3644755,14,0.1154325,0.32582378,0.5955821,0.63108975,0.95203936,1.9602787,2.8950095,2.6233366
65,0.6508004,0.72381073,1.0909436,1.3839756,15,0.055960655,0.27749228,0.9656323,0.698401,0.64943147,1.540653,1.2614079,1.3423283
66,0.4952423,0.90802526,2.716678,1.7264675,16,0.98046404,0.3749124,0.75334513,0.6816071,0.7787311,1.7565899,1.4876801,1.483856
67,0.67998546,0.7395173,3.7840176,2.5989985,17,0.53191257,0.6950364,0.7061634,0.64362794,5.435806,3.4215674,1.4676597,2.0777502
68,0.66395754,0.567072,4.833308,4.220211,18,0.74617314,0.7202117,0.5468628,0.4997423,4.5158668,3.956907,4.8820777,2.6884732
69,0.70887095,0.1909164,3.896063,5.132403,19,0.65906227,0.65505016,0.10355556,0.1973854,2.9790888,4.0241203,1.6721281,4.2880363
70,0.35227463,0.38783476,1.0734234,3.1619072,20,0.1317761,0.33454505,0.3572244,0.49508017,0.51346743,2.3215036,4.579872,4.6048145
71,0.19383785,0.5324354,3.0860014,0.9904587,21,0.18148541,0.3261962,0.72801006,0.66207093,3.9245682,1.9513469,3.0931678,2.9363804
72,0.6031348,0.2415398,5.3228655,4.5401993,22,0.73351324,0.583501,0.14316458,0.20066388,1.5965724,3.7010329,5.654798,4.529403
73,0.7293167,0.5355461,2.8046315,4.2352138,23,0.6785201,0.5917586,0.5490863,0.53221816,3.822877,3.3698924,5.6972275,4.0302606
74,0.45112315,0.51973397,3.4729934,1.1550134,24,0.33290517,0.49491096,0.5827464,0.6174674,4.74405,3.3066163,1.7128347,1.5807598
75,0.43450907,0.672203,1.7963274,3.690279,25,0.32370323,0.34376678,0.76958376,0.6818547,0.45333695,1.8807837,5.1483293,4.133588
76,0.43178934,0.580894,4.9598055,5.2402706,26,0.3787797,0.49398693,0.42750794,0.42229232,3.6476984,2.8696046,5.7759023,4.4511905
77,0.3410825,0.41402653,1.4959103,1.0361676,27,0.33786625,0.35575405,0.5738422,0.5894854,1.8184544,1.9738955,1.0659735,1.6525381
78,0.5516725,0.2398534,5.7003665,1.3610046,28,0.6622398,0.64490604,0.07255471,0.20190258,3.6662445,3.9654052,4.6678104,4.146905
79,0.59553385,0.1699832,4.7287602,4.208009,29,0.6026847,0.68941313,0.013551712,0.17885676,4.815852,4.19604,4.093859,4.548792
80,0.32389256,0.3933994,3.280558,0.57350147,30,0.20085877,0.31702837,0.31683046,0.3517968,3.5731754,2.7520432,1.0855039,1.6818789
81,0.58996046,0.5897099,0.42002517,2.297707,31,0.28801745,0.3829103,0.83391553,0.68586683,2.5248003,2.0833483,3.813152,2.1769798
82,0.6621639,0.1607684,3.8349528,4.8435154,32,0.98874456,0.68002343,0.061059773,0.1825077,2.2658393,4.140392,3.0043058,4.4678464
83,0.66681206,0.4751553,3.3318663,4.8927374,33,0.63672537,0.59215134,0.40588617,0.42586556,2.7018304,3.299288,5.830438,4.495976
84,0.55216134,0.6114006,4.164929,4.459529,34,0.3341614,0.43680614,0.48286033,0.48432836,2.835773,2.9099715,3.9866977,4.1551356
85,0.40701222,0.75955,1.567791,3.7251797,35,0.41077733,0.35878894,0.65266,0.652339,1.919069,2.1484652,3.3615708,3.005141
86,0.40191963,0.6556513,3.3562455,2.4391332,36,0.733877,0.5790545,0.74258584,0.64514637,4.926414,3.1776178,5.643794,2.5094266
87,0.31938514,0.5167455,2.2284875,0.56804293,37,0.30139792,0.29398894,0.6694874,0.660404,1.3996736,1.870213,2.4276152,2.3120527
88,0.13310818,0.5362756,3.6147733,1.4922533,38,0.7226378,0.33850157,0.39211148,0.554359,0.4595307,1.9873086,2.1772208,2.488202
89,0.11852342,0.52517945,0.687753,1.1779625,39,0.5337058,0.28472188,0.5798341,0.64235145,0.24203753,1.2657132,0.34667838,1.0521089
90,0.6976353,0.40472138,0.9945947,5.5585566,40,0.068210185,0.3497035,0.40949064,0.45690238,5.263585,2.365145,5.10722,4.7727814
91,0.693512,0.46607882,1.8825042,1.0696152,41,0.5762577,0.57137334,0.7048342,0.6203995,3.3352942,2.550352,0.37677133,1.7750292
92,0.5488619,0.5433548,2.671579,2.5093582,42,0.3977363,0.44161096,0.586761,0.60115266,2.9976969,2.575873,3.272117,3.413414
93,0.7912779,0.22339621,4.936599,5.5246468,43,0.45615906,0.6798473,0.04345858,0.17487474,5.4495735,4.1668587,4.153381,4.498989
94,0.6228151,0.32565632,1.1025615,0.21824014,44,0.5961824,0.49992037,0.986593,0.68707263,3.0212722,2.163577,1.872198,1.6564785
95,0.75381714,0.6058664,2.5412812,1.736053,45,0.90195507,0.6813258,0.65988433,0.65318274,3.8244696,3.5900126,0.20849097,1.9617395
96,0.68896806,0.23488675,3.0717683,5.059942,46,0.124061644,0.5983845,0.10732764,0.19760102,4.0994177,3.772047,0.005280733,4.0781355
