,inferred discount,true discount,subject,inferred learning rate,true learning rate,inferred mf weight,true mf weight,inferred mb weight,true mb weight
0,0.45639253,0.2778393,0,0.65551543,0.85766894,2.4734478,4.3729954,2.539594,4.2971163
1,0.69458777,0.90978396,1,0.4937026,0.5609567,3.6528223,3.9111905,2.4098544,3.6823826
2,0.6871687,0.81770366,2,0.22456937,0.19480616,4.126205,4.9249787,3.5103452,5.412927
3,0.6363966,0.6117283,3,0.22393948,0.1475519,3.999936,4.3351746,3.9307842,1.3150681
4,0.48570004,0.39798945,4,0.5704078,0.62945044,2.9175427,4.5646896,3.9029555,3.9179485
5,0.6442376,0.26871377,5,0.22578578,0.019268632,3.7940686,2.7008162,3.4272046,2.152595
6,0.68466455,0.7431718,6,0.33089274,0.2859015,3.3442664,1.9283609,1.8944849,2.1323261
7,0.37348932,0.20240778,7,0.2758969,0.2578621,2.9469924,4.5580854,4.359289,3.0691187
8,0.34588337,0.0736869,8,0.5753938,0.49062008,2.1706967,4.013076,4.68908,5.395713
9,0.6105033,0.8088732,9,0.6273679,0.72178787,3.2491944,3.2032194,3.462832,4.1609025
10,0.3904988,0.5666925,10,0.45725465,0.349536,2.358839,0.80041766,3.981244,3.4465585
11,0.3605325,0.11963928,11,0.3476648,0.3288533,2.9241567,5.669581,4.204146,4.4998617
12,0.38829607,0.14625138,12,0.35509852,0.29490024,3.0636842,5.55591,3.8242822,1.1152786
13,0.39133796,0.23014462,13,0.62734693,0.6974092,2.485038,5.6299505,3.396064,3.4224515
14,0.59895045,0.48298275,14,0.6016089,0.6429822,3.3136742,5.5312386,1.8945636,0.88582885
15,0.34744567,0.23260534,15,0.67357767,0.8359926,2.0896103,5.284362,3.4015849,5.076332
16,0.4388914,0.28217536,16,0.46078947,0.39702612,2.9828017,3.1202855,2.871837,2.2378764
17,0.62499905,0.43347424,17,0.22507241,0.18543136,3.8012984,5.6847715,3.19128,0.015579343
18,0.3778648,0.75955456,18,0.62618655,0.635806,2.224671,0.84988046,3.8127043,4.500819
19,0.3045373,0.9222781,19,0.6697989,0.44284928,1.3941433,0.20169818,1.1591091,0.24364007
20,0.39282334,0.25867146,20,0.65021205,0.69464856,2.0178642,2.7863646,1.4051657,1.0741825
21,0.45688134,0.9781409,21,0.7025595,0.949165,2.372171,2.6880198,1.9864041,3.3827126
22,0.72478807,0.9071941,22,0.37911132,0.39818978,3.8779438,5.7892957,2.9891255,3.9452398
23,0.6567803,0.5089691,23,0.19163767,0.054305553,4.036727,5.2233057,4.1815624,0.29815006
24,0.28077912,0.07573533,24,0.6747949,0.65899247,1.3632993,0.26210833,1.1661019,0.6105459
25,0.43849507,0.21085083,25,0.56187135,0.4909461,2.558419,3.7573237,1.6240982,1.2475959
26,0.29704884,0.19713217,26,0.677525,0.76614004,1.5881463,1.608525,1.3699324,1.3234874
27,0.4523415,0.39198685,27,0.65744364,0.8347286,2.4548702,4.821347,1.6644162,2.3921704
28,0.35542917,0.32573134,28,0.67268646,0.8881022,1.9359266,3.059039,1.5108894,1.9442911
29,0.6738412,0.90001255,29,0.21017578,0.14938313,3.9659111,4.902891,3.8252032,3.4403396
30,0.32217523,0.36325735,30,0.6851093,0.54197294,1.5149668,1.0278243,1.3156301,0.55724466
31,0.665589,0.7918626,31,0.18319285,0.08687782,3.5921733,0.62411,1.371295,1.3918959
32,0.6741424,0.65528744,32,0.18056415,0.015032351,4.1001053,2.8478422,4.393537,0.37774658
33,0.5883052,0.30909938,33,0.41294354,0.3930018,3.5228076,5.735486,4.127333,3.79557
34,0.5039097,0.6823665,34,0.6732004,0.90684605,2.5590475,5.064447,1.8845646,3.1820521
35,0.36445326,0.20925993,35,0.5364472,0.48170066,2.444749,3.7572849,4.1966867,4.8602123
36,0.72993845,0.7231989,36,0.4602549,0.4233657,3.7587957,3.0944462,2.3664496,3.0743413
37,0.22792225,0.009661555,37,0.22740534,0.16297054,2.0515034,3.1104498,4.512035,3.943961
38,0.3128492,0.89687383,38,0.5430194,0.47105908,2.1744425,0.39853978,4.5523076,5.5322633
39,0.6708786,0.35508835,39,0.18357284,0.04500562,4.050687,5.403675,4.446034,0.47077274
40,0.3201156,0.39025486,40,0.41677243,0.20893484,1.7772889,0.00775373,2.4358068,2.6495483
41,0.352021,0.9430648,41,0.6659458,0.7871682,2.0196016,0.55839336,2.8534448,5.4464417
42,0.42708528,0.58633053,42,0.49685496,0.46320707,2.7148852,1.495863,4.7260113,5.498028
