,discount,learning rate,mf weight,mb weight,subject,true discount,inferred discount,true learning rate,inferred learning rate,true mf weight,inferred mf weight,true mb weight,inferred mb weight
0,0.7394544,0.55187595,4.9583883,0.6780804,0,0.92978925,0.78894275,0.72846437,0.60424674,5.8300567,4.367573,2.053999,2.0449388
1,0.14587957,0.94622916,2.344817,0.50146437,1,0.10158658,0.19254394,0.8516699,0.76746005,1.6539434,1.0811421,0.82444847,0.9987305
2,0.18070246,0.4946237,5.4298882,4.6604104,2,0.5100246,0.32172656,0.3487808,0.41077548,1.0886478,3.1556473,3.8731656,4.3026
3,0.34072906,0.51323265,2.4122205,2.236209,3,0.20072603,0.3963529,0.4966032,0.5408689,5.106858,3.3596792,1.2571095,2.1040518
4,0.5496324,0.7880319,4.0884523,5.479974,4,0.5636237,0.3925783,0.5915639,0.601865,1.1047064,2.468888,5.057411,4.6369314
5,0.22857162,0.31135488,1.2273887,1.9021788,5,0.08224088,0.1469367,0.2007947,0.24182153,0.3191929,1.1349522,1.8089586,1.7610418
6,0.85714877,0.66987544,4.3369865,1.6630785,6,0.6974948,0.8198199,0.7855255,0.7354259,5.360653,4.406196,2.7254667,1.5112929
7,0.08857605,0.20919883,0.67842054,1.7153594,7,0.010758042,0.08178629,0.15983975,0.2141841,4.6170077,1.8033463,0.893319,1.4751121
8,0.41473222,0.54148453,1.9642428,4.675304,8,0.2935878,0.3133302,0.5445034,0.5453427,3.1822925,2.6598554,5.1143513,4.9850626
9,0.69504064,0.08330929,1.1934903,4.724157,9,0.5453103,0.55055004,0.13225424,0.11868097,5.209705,3.7854135,2.3316028,3.8135858
10,0.594343,0.8043557,4.4460464,5.657769,10,0.46085912,0.5222429,0.64375603,0.6473517,3.4229932,2.7624862,5.552685,4.4083204
11,0.39570302,0.09064426,3.4330695,4.808256,11,0.5410338,0.57188565,0.043361664,0.09436606,5.8079586,3.8692944,2.8920698,3.7143378
12,0.4982799,0.72574085,2.9351535,3.4658284,12,0.2832759,0.3809151,0.5831162,0.61317664,4.439723,2.7474194,0.9243032,2.7381802
13,0.12275847,0.21063663,0.842926,4.0798283,13,0.04219389,0.1231681,0.24903256,0.22710027,5.5317655,2.1126642,2.523285,2.803738
14,0.124557965,0.27356708,0.5399745,1.6621189,14,0.1154325,0.2348912,0.5955821,0.6442192,0.95203936,1.6141045,2.8950095,3.2021906
15,0.19463317,0.6833865,0.59154946,1.0581257,15,0.055960655,0.2444907,0.9656323,0.74986476,0.64943147,0.8605891,1.2614079,0.974002
16,0.5552242,0.63543147,1.5135958,0.78055304,16,0.98046404,0.54305536,0.75334513,0.73257375,0.7787311,1.4301602,1.4876801,1.211533
17,0.8053767,0.6498356,3.9859352,1.3810098,17,0.53191257,0.77096,0.7061634,0.70054823,5.435806,4.3021965,1.4676597,1.866012
18,0.7703186,0.4583737,3.252948,4.1060205,18,0.74617314,0.7277784,0.5468628,0.50321966,4.5158668,4.2259035,4.8820777,2.9804244
19,0.51362574,0.091112465,5.4016633,4.0305424,19,0.65906227,0.56596106,0.10355556,0.12118025,2.9790888,3.8536084,1.6721281,3.819109
20,0.19736317,0.393242,1.5068979,3.9243207,20,0.1317761,0.23971482,0.3572244,0.40060094,0.51346743,1.8182312,4.579872,4.7777715
21,0.090001844,0.69905657,3.3310556,3.4233813,21,0.18148541,0.23712501,0.72801006,0.70021826,3.9245682,2.0588903,3.0931678,3.4251957
22,0.21579678,0.13133943,4.8567033,2.1275883,22,0.73351324,0.3473608,0.14316458,0.12548968,1.5965724,2.7001362,5.654798,4.192943
23,0.4440569,0.5752121,5.0806394,5.0679955,23,0.6785201,0.6148339,0.5490863,0.52611387,3.822877,3.4285688,5.6972275,4.6042986
24,0.25980076,0.5637937,5.009546,1.3482027,24,0.33290517,0.3854734,0.5827464,0.60734576,4.74405,4.1655264,1.7128347,0.93369305
25,0.36313197,0.73607993,1.0560406,5.27877,25,0.32370323,0.31265968,0.76958376,0.768915,0.45333695,1.6826153,5.1483293,5.2902784
26,0.5828894,0.40041077,1.5052469,4.8418016,26,0.3787797,0.5167723,0.42750794,0.4088772,3.6476984,2.6030147,5.7759023,4.795316
27,0.24190845,0.652385,2.8015776,1.0660834,27,0.33786625,0.34053656,0.5738422,0.54866076,1.8184544,1.9814699,1.0659735,1.3488644
28,0.6169306,0.06779395,2.662459,4.7737236,28,0.6622398,0.53211194,0.07255471,0.078369744,3.6662445,3.758939,4.6678104,3.9842603
29,0.78285944,0.1195176,2.8751347,4.7990694,29,0.6026847,0.5716581,0.013551712,0.09969513,4.815852,3.8907301,4.093859,3.9100451
30,0.23859383,0.29595158,3.0442567,1.0832102,30,0.20085877,0.21971622,0.31683046,0.30071002,3.5731754,2.9937272,1.0855039,1.05805
31,0.4931818,0.6682323,1.1138135,2.2314672,31,0.28801745,0.4456247,0.83391553,0.8029714,2.5248003,2.1910894,3.813152,2.8626952
32,0.8073821,0.07069913,0.8162532,5.450352,32,0.98874456,0.57848895,0.061059773,0.07971,2.2658393,4.0226583,3.0043058,3.7563906
