,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.3015116,0,0.6853865,1.413058,1.1176956
1,0.25700355,1,0.7327666,1.0488479,0.82343763
2,0.29830486,2,0.7562017,1.4655538,4.0181065
3,0.38836724,3,0.7465602,1.955865,3.4581752
4,0.29615352,4,0.73570544,1.6649268,3.0304003
5,0.36214557,5,0.6596498,0.6835264,0.6446777
6,0.24149093,6,0.1919054,1.1353444,0.7545388
7,0.29309517,7,0.75537515,1.1741341,1.0327518
8,0.23865128,8,0.65466845,0.90445626,0.680441
9,0.4924709,9,0.72173244,2.2914457,2.0030332
10,0.24007371,10,0.6207845,1.1649722,0.7276179
11,0.4459795,11,0.6572409,2.3000722,3.2947311
12,0.53161013,12,0.59936816,1.8393755,1.8936894
13,0.29146028,13,0.7472664,1.7001556,3.3390684
14,0.25477552,14,0.59073216,1.2403271,0.78989476
15,0.80217373,15,0.60739917,3.0008063,1.2372625
16,0.31660032,16,0.5637378,1.4629664,0.93979704
17,0.2893456,17,0.71766645,1.7545809,4.180501
18,0.24796396,18,0.67797023,0.931396,0.7230205
19,0.3182699,19,0.73661107,1.56578,3.3999152
20,0.30690008,20,0.7220601,1.6986635,3.393127
21,0.26175365,21,0.6884336,1.5144929,2.5104322
22,0.42674273,22,0.7322286,1.5162292,1.4509193
23,0.6328357,23,0.6487801,1.7410502,1.0762855
