,inferred discount,subject,inferred learning rate,inferred mf weight,inferred mb weight
0,0.29851884,0,0.7023298,1.2743738,1.0850295
1,0.24186282,1,0.73868704,0.85282624,0.6469376
2,0.29395637,2,0.7939032,1.311369,4.479167
3,0.41595346,3,0.77683115,1.7722911,3.8843067
4,0.28350088,4,0.77121335,1.5161116,3.3311217
5,0.39062145,5,0.65432245,0.49132514,0.4686485
6,0.20920683,6,0.15990973,0.9373953,0.63261694
7,0.27776685,7,0.7827822,1.0428439,0.92473537
8,0.21320763,8,0.66234875,0.71117896,0.50903887
9,0.55101967,9,0.75517637,2.3607178,2.0429053
10,0.19746575,10,0.62356234,1.1109444,0.5658961
11,0.466261,11,0.66149104,2.2603369,3.33498
12,0.5771883,12,0.5837315,1.6425923,1.8457258
13,0.29641035,13,0.79030997,1.5596962,3.8958213
14,0.24593206,14,0.54751164,1.1123832,0.6739507
15,0.8126697,15,0.5954695,2.8949184,1.0703181
16,0.3319358,16,0.52992666,1.3319427,0.82569486
17,0.27739507,17,0.74243814,1.673167,4.548448
18,0.23831384,18,0.6777353,0.724474,0.5486448
19,0.31210223,19,0.7788694,1.4225466,3.9530616
20,0.29859716,20,0.7568019,1.555116,3.7171915
21,0.2359938,21,0.7098739,1.3887804,2.6972847
22,0.48331246,22,0.75914276,1.4393427,1.3990098
23,0.6754064,23,0.6330965,1.6565833,0.898542
