,subject,rewarded common,rewarded rare,unrewarded common,unrewarded rare
0,148,0.9411764705882353,0.9285714285714286,0.8613861386138614,0.6938775510204082
0,149,1.0,0.375,0.6981132075471698,0.75
0,150,0.8918918918918919,0.2222222222222222,0.5754716981132075,0.723404255319149
0,151,0.8918918918918919,1.0,0.9166666666666666,0.7924528301886793
0,152,0.9393939393939394,0.25,0.6434782608695652,0.8
0,153,0.5428571428571428,0.46153846153846156,0.5,0.5102040816326531
0,154,0.5833333333333334,0.7142857142857143,0.5257731958762887,0.5416666666666666
0,155,0.6176470588235294,0.7058823529411765,0.6210526315789474,0.7115384615384616
0,156,0.45161290322580644,0.38461538461538464,0.4915254237288136,0.5294117647058824
0,157,0.918918918918919,0.5454545454545454,0.6907216494845361,0.7959183673469388
0,158,0.45454545454545453,0.36363636363636365,0.4049586776859504,0.5897435897435898
0,159,1.0,0.9473684210526315,0.87,0.7021276595744681
0,160,0.9302325581395349,0.5454545454545454,0.7169811320754716,0.7368421052631579
0,161,0.8125,1.0,0.7631578947368421,0.7894736842105263
0,162,0.9090909090909091,0.7272727272727273,0.8118811881188119,0.8846153846153846
0,163,0.48148148148148145,0.2,0.5084745762711864,0.5526315789473685
0,164,0.6451612903225806,0.7,0.6588235294117647,0.7446808510638298
0,165,0.5428571428571428,0.9,0.46,0.52
0,166,0.9032258064516129,0.7,0.7129629629629629,0.7142857142857143
0,167,0.7560975609756098,0.6666666666666666,0.6868686868686869,0.717948717948718
0,168,0.47058823529411764,0.2,0.5,0.4878048780487805
0,169,0.7941176470588235,0.5454545454545454,0.6846846846846847,0.7435897435897436
0,170,0.9117647058823529,0.5714285714285714,0.8505747126436781,0.5614035087719298
0,171,0.3939393939393939,0.8,0.5638297872340425,0.5849056603773585
0,172,0.9512195121951219,1.0,0.9405940594059405,0.8571428571428571
0,173,0.9705882352941176,0.75,0.6576576576576577,0.4634146341463415
0,174,0.9736842105263158,0.2857142857142857,0.7156862745098039,0.8536585365853658
0,175,0.5517241379310345,0.5833333333333334,0.5327102803738317,0.6041666666666666
0,176,0.5769230769230769,0.7333333333333333,0.5051546391752577,0.6153846153846154
0,177,0.38235294117647056,0.4444444444444444,0.46153846153846156,0.4423076923076923
0,178,0.9459459459459459,0.8,0.8415841584158416,0.8695652173913043
0,179,1.0,0.42857142857142855,0.7796610169491526,0.8181818181818182
0,180,1.0,1.0,0.8762886597938144,1.0
0,181,0.631578947368421,0.9230769230769231,0.5094339622641509,0.7380952380952381
0,182,0.6153846153846154,0.625,0.6699029126213593,0.5
0,183,0.875,0.8888888888888888,0.782608695652174,0.7857142857142857
0,184,0.3333333333333333,0.3333333333333333,0.4144144144144144,0.3783783783783784
0,185,0.9230769230769231,0.75,0.7787610619469026,0.8837209302325582
0,186,1.0,0.25,0.6836734693877551,0.8541666666666666
0,187,0.9354838709677419,0.45454545454545453,0.5535714285714286,0.6888888888888889
0,188,0.875,0.6153846153846154,0.5106382978723404,0.7441860465116279
