,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.51580024,0.20580173,0,0.6351173,0.8218306,4.5901885,5.69342,0.23583908,0.16027355
1,0.6633002,0.78865063,1,0.57335424,0.5943753,4.85939,4.9405646,0.4411444,0.14647877
2,0.31730193,0.114011884,2,0.7017578,0.39427388,3.2445037,1.7227702,0.38143042,0.21733457
3,0.43703946,0.7280392,3,0.44629705,0.27773166,3.1207433,2.2467575,0.31594244,0.50924426
4,0.4888329,0.8632297,4,0.71315235,0.838546,2.7429152,1.0226496,0.38426661,0.07129073
5,0.6132826,0.6997344,5,0.32350042,0.14261156,2.7805347,1.6927981,0.36628398,0.35963374
6,0.33284596,0.13219076,6,0.44404557,0.3955835,5.380945,5.0998697,0.5149038,0.48997253
7,0.5705024,0.7179712,7,0.68606406,0.72560996,3.0538304,3.3499446,0.21205594,0.30640322
8,0.18297315,0.01400578,8,0.6790558,0.20010215,3.4037802,2.0455446,0.6181341,0.5013616
9,0.52445936,0.98297143,9,0.660859,0.32655376,4.351116,2.9666824,0.25859582,0.20533645
10,0.6716361,0.5109625,10,0.6507062,0.4122585,2.8278227,2.4925733,0.5409613,0.7590868
11,0.43983978,0.23143005,11,0.6489605,0.59172547,3.5237033,3.9188735,0.70159596,0.9530003
12,0.43047845,0.118483365,12,0.29957098,0.23101133,7.3247647,6.374098,0.3663065,0.58703905
13,0.15120287,0.07668722,13,0.6216682,0.11776751,2.9922988,2.333592,0.6892797,0.65143454
14,0.26633814,0.27615547,14,0.5086405,0.69652474,3.2221615,2.340652,0.6983641,0.90134305
15,0.40951854,0.43300366,15,0.71133375,0.93744767,2.6878166,3.0259905,0.6052392,0.9742053
16,0.43362096,0.41450983,16,0.63675463,0.3566271,3.056275,2.2621965,0.3340547,0.40570986
17,0.33622608,0.6909299,17,0.19569176,0.2011525,6.7826405,6.660608,0.21524934,0.045539975
18,0.1816643,0.116642475,18,0.6627952,0.8672981,5.0209775,6.585813,0.66620815,0.5115988
19,0.22418585,0.015461028,19,0.5249847,0.19833565,2.4840147,1.8612902,0.42476693,0.18402112
20,0.61807626,0.13528043,20,0.6768323,0.9153928,2.7170033,4.345608,0.27561456,0.15979642
21,0.2949963,0.3600368,21,0.5126519,0.3430814,4.862256,3.7520208,0.47088087,0.635214
22,0.42950317,0.66724366,22,0.6278772,0.5791543,2.617495,3.1191487,0.22248575,0.35056072
23,0.27088532,0.39630163,23,0.42645332,0.51686263,3.2292001,3.209804,0.7122732,0.9869489
24,0.31555763,0.20410001,24,0.6794082,0.6023472,2.333643,1.6261624,0.5728359,0.48480922
25,0.5688303,0.71066785,25,0.59533703,0.6208449,3.3701453,4.48491,0.3293803,0.42942536
26,0.357485,0.9959625,26,0.6435454,0.67111,3.7476153,2.7529383,0.29836017,0.004791379
27,0.6588177,0.8548628,27,0.12589933,0.09867948,5.8565884,5.788123,0.71438146,0.90778595
28,0.20718557,0.0016010404,28,0.5832766,0.13748264,2.6178708,2.2627401,0.45076036,0.24341112
29,0.7705596,0.8954361,29,0.6541906,0.7377433,3.1820166,4.5264597,0.6422898,0.82099587
30,0.6818336,0.63929546,30,0.4864529,0.28035194,3.632937,1.6630242,0.5920132,0.51822245
31,0.61828834,0.51967275,31,0.5605639,0.7221991,2.6801052,3.6169026,0.5973542,0.6859246
32,0.38722014,0.9098592,32,0.6219149,0.3874144,3.0844736,2.393075,0.23152292,0.05034685
33,0.4267698,0.24428374,33,0.68075264,0.459597,3.176854,1.3231704,0.6653877,0.1878221
34,0.3258468,0.36409998,34,0.47013646,0.35434937,3.155127,1.6325682,0.7568046,0.90150434
35,0.27822396,0.17760229,35,0.62664455,0.4935128,2.5108988,1.0223002,0.49171144,0.7371756
36,0.27594528,0.14957088,36,0.4435851,0.32306153,3.2557316,2.7021031,0.39688715,0.2049132
37,0.65941846,0.7573642,37,0.71130687,0.9295086,3.9069142,5.618042,0.36245573,0.09083235
38,0.21257037,0.2224701,38,0.15973459,0.10306257,4.2954264,5.571134,0.6782917,0.74533415
39,0.282514,0.11636698,39,0.47615185,0.3523327,3.8720016,3.958423,0.2549844,0.24306113
40,0.40512884,0.3206265,40,0.7160818,0.66724396,2.5668988,1.6204039,0.6428102,0.7826725
41,0.55231893,0.9250028,41,0.47887096,0.32617795,3.4455543,3.9742408,0.29093698,0.12209827
42,0.42185,0.7244191,42,0.21183352,0.15921825,7.232725,6.796917,0.518776,0.49017775
43,0.3156267,0.38912958,43,0.48449984,0.55459875,6.217869,5.0912685,0.67253476,0.8971543
44,0.42244655,0.49475425,44,0.60302526,0.59624,5.081446,6.1280127,0.45633674,0.24181718
45,0.56274563,0.25387132,45,0.32750633,0.41054428,5.9131236,6.163267,0.28891703,0.11797744
46,0.24506387,0.22508466,46,0.670562,0.9405901,2.6877127,1.4611676,0.6748728,0.57893777
47,0.36306077,0.43016565,47,0.4980255,0.5614964,5.5331125,6.5797005,0.5516696,0.5505616
48,0.68402493,0.32405502,48,0.4950066,0.44962066,4.556274,3.7975204,0.6519474,0.45744187
49,0.5814548,0.69907534,49,0.3838657,0.31389278,3.1448727,2.2798843,0.5056837,0.3273235
