,inferred policy rate,true policy rate,subject,inferred reward rate,true reward rate,inferred dec temp,true dec temp,inferred habitual tendency,true habitual tendency
0,0.50006706,0.050068796,0,0.5137553,0.9473626,4.8887687,1.9641551,0.49528953,0.25300312
1,0.50330764,0.34145176,1,0.49111712,0.21071488,5.0668173,6.083721,0.49983662,0.6453866
2,0.48576832,0.46575093,2,0.50113076,0.47970515,4.8226223,1.0261619,0.51562387,0.65666854
3,0.5050436,0.90507585,3,0.51252514,0.34743404,4.952266,3.6291866,0.51348644,0.1892528
4,0.5072821,0.5340756,4,0.51147515,0.943756,4.794125,2.1742625,0.4892729,0.44099313
5,0.49534228,0.2353304,5,0.5131489,0.70171857,5.0327044,6.232602,0.49898624,0.6553017
6,0.50555646,0.3210442,6,0.50702906,0.7794304,5.0565486,5.899839,0.51131827,0.82923335
7,0.48574933,0.046564043,7,0.504806,0.12431377,4.8376913,3.8885746,0.4919942,0.12147659
8,0.49714085,0.6465356,8,0.5087159,0.8715617,4.807205,6.8740044,0.52175003,0.94515747
9,0.49795434,0.7571626,9,0.49343637,0.9431872,5.0515676,4.686882,0.51288795,0.42218047
10,0.51375836,0.5818158,10,0.5112448,0.8787375,4.775678,6.94468,0.50019205,0.24141097
11,0.50629157,0.1363172,11,0.493917,0.1036275,5.1786094,6.769122,0.51889545,0.3290953
12,0.48769903,0.007382214,12,0.49109808,0.29218745,5.110795,6.528633,0.5007062,0.79628474
13,0.5087073,0.8805145,13,0.5126528,0.17565054,4.8759775,2.654285,0.50105757,0.41796547
14,0.5177774,0.90428686,14,0.51850486,0.76222914,4.7230577,6.9962883,0.4859099,0.3107643
15,0.50068957,0.48602682,15,0.4960871,0.59899724,4.820851,4.237565,0.4971701,0.91339225
16,0.51638997,0.17350644,16,0.4913263,0.30439138,5.0513835,5.296262,0.48701128,0.3143996
17,0.5047148,0.7707188,17,0.5108775,0.379911,5.0761275,5.5172997,0.4864131,0.13810325
18,0.5045035,0.47406858,18,0.48794398,0.33356786,4.9812226,6.229282,0.5015514,0.26386523
19,0.5056621,0.09431481,19,0.50923073,0.6275958,4.968925,5.7876463,0.49679834,0.6133008
20,0.5033916,0.1935265,20,0.50972414,0.117824614,5.1817913,5.293601,0.49351954,0.21498913
21,0.5024603,0.47525573,21,0.4753599,0.06217456,5.0660357,4.826809,0.4950738,0.42044806
22,0.510074,0.69492865,22,0.47975606,0.058514833,5.0071225,2.773529,0.48817146,0.3942076
23,0.49184173,0.73145086,23,0.51398766,0.18211722,4.8623,1.8220227,0.49946436,0.89672416
24,0.5136199,0.5595122,24,0.48799726,0.3533337,4.985271,4.3623104,0.5027469,0.57780623
25,0.48916492,0.31057692,25,0.50016105,0.78792274,4.8543625,5.279107,0.50886923,0.28939968
26,0.51246816,0.53022003,26,0.50478685,0.41004443,5.074686,1.9652791,0.4866054,0.3219248
27,0.50966233,0.21307516,27,0.505748,0.5546512,4.930225,2.975412,0.5024577,0.22174615
28,0.50887626,0.92215973,28,0.5106522,0.029744148,4.8909106,2.9357767,0.51066524,0.19762456
29,0.49815714,0.69079894,29,0.51213014,0.7448479,4.9153104,1.5625347,0.49794716,0.012333155
30,0.49839497,0.69945407,30,0.5157036,0.40439922,4.8571563,5.2260323,0.5047238,0.65468794
31,0.49988648,0.80908436,31,0.5084936,0.43376338,4.8995266,1.953113,0.49104682,0.32881296
32,0.51243824,0.6442239,32,0.51358324,0.24012667,5.0170126,2.7217379,0.5070003,0.6236019
33,0.5133632,0.8551691,33,0.4849948,0.18358755,5.003719,6.0496693,0.49858624,0.5235907
34,0.50945824,0.6641963,34,0.50092673,0.76349145,4.990364,3.1260097,0.50423104,0.5123261
35,0.48818433,0.22134489,35,0.5080847,0.6713319,4.9130373,5.4115934,0.4860594,0.37920392
36,0.4965819,0.2992615,36,0.49685255,0.9473621,4.828263,2.1585846,0.4880413,0.4990828
37,0.50174123,0.8494761,37,0.50325423,0.41883093,4.9481697,4.1800776,0.49883527,0.28622973
38,0.49904177,0.21312809,38,0.5068241,0.4940167,4.9309106,1.3986843,0.5036112,0.6658347
39,0.48973128,0.5394608,39,0.49566382,0.55733234,4.992222,5.6755,0.48579943,0.30855715
40,0.5004172,0.17188418,40,0.50019234,0.34528023,5.1729984,5.5485907,0.48552325,0.032686293
41,0.4836353,0.1442725,41,0.5062776,0.30086362,4.9370174,1.1689516,0.5148326,0.42615634
42,0.50386035,0.38393325,42,0.5044408,0.18248796,5.163661,6.287586,0.5047282,0.05151862
43,0.5096671,0.7142667,43,0.51641154,0.24070948,4.823335,1.57412,0.4891849,0.07861495
44,0.5220453,0.39184463,44,0.53886294,0.9534226,4.785969,1.085781,0.4919599,0.38785803
45,0.50357735,0.7986385,45,0.51038605,0.90189886,4.939454,3.2007139,0.50250393,0.69086534
46,0.51169896,0.5130942,46,0.50648385,0.21446937,5.153629,6.297143,0.50705796,0.50026155
47,0.49828577,0.07303363,47,0.50260603,0.08176452,4.88668,2.6872032,0.5087095,0.5086328
48,0.49627617,0.7431571,48,0.51609856,0.635719,4.8621078,1.4205561,0.5105984,0.5368603
49,0.5255671,0.8439939,49,0.5061131,0.99069333,4.998761,1.8138098,0.49226817,0.91343075
